iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
2343,451.397,2,20.639,20.1987,25.1601,13.1813,1.97394,-0.419719,0.218614,0.750115,0.272984,0.838763
2344,448.374,2,20.8064,20.4345,25.3204,12.6692,1.95304,-0.423543,0.218609,0.785737,0.281965,0.831556
2345,444.948,2,20.6769,20.6936,25.4111,12.2336,1.92045,-0.415241,0.219178,0.820899,0.287292,0.823408
2346,449.263,2,20.5192,20.881,25.3789,11.6081,1.92172,-0.407468,0.224082,0.821021,0.289779,0.827997
2347,451.59,2,20.3871,21.633,25.3562,11.6773,1.94798,-0.403279,0.218325,0.807102,0.285498,0.857274
2348,458.171,2,20.2421,21.5936,25.4122,11.708,1.99341,-0.398351,0.216702,0.79513,0.287257,0.864918
2349,445.132,2,20.4555,21.8499,25.3099,11.5011,1.9561,-0.404488,0.219354,0.794072,0.284078,0.854912
2350,448.889,2,20.5316,21.561,25.3471,10.8808,1.95122,-0.403495,0.222001,0.824742,0.276167,0.842671
2351,443.501,2,20.6523,21.3649,25.4099,10.7212,1.91328,-0.407925,0.22481,0.820627,0.278596,0.851808
2352,444.294,2,20.7662,20.8778,25.4397,11.1897,1.92137,-0.416341,0.223191,0.790122,0.280148,0.832996
2353,448.359,2,20.7875,21.7577,25.2817,11.9771,1.95587,-0.422113,0.218302,0.781584,0.278549,0.806583
2354,453.226,2,21.0115,23.0764,25.1182,12.4988,1.99227,-0.433958,0.218165,0.795697,0.276414,0.78718
2355,453.254,2,20.9314,23.1912,24.9557,12.3748,2.01563,-0.430663,0.217387,0.810017,0.270519,0.780818
2356,447.109,2,20.8782,23.0746,24.9046,12.7553,2.00149,-0.425847,0.220759,0.761399,0.27589,0.78642
2357,449.68,2,20.8505,24.3772,24.6851,13.1679,1.99,-0.424841,0.218997,0.75252,0.27793,0.826493
2358,441.327,2,20.843,24.409,24.5228,12.6365,1.95132,-0.421085,0.220113,0.755573,0.284447,0.800185
2359,441.798,2,21.1149,25.2944,24.1177,12.6985,1.9319,-0.428489,0.223981,0.766937,0.285804,0.770827
2360,452.813,2,21.2192,27.0726,23.7603,12.5576,1.96221,-0.434893,0.225909,0.788287,0.289491,0.75858
2361,444.827,2,21.4338,28.1232,23.484,12.5082,1.95077,-0.443837,0.226133,0.775572,0.292674,0.75739
2362,437.844,2,21.2945,28.7719,23.4564,12.4655,1.91613,-0.439532,0.222955,0.778089,0.290397,0.756074
2363,446.785,2,21.1866,29.1331,23.5172,12.4926,1.92146,-0.436564,0.222592,0.799668,0.289098,0.770111
2364,445.867,2,20.9897,28.856,23.3516,12.5993,1.92916,-0.429876,0.222251,0.783805,0.298749,0.754293
2365,441.214,2,20.9126,29.146,23.3565,12.5059,1.92178,-0.424422,0.225134,0.765505,0.293281,0.753198
2366,445.514,2,20.7991,28.7311,23.3785,12.8668,1.93633,-0.420174,0.222079,0.780816,0.288594,0.745647
2367,453.548,2,20.87,29.3116,23.3362,12.9467,1.9549,-0.425622,0.221336,0.80852,0.291023,0.770963
2368,455.826,2,20.8428,29.8501,23.1827,12.7482,1.97027,-0.426617,0.219755,0.828843,0.294395,0.795245
2369,447.717,2,20.7999,29.504,23.1165,12.2825,1.95422,-0.422924,0.221111,0.812555,0.295762,0.803302
2370,450.512,2,20.4037,28.2451,23.1991,12.5372,1.95944,-0.410139,0.221307,0.800904,0.291718,0.817464
2371,453.813,2,20.736,27.7636,23.3051,12.3115,1.95875,-0.424323,0.224594,0.828535,0.290702,0.823796
2372,448.626,2,20.7611,28.4865,23.3332,11.7517,1.95067,-0.420035,0.228585,0.804818,0.287108,0.830271
2373,452.272,2,20.5211,28.9873,23.5225,11.5521,1.94494,-0.409559,0.23314,0.789995,0.2911,0.855591
2374,451.591,2,20.6415,28.4016,23.5461,11.5998,1.94396,-0.413987,0.229088,0.806317,0.290712,0.863437
2375,455.806,2,20.7426,28.6168,23.6361,11.6985,1.96591,-0.419278,0.226255,0.805798,0.291296,0.862183
2376,451.331,2,20.7112,28.8052,23.4552,11.8301,1.94357,-0.416303,0.225001,0.837713,0.286355,0.890796
2377,447.09,2,20.6634,29.1368,23.3326,12.0652,1.92612,-0.413802,0.223917,0.834363,0.280205,0.905538
2378,458.927,2,20.5384,29.085,23.3049,12.3788,1.95092,-0.409347,0.224118,0.839405,0.27478,0.950539
2379,456.395,2,20.5924,29.032,23.349,12.1112,1.94967,-0.410303,0.224941,0.847099,0.281246,0.954013
2380,442.168,2,20.7076,28.2924,23.459,12.1114,1.89314,-0.416338,0.223102,0.910922,0.27988,0.916308
2381,450.23,2,20.5569,27.4196,23.3974,12.1791,1.90563,-0.412507,0.221504,0.913616,0.277585,0.893139
2382,441.436,2,20.5948,27.2493,23.2707,12.0807,1.86746,-0.410441,0.227026,0.933778,0.263917,0.909057
2383,438.185,2,20.4305,27.4022,23.2772,11.9814,1.84823,-0.402115,0.22642,0.925639,0.255381,0.905246
2384,443.127,2,20.5773,28.6361,23.2131,11.6751,1.84974,-0.40797,0.22437,0.937721,0.25146,0.907795
2385,439.321,2,20.3977,29.2319,23.1052,11.7229,1.835,-0.401681,0.224789,0.970274,0.247083,0.885623
2386,442.984,2,20.438,28.8141,23.1294,11.9275,1.82603,-0.405217,0.228526,0.973741,0.249105,0.901425
2387,444.544,2,20.4703,27.823,23.1824,12.5541,1.83529,-0.405603,0.228733,0.96114,0.255512,0.88432
2388,445.516,2,20.6313,28.2125,23.1221,12.4554,1.85052,-0.413102,0.229627,0.947034,0.261008,0.857639
2389,443.106,2,20.6061,28.8807,23.1229,12.5279,1.85909,-0.409323,0.230138,0.941843,0.25656,0.843802
2390,447.93,2,20.3129,29.7277,23.2859,12.6426,1.87626,-0.395881,0.229305,0.933918,0.263187,0.829911
2391,440.539,2,20.3576,30.0306,23.3655,12.7378,1.86598,-0.403127,0.225653,0.920092,0.258729,0.846
2392,440.068,2,20.5438,30.0126,23.4446,12.5425,1.86772,-0.413172,0.221987,0.912716,0.253071,0.84556
2393,445.859,2,20.5016,30.5331,23.5156,12.4399,1.87229,-0.410485,0.221408,0.929886,0.253171,0.856644
2394,445.317,2,20.5123,31.6226,23.5697,12.6075,1.88668,-0.412747,0.221611,0.934822,0.250384,0.83989
2395,451.095,2,20.2662,31.314,23.5013,13.0267,1.90964,-0.401261,0.227044,0.908798,0.257015,0.832201
2396,440.715,2,20.459,31.0002,23.3332,13.4117,1.88004,-0.408493,0.229807,0.911268,0.263243,0.818119
2397,438.431,2,20.5229,30.0401,23.2336,13.2401,1.86554,-0.411412,0.229549,0.91134,0.256114,0.818718
2398,438.447,2,20.4887,29.3002,23.2695,13.2869,1.83462,-0.408988,0.229399,0.920491,0.254765,0.862526
2399,442.595,2,20.6793,28.9711,23.1992,13.2264,1.82229,-0.415085,0.230211,0.968194,0.256965,0.860164
2400,440.238,2,20.6727,28.3024,23.3408,12.8977,1.81799,-0.417158,0.230219,0.977586,0.257641,0.847582
2401,447.308,2,20.6166,27.4467,23.3295,12.7454,1.83084,-0.415011,0.228844,0.998511,0.255658,0.868759
2402,449.552,2,20.4778,27.4759,23.3339,12.5368,1.85522,-0.409284,0.227995,0.976191,0.256324,0.890096
2403,437.617,2,20.3855,27.9158,23.3134,12.7304,1.84658,-0.406409,0.225909,0.970665,0.253913,0.853267
2404,433.263,2,20.4693,27.4922,23.4015,12.8175,1.82566,-0.406881,0.227773,0.959983,0.25235,0.822907
2405,434.179,2,20.2686,27.9,23.3495,12.8584,1.82818,-0.400829,0.225793,0.913727,0.252659,0.808413
2406,431.907,2,20.3314,28.447,23.2083,13.1394,1.83474,-0.404783,0.223598,0.879139,0.250233,0.789029
2407,440.715,2,20.487,29.0004,23.1726,12.9931,1.84864,-0.412631,0.224411,0.874987,0.252293,0.792779
2408,436.805,2,20.5907,30.1445,23.1169,13.0889,1.84455,-0.417072,0.226191,0.876423,0.252592,0.785975
2409,438.504,2,20.6682,30.5644,23.2401,13.1846,1.83666,-0.418996,0.226098,0.898702,0.26263,0.772567
2410,435.438,2,20.6256,30.7006,23.1263,13.1783,1.83428,-0.419399,0.224277,0.872664,0.272534,0.758728
2411,444.363,2,20.6593,30.2472,23.0464,13.1449,1.86635,-0.420293,0.221534,0.852133,0.278722,0.754564
2412,444.539,2,20.682,30.0427,22.9631,13.2002,1.88916,-0.419823,0.221571,0.837467,0.278894,0.754721
2413,441.592,2,20.4183,30.378,22.8309,13.013,1.87135,-0.407478,0.22499,0.856961,0.287689,0.750161
2414,443.236,2,20.3119,30.5794,22.7933,13.2299,1.86962,-0.402409,0.224623,0.876969,0.292498,0.74292
2415,436.813,2,20.302,31.1005,22.5851,13.2063,1.84777,-0.402197,0.224281,0.863874,0.295078,0.758747
2416,438.302,2,20.2465,31.9098,22.3344,13.5072,1.83894,-0.399504,0.223177,0.888296,0.292551,0.753129
2417,439.027,2,20.2156,32.9526,22.0989,13.4937,1.82816,-0.398291,0.222777,0.904076,0.295289,0.756263
2418,439.935,2,20.303,32.3547,21.8891,13.6759,1.82768,-0.400484,0.223568,0.905296,0.297554,0.750917
2419,435.933,2,20.2954,32.4358,21.8825,13.8243,1.80514,-0.400218,0.223973,0.906369,0.302717,0.762944
2420,446.454,2,20.2265,32.6172,21.9628,13.5987,1.80935,-0.394019,0.228262,0.906908,0.30736,0.791954
2421,446.885,2,20.2413,33.5722,21.9938,13.3461,1.82504,-0.394009,0.231463,0.923941,0.304999,0.78171
2422,454.574,2,20.2749,34.2404,21.7571,13.2865,1.85248,-0.395601,0.233619,0.919148,0.307012,0.80403
2423,452.028,2,20.1567,34.9241,21.5614,13.2511,1.85715,-0.389421,0.235748,0.89899,0.308225,0.846773
2424,446.137,2,20.3221,35.5092,21.5411,13.4304,1.86342,-0.398685,0.231228,0.895804,0.30711,0.832041
2425,445.675,2,20.4785,35.2335,21.4623,13.8009,1.86015,-0.406497,0.230514,0.887357,0.308121,0.828418
2426,444.807,2,20.4685,36.2242,21.3912,13.8146,1.85011,-0.407088,0.22933,0.912882,0.308498,0.815852
2427,443.001,2,20.58,37.4189,21.2405,13.9391,1.8548,-0.410042,0.229139,0.891287,0.303598,0.810334
2428,444.578,2,20.5589,38.2587,21.1758,13.8772,1.86065,-0.412645,0.226706,0.878524,0.304368,0.806389
2429,441.897,2,20.4676,38.9852,21.2304,13.8772,1.87527,-0.409059,0.225059,0.863123,0.292632,0.796986
2430,440.823,2,20.5585,39.4338,21.2198,14.0189,1.89028,-0.41519,0.226479,0.817659,0.288304,0.781592
2431,434.675,2,20.3539,39.5901,21.391,13.7872,1.88492,-0.405861,0.224443,0.807645,0.280288,0.76573
2432,439.232,2,20.2328,40.0393,21.4495,13.6033,1.89005,-0.399012,0.226164,0.80435,0.269357,0.772272
2433,444.728,2,20.3327,39.1374,21.3962,13.8316,1.90483,-0.403078,0.227713,0.831791,0.263203,0.75837
2434,438.552,2,20.5295,39.0032,21.2645,14.1024,1.89943,-0.411462,0.226445,0.858255,0.259965,0.740108
2435,435.831,2,20.5249,38.9578,21.3272,14.0702,1.8799,-0.411152,0.227026,0.880769,0.258021,0.733715
2436,442.483,2,20.445,39.6514,21.3288,14.0481,1.88799,-0.40503,0.228128,0.879713,0.253499,0.748649
2437,440.667,2,20.3174,40.2742,21.2183,14.2842,1.89288,-0.402186,0.227357,0.878155,0.248909,0.758075
2438,446.595,2,20.3711,41.5515,21.1751,14.518,1.90826,-0.406297,0.225737,0.90536,0.246867,0.756937
2439,439.591,2,20.4085,40.8397,21.0773,14.6592,1.90413,-0.407012,0.225077,0.903951,0.240641,0.770632
2440,445.527,2,20.3517,41.8384,20.9707,14.5751,1.91847,-0.405439,0.228071,0.915081,0.233571,0.769496
2441,448.016,2,20.1244,41.3959,20.9778,14.4955,1.93931,-0.397699,0.225106,0.934529,0.22691,0.774815
2442,440.404,2,20.1772,41.7176,20.996,14.2622,1.91373,-0.39938,0.226939,0.960955,0.226018,0.783826
2443,449.408,2,20.2751,42.1227,20.8652,14.2696,1.93324,-0.403711,0.226943,0.966018,0.223757,0.787976
2444,446.544,2,20.2271,42.756,20.8106,14.0927,1.93507,-0.401999,0.222731,0.963281,0.230999,0.787255
2445,443.658,2,20.3008,42.8946,20.8557,14.0048,1.95052,-0.402824,0.223611,0.921349,0.224957,0.793027
2446,437.664,2,20.46,42.9439,20.7801,13.7577,1.93163,-0.409395,0.222449,0.916157,0.222968,0.79954
2447,445.338,2,20.5844,42.8481,20.8341,13.5771,1.94586,-0.414525,0.222678,0.898255,0.222463,0.799508
2448,446.025,2,20.5793,41.5592,20.9208,13.2867,1.95938,-0.411195,0.224642,0.891859,0.220807,0.789659
2449,441.235,2,20.6786,41.3042,21.0104,13.3395,1.9464,-0.415486,0.223933,0.887779,0.225114,0.787697
2450,446.072,2,20.7522,40.9813,21.1024,13.4639,1.95326,-0.41653,0.226623,0.875475,0.226854,0.785457
2451,440.924,2,20.7962,41.4386,21.1653,13.3722,1.93666,-0.418378,0.226815,0.870442,0.232586,0.787281
2452,448.055,2,20.8125,41.6008,21.044,13.3305,1.94102,-0.419257,0.228493,0.846475,0.242706,0.796862
2453,454.518,2,20.7096,43.11,20.9795,13.5589,1.96144,-0.415968,0.22711,0.852098,0.245889,0.808472
2454,448.153,2,20.5932,42.5732,20.874,13.6827,1.9522,-0.411888,0.227838,0.852396,0.253104,0.810274
2455,446.142,2,20.4651,43.1549,20.8279,13.6394,1.94586,-0.408119,0.230798,0.851362,0.252952,0.805825
2456,443.496,2,20.5615,42.7636,20.7632,13.5802,1.95066,-0.412076,0.229641,0.831796,0.252276,0.792179
2457,436.443,2,20.5066,42.4364,20.8535,13.3168,1.92957,-0.410069,0.227432,0.841132,0.250818,0.778163
2458,433.08,2,20.526,40.3805,20.9627,13.5424,1.9082,-0.412066,0.225641,0.851964,0.246987,0.763886
2459,440.552,2,20.5511,38.9473,20.9629,13.8262,1.91412,-0.415087,0.220774,0.866787,0.243579,0.763984
2460,431.265,2,20.4531,37.0874,20.9671,13.9513,1.89963,-0.410094,0.218896,0.8618,0.242679,0.748345
2461,428.081,2,20.4766,37.5392,20.8673,14.2108,1.88481,-0.411527,0.219402,0.865661,0.23685,0.730546
2462,435.203,2,20.5871,37.421,20.9227,14.2677,1.89408,-0.41744,0.218281,0.866235,0.229315,0.735414
2463,440.776,2,20.6677,38.3717,20.9046,14.5378,1.89993,-0.419708,0.219067,0.889595,0.227397,0.739681
2464,436.721,2,20.5621,38.8805,20.9295,14.8041,1.89532,-0.414888,0.218985,0.914859,0.218542,0.759054
2465,441.396,2,20.4851,39.4613,20.8648,14.9729,1.9077,-0.411808,0.217334,0.938156,0.215522,0.755674
2466,439.348,2,20.5713,39.5508,20.8038,15.2221,1.91178,-0.415424,0.220319,0.955005,0.213902,0.736811
2467,431.533,2,20.6799,39.1781,20.8661,15.1365,1.89728,-0.419298,0.220849,0.95346,0.211238,0.736486
2468,438.932,2,20.6002,38.7399,20.9124,15.304,1.89462,-0.414982,0.220689,0.949512,0.212065,0.75899
2469,445.935,2,20.4895,38.7017,21.0131,15.278,1.91306,-0.41138,0.219936,0.959549,0.214997,0.755194
2470,437.683,2,20.6273,38.4182,21.0689,15.2206,1.90286,-0.417429,0.221827,0.981454,0.210775,0.758552
2471,441.622,2,20.6089,37.9417,21.1758,15.1122,1.90338,-0.415674,0.223374,0.989732,0.21088,0.763022
2472,446.099,2,20.7426,38.1855,21.1994,15.0592,1.90883,-0.421043,0.225522,1.01382,0.211944,0.761063
2473,441.049,2,20.6504,38.0222,21.1476,15.0443,1.90713,-0.417878,0.226634,1.01259,0.212064,0.761177
2474,430.027,2,20.7238,38.0409,21.1507,14.9966,1.88545,-0.420443,0.227596,1.01657,0.207,0.755874
2475,435.694,2,20.7014,37.8113,21.1827,14.7886,1.88312,-0.421596,0.225726,1.02022,0.206392,0.750667
2476,440.784,2,20.5666,37.8429,21.206,14.7685,1.88783,-0.416084,0.223993,1.0363,0.206542,0.750161
2477,434.828,2,20.4928,38.0963,21.2689,14.9899,1.8801,-0.413355,0.224065,1.02444,0.207774,0.75087
2478,435.598,2,20.4887,37.8943,21.3433,15.2307,1.87931,-0.415376,0.222533,1.01699,0.209581,0.74323
2479,450.888,2,20.45,36.5367,21.4572,15.2736,1.9098,-0.413503,0.220728,1.02598,0.213525,0.742288
2480,442.086,2,20.4137,36.4233,21.4944,15.0229,1.91563,-0.408889,0.221045,1.02694,0.213536,0.738691
2481,441.588,2,20.5069,36.0462,21.6183,15.0108,1.92138,-0.411967,0.22125,1.02562,0.214591,0.725087
2482,436.575,2,20.4877,35.7533,21.6979,14.9284,1.90969,-0.410786,0.221083,1.02223,0.216552,0.722864
2483,433.828,2,20.459,34.6308,21.7696,14.8385,1.88867,-0.408351,0.223994,1.014,0.216785,0.729289
2484,440.537,2,20.3661,33.5734,21.7125,14.7735,1.89013,-0.405549,0.222365,1.02515,0.217342,0.733875
2485,444.713,2,20.319,33.4534,21.6414,14.8048,1.89364,-0.404465,0.218544,1.0351,0.226333,0.73734
2486,442.052,2,20.3335,34.0357,21.5538,14.7419,1.88476,-0.405866,0.216222,1.04703,0.233735,0.744184
2487,446.475,2,20.4145,34.3263,21.4992,14.4547,1.89586,-0.4079,0.218386,1.04579,0.238149,0.729573
2488,448.175,2,20.587,34.2203,21.6019,14.2857,1.90737,-0.413708,0.218843,1.04976,0.243422,0.716809
2489,456.1,2,20.5898,33.4229,21.7949,14.2277,1.93809,-0.413681,0.217819,1.03739,0.250657,0.709757
2490,442.198,2,20.4848,33.7107,21.9341,14.3573,1.92469,-0.410374,0.220261,1.03048,0.254597,0.702424
2491,444.571,2,20.555,33.6178,22.0436,14.2457,1.92995,-0.414179,0.219567,1.01628,0.253179,0.70005
2492,442.655,2,20.4907,33.7807,22.1906,14.2652,1.9217,-0.411292,0.22025,1.01029,0.252168,0.707074
2493,438.786,2,20.413,34.2472,22.2563,14.286,1.90692,-0.408869,0.219373,1.00793,0.247682,0.724294
2494,451.263,2,20.3346,34.3109,22.3264,14.4435,1.9093,-0.406663,0.219229,1.03824,0.24868,0.740471
2495,446.093,2,20.3724,34.4929,22.3524,14.4544,1.8993,-0.409156,0.219974,1.05886,0.249634,0.750068
2496,446.563,2,20.3238,34.536,22.2161,14.7037,1.90473,-0.408399,0.220587,1.05061,0.249686,0.746743
2497,445.532,2,20.3908,34.255,22.2246,14.5484,1.89823,-0.410022,0.223543,1.04836,0.251886,0.74682
2498,441.101,2,20.4164,34.1949,22.2026,14.4663,1.88129,-0.41065,0.225512,1.04657,0.252374,0.755121
2499,431.414,2,20.5403,34.357,22.2111,14.3022,1.85046,-0.415157,0.226338,1.05184,0.251798,0.752997
2500,443.804,2,20.5746,33.8479,22.1634,14.0513,1.859,-0.415353,0.226075,1.03895,0.252655,0.751547
2501,434.305,2,20.5689,33.6414,22.1579,14.0045,1.85192,-0.413377,0.224161,1.01824,0.253997,0.743381
2502,435.907,2,20.57,33.7634,22.1412,13.8979,1.83968,-0.413254,0.225843,1.00002,0.255467,0.75336
2503,432.234,2,20.536,33.5901,22.194,13.8906,1.83423,-0.412138,0.22554,0.970898,0.255235,0.750426
2504,434.297,2,20.5715,33.1344,22.284,13.8316,1.83311,-0.413184,0.22479,0.956792,0.258018,0.738905
2505,439.871,2,20.5957,32.5571,22.3662,13.8338,1.83509,-0.414201,0.223617,0.967707,0.260502,0.736347
2506,434.103,2,20.6082,32.2083,22.3403,14.0196,1.82514,-0.416316,0.223708,0.975265,0.261865,0.732211
2507,438.688,2,20.4511,31.5601,22.3811,14.0428,1.83127,-0.411997,0.222364,0.978858,0.265128,0.718583
2508,437.166,2,20.4654,31.2016,22.292,14.1439,1.82544,-0.413464,0.2221,0.974634,0.268818,0.724051
2509,440.512,2,20.496,30.5903,22.3658,14.0561,1.83078,-0.414645,0.221768,0.974193,0.269596,0.728949
2510,442.53,2,20.4804,30.6601,22.4995,14.1095,1.82569,-0.412704,0.220913,0.986803,0.273767,0.746877
2511,448.347,2,20.5096,30.5549,22.5483,14.1019,1.83706,-0.414059,0.220787,0.976873,0.275936,0.771127
2512,442.199,2,20.6697,30.0226,22.5324,14.0714,1.83582,-0.420664,0.221437,0.988253,0.272568,0.779638
2513,442.244,2,20.6567,29.6302,22.5724,14.1658,1.8377,-0.420473,0.221441,1.00524,0.268019,0.778721
2514,453.687,2,20.5289,29.4346,22.5857,14.3008,1.87204,-0.415072,0.220485,1.0122,0.265727,0.764986
2515,448.965,2,20.5884,29.7132,22.6563,14.3836,1.87467,-0.418948,0.221123,1.02394,0.266746,0.771074
2516,450.441,2,20.6898,29.9625,22.7174,14.4759,1.89082,-0.422385,0.220657,1.01706,0.265852,0.769668
2517,445.549,2,20.5851,30.2863,22.6897,14.4962,1.89112,-0.41685,0.222174,1.01928,0.26345,0.765633
2518,443.484,2,20.4653,30.6451,22.5866,14.3096,1.89354,-0.410971,0.223393,1.01176,0.258726,0.760686
2519,446.691,2,20.4112,31.2487,22.4937,14.2591,1.89875,-0.409135,0.224893,1.00903,0.255393,0.761781
2520,452.664,2,20.4883,31.8222,22.3722,14.2628,1.92408,-0.413278,0.222184,1.00396,0.249139,0.770327
2521,448.182,2,20.4725,31.9274,22.3829,14.0415,1.93055,-0.411742,0.222804,1.00015,0.247113,0.767063
2522,441.284,2,20.4957,31.6571,22.4532,13.9409,1.92553,-0.411739,0.224072,0.981206,0.247044,0.757553
2523,446.001,2,20.4293,31.6353,22.4605,13.9534,1.92384,-0.408857,0.225263,0.985129,0.248028,0.750838
2524,437.405,2,20.3629,31.5263,22.4391,13.9089,1.91559,-0.405436,0.224868,0.975862,0.243121,0.749803
2525,441.288,2,20.3641,31.1639,22.4876,13.8142,1.91634,-0.404833,0.223281,0.976601,0.239829,0.748351
2526,447.551,2,20.4114,30.5637,22.5975,13.5102,1.92399,-0.405947,0.222734,0.963044,0.237897,0.769758
2527,448.901,2,20.3234,30.048,22.7403,13.3043,1.92303,-0.403474,0.222394,0.963132,0.24199,0.782047
2528,447.287,2,20.3053,29.7112,22.8478,13.2695,1.92295,-0.402472,0.224763,0.964142,0.240716,0.786174
2529,435.318,2,20.2547,29.0422,22.9312,13.3446,1.90046,-0.400051,0.226078,0.967332,0.2422,0.777138
2530,441.738,2,20.2688,28.428,23.0802,13.4789,1.89043,-0.401983,0.226654,0.962467,0.245152,0.78336
2531,444.725,2,20.3016,27.8914,23.1774,13.5852,1.88462,-0.403161,0.226038,0.954553,0.249973,0.800581
2532,452.395,2,20.3382,27.456,23.3294,13.7553,1.88638,-0.406869,0.2261,0.965418,0.253666,0.818551
2533,457.339,2,20.4253,27.114,23.309,13.9355,1.89257,-0.409838,0.228826,0.974815,0.253452,0.849427
2534,441.951,2,20.5497,27.1918,23.2456,13.8308,1.88316,-0.414545,0.229052,0.978124,0.251236,0.846874
2535,439.964,2,20.6009,27.7118,23.1717,13.6806,1.87498,-0.415732,0.230033,0.982132,0.247299,0.840259
2536,449.741,2,20.6588,27.7389,23.1002,13.549,1.89115,-0.415454,0.232298,0.974425,0.242088,0.835827
2537,441.702,2,20.6491,27.5981,23.1072,13.5289,1.89292,-0.412634,0.232083,0.977027,0.238275,0.819804
2538,446.38,2,20.5188,27.6951,23.1707,13.6535,1.90276,-0.406863,0.229554,0.970803,0.236051,0.819191
2539,440.169,2,20.4968,27.7722,23.1572,13.7502,1.90395,-0.406057,0.228837,0.958671,0.234494,0.807362
2540,446.899,2,20.5702,27.9454,23.0809,13.8074,1.91385,-0.410393,0.228196,0.967891,0.231907,0.799366
2541,438.458,2,20.5871,27.9086,23.0392,13.8375,1.90849,-0.41268,0.227905,0.965474,0.233275,0.782269
2542,438.791,2,20.6176,28.0051,22.9653,14.0058,1.89498,-0.411897,0.229296,0.962738,0.238082,0.773333
2543,436.218,2,20.7002,28.5538,22.8871,13.9813,1.88367,-0.414749,0.227359,0.961909,0.240412,0.770463
2544,447.197,2,20.6597,28.971,22.9246,13.8693,1.89989,-0.413273,0.226252,0.954715,0.240474,0.766583
2545,442.444,2,20.6259,28.5143,23.0767,14.0549,1.89542,-0.413932,0.225063,0.954982,0.243127,0.77074
2546,443.056,2,20.5879,28.1395,23.1163,14.086,1.89171,-0.413691,0.223494,0.972794,0.244121,0.77021
2547,449.833,2,20.575,28.3005,23.0752,14.0872,1.90224,-0.412693,0.224329,0.967365,0.244355,0.777806
2548,444.18,2,20.5507,27.9078,23.0315,14.0667,1.89945,-0.411644,0.223862,0.968573,0.244692,0.785091
2549,449.028,2,20.569,27.8618,23.0033,13.9731,1.90015,-0.411711,0.223523,0.976053,0.246035,0.796854
2550,449.88,2,20.5054,27.694,22.9086,13.9072,1.90747,-0.407797,0.225099,0.977463,0.246522,0.793769
2551,446.954,2,20.5596,27.6494,22.809,13.9619,1.90799,-0.41091,0.224792,0.991074,0.246953,0.786164
2552,443.228,2,20.6389,27.749,22.7501,13.9374,1.90377,-0.414344,0.224614,0.995703,0.248153,0.778995
2553,440.583,2,20.5941,27.9854,22.7657,13.9497,1.89353,-0.413257,0.22311,0.996371,0.247027,0.790679
2554,440.201,2,20.6267,28.1923,22.7672,13.9001,1.88009,-0.414763,0.223846,1.00352,0.247386,0.795262
2555,449.742,2,20.5551,28.4864,22.6986,13.8863,1.88342,-0.412995,0.223729,1.02119,0.248237,0.796444
2556,442.776,2,20.4731,28.7014,22.6438,14.0338,1.87583,-0.410412,0.22337,1.01633,0.248751,0.808329
2557,453.892,2,20.4796,28.9939,22.6735,14.0842,1.88676,-0.409892,0.224132,1.02823,0.248107,0.813008
2558,455.692,2,20.5535,29.5012,22.5835,14.2475,1.90154,-0.412926,0.223392,1.03617,0.244837,0.826083
2559,445.556,2,20.6402,30.1951,22.5749,14.1103,1.90669,-0.416139,0.223222,1.03817,0.241284,0.81479
2560,445.883,2,20.6678,30.3131,22.6255,14.1289,1.90258,-0.416566,0.223611,1.02175,0.242795,0.825885
2561,446.895,2,20.7313,30.4974,22.6444,13.9574,1.89685,-0.41807,0.226575,1.01342,0.243998,0.83166
2562,448.691,2,20.7845,30.9326,22.6408,13.8405,1.90061,-0.420031,0.22792,1.00448,0.245726,0.826164
2563,449.013,2,20.7708,30.8521,22.7555,13.8663,1.90564,-0.419718,0.227503,0.998537,0.244972,0.82909
2564,455.198,2,20.7477,30.3754,22.7582,13.8518,1.92353,-0.419887,0.226432,0.987082,0.244006,0.832275
2565,452.934,2,20.7228,30.2946,22.7706,13.6508,1.93217,-0.418595,0.227002,0.961691,0.243176,0.851226
2566,441.304,2,20.6774,30.0716,22.8195,13.573,1.92486,-0.418087,0.225753,0.953419,0.243119,0.843225
2567,434.039,2,20.7353,29.7245,22.8961,13.4322,1.90368,-0.419477,0.225937,0.946824,0.242141,0.844351
2568,444.2,2,20.8864,29.5456,22.9425,13.3191,1.90104,-0.425008,0.22617,0.952561,0.241527,0.840873
2569,448.224,2,20.8769,29.1665,23.0047,13.22,1.9029,-0.422743,0.226583,0.959052,0.240344,0.84309
2570,448.139,2,20.8443,28.9669,23.0731,12.9984,1.90381,-0.421062,0.227086,0.960254,0.240294,0.848582
2571,447.36,2,20.8237,28.536,23.0903,12.9617,1.90598,-0.419246,0.226584,0.965938,0.239609,0.846118
2572,447.016,2,20.7602,28.6864,23.1435,12.992,1.91055,-0.415706,0.225635,0.95635,0.239146,0.850095
2573,442.861,2,20.7623,28.5659,23.1255,12.9213,1.90929,-0.414946,0.225802,0.94137,0.240902,0.843079
2574,439.487,2,20.778,28.2028,23.1496,12.8687,1.89505,-0.414846,0.227609,0.941641,0.239891,0.849475
2575,436.004,2,20.7312,28.241,23.1566,12.8507,1.88632,-0.412696,0.228438,0.930956,0.23745,0.848368
