iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Q_LMP_1,beta_Q_logtAGEA,beta_Q_logtALBGDL,beta_Q_logtPROGDL,beta_V1_ANTU_1,beta_V1_logtCLCRMLMIN,beta_V1_logtPROGDL,beta_V2_SEXF_1,beta_V2_logtHCM,beta_V2_logtRAL,omega_Cl,omega_Q,omega_V1,omega_V2
1006,-553.519,2,13.5845,25.5367,2.47978,1.29333,0.0432928,1.02003,1.40352,19.1199,-18.9652,-0.262994,-1.30215,-0.633466,4.88198,40.0894,0.226065,0.262663,1.42495e-07,0.0913304,6.4225e-08
1007,-553.794,2,13.5159,25.2262,2.47978,1.37508,0.039034,1.02003,1.40352,19.1199,-18.9652,-0.23012,-1.3484,-0.698462,4.88198,40.0894,0.226065,0.263434,1.40006e-07,0.10105,5.67055e-08
1008,-560.513,2,13.5533,25.2199,2.47978,1.41498,0.0374894,1.02003,1.40352,19.1199,-18.9652,-0.242068,-1.35579,-0.607834,4.88198,40.0894,0.226065,0.261704,1.18826e-07,0.0962299,5.48495e-08
1009,-562.683,2,13.5494,24.9543,2.47978,1.33922,0.041218,1.02003,1.40352,19.1199,-18.9652,-0.252391,-1.37208,-0.572186,4.88198,40.0894,0.226065,0.266177,1.28445e-07,0.0881692,5.16651e-08
1010,-567.008,2,13.5372,25.213,2.47978,1.32013,0.0441992,1.02003,1.40352,19.1199,-18.9652,-0.278482,-1.45031,-0.557243,4.88198,40.0894,0.226065,0.267744,1.11553e-07,0.0838866,4.87602e-08
1011,-568.655,2,13.4931,25.1309,2.47978,1.40383,0.0408264,1.02003,1.40352,19.1199,-18.9652,-0.299294,-1.43275,-0.589395,4.88198,40.0894,0.226065,0.269412,1.00183e-07,0.0986161,4.05676e-08
1012,-562.482,2,13.4903,25.5608,2.47978,1.36037,0.0431012,1.02003,1.40352,19.1199,-18.9652,-0.351701,-0.796306,-0.567597,4.88198,40.0894,0.226065,0.257922,1.00004e-07,0.119259,4.31047e-08
1013,-566.51,2,13.5099,25.5487,2.47978,1.29559,0.0469476,1.02003,1.40352,19.1199,-18.9652,-0.343215,-0.718986,-0.58351,4.88198,40.0894,0.226065,0.258948,9.21377e-08,0.124049,3.89411e-08
1014,-557.786,2,13.4694,26.6512,2.47978,1.33776,0.0466088,1.02003,1.40352,19.1199,-18.9652,-0.459127,-0.664772,-1.35008,4.88198,40.0894,0.226065,0.256712,8.3694e-08,0.170703,3.77007e-08
1015,-560.485,2,13.3957,25.7776,2.47978,1.35325,0.0430382,1.02003,1.40352,19.1199,-18.9652,-0.337516,-2.18468,-1.54838,4.88198,40.0894,0.226065,0.264847,8.43196e-08,0.208196,3.13207e-08
1016,-551.82,2,13.5332,25.8998,2.47978,1.35325,0.0425878,1.02003,1.40352,19.1199,-18.9652,-0.259903,-2.96207,-1.97028,4.88198,40.0894,0.226065,0.2564,9.56038e-08,0.303954,2.65907e-08
1017,-558.564,2,13.4689,26.1009,2.47978,1.30077,0.0448254,1.02003,1.40352,19.1199,-18.9652,-0.313981,-3.25097,-1.95508,4.88198,40.0894,0.226065,0.254463,9.45553e-08,0.317221,2.19289e-08
1018,-558.898,2,13.5275,25.6314,2.47978,1.30084,0.0465118,1.02003,1.40352,19.1199,-18.9652,-0.302785,-3.12171,-1.86764,4.88198,40.0894,0.226065,0.26075,8.7339e-08,0.32814,1.96452e-08
1019,-563.82,2,13.4856,25.357,2.47978,1.35942,0.0435423,1.02003,1.40352,19.1199,-18.9652,-0.324452,-3.1934,-1.76137,4.88198,40.0894,0.226065,0.259163,8.90457e-08,0.322451,1.6929e-08
1020,-568.152,2,13.5289,25.738,2.47978,1.33201,0.0442918,1.02003,1.40352,19.1199,-18.9652,-0.299139,-3.25839,-1.83995,4.88198,40.0894,0.226065,0.261189,8.79922e-08,0.32943,1.51499e-08
1021,-577.429,2,13.5591,25.7823,2.47978,1.29557,0.0419027,1.02003,1.40352,19.1199,-18.9652,-0.314061,-3.26791,-1.91714,4.88198,40.0894,0.226065,0.259556,7.40201e-08,0.330743,1.70292e-08
1022,-578.915,2,13.5035,25.5839,2.47978,1.29556,0.0411137,1.02003,1.40352,19.1199,-18.9652,-0.249183,-3.17006,-1.93876,4.88198,40.0894,0.226065,0.258039,6.51894e-08,0.325746,1.88711e-08
1023,-581.135,2,13.528,25.5834,2.47978,1.33664,0.0393351,1.02003,1.40352,19.1199,-18.9652,-0.265429,-3.26387,-1.87949,4.88198,40.0894,0.226065,0.257136,6.25858e-08,0.32478,1.8118e-08
1024,-578.955,2,13.4184,25.9782,2.47978,1.35793,0.0405507,1.02003,1.40352,19.1199,-18.9652,-0.273004,-3.09711,-1.89071,4.88198,40.0894,0.226065,0.256784,6.54458e-08,0.338025,1.55828e-08
1025,-579.986,2,13.4372,25.6933,2.47978,1.333,0.0435203,1.02003,1.40352,19.1199,-18.9652,-0.285148,-3.12463,-1.96653,4.88198,40.0894,0.226065,0.258126,6.80415e-08,0.334348,1.49012e-08
1026,-492.513,2,13.4192,26.1981,2.47978,1.37505,0.0419704,1.02003,1.40352,19.1199,-18.9652,-0.305649,-3.13738,-2.1227,4.88198,40.0894,0.226065,0.254723,6.50672e-08,0.348475,2.29152e-07
1027,-531.644,2,13.4144,25.3183,2.47978,1.30951,0.0386408,1.02003,1.40352,19.1199,-18.9652,-0.35369,-0.974755,-0.660731,4.88198,40.0894,0.226065,0.254801,5.7753e-08,0.204166,2.19057e-07
1028,-539.772,2,13.4828,25.0754,2.47978,1.34202,0.0369611,1.02003,1.40352,19.1199,-18.9652,-0.343352,-1.44916,-0.595908,4.88198,40.0894,0.226065,0.265331,4.86851e-08,0.160176,2.12843e-07
1029,-540.572,2,13.5549,24.981,2.47978,1.34203,0.0360979,1.02003,1.40352,19.1199,-18.9652,-0.343563,-1.40387,-0.589251,4.88198,40.0894,0.226065,0.26395,5.13251e-08,0.148587,2.0791e-07
1030,-536.542,2,13.4918,24.8145,2.47978,1.34204,0.0371094,1.02003,1.40352,19.1199,-18.9652,-0.313015,-1.51826,-0.54203,4.88198,40.0893,0.226065,0.263996,5.21348e-08,0.142863,2.29441e-07
1031,-548.381,2,13.4898,24.9367,2.47978,1.31601,0.038412,1.02003,1.40352,19.1199,-18.9652,-0.329454,-1.53623,-0.582546,4.88198,40.0894,0.226065,0.264375,4.39853e-08,0.136297,2.0621e-07
1032,-538.938,2,13.4458,24.8988,2.47978,1.34659,0.0400868,1.02003,1.40352,19.1199,-18.9652,-0.33156,-1.52814,-0.563476,4.88198,40.0894,0.226065,0.258821,4.52902e-08,0.134719,2.15797e-07
1033,-552.81,2,13.5507,25.1446,2.47978,1.32638,0.0379233,1.02003,1.40352,19.1199,-18.9652,-0.30399,-1.4269,-0.587905,4.88198,40.0894,0.226065,0.260891,4.85647e-08,0.117059,1.93689e-07
1034,-544.507,2,13.5146,25.5767,2.47978,1.38496,0.0372268,1.02003,1.40352,19.1199,-18.9652,-0.335833,-1.43587,-0.515179,4.88198,40.0894,0.226065,0.257707,5.19261e-08,0.106651,2.10493e-07
1035,-555.381,2,13.519,25.6564,2.47978,1.38501,0.0387062,1.02003,1.40352,19.1199,-18.9652,-0.328889,-1.43635,-0.497819,4.88198,40.0894,0.226065,0.253035,4.35959e-08,0.100395,1.90897e-07
1036,-555.572,2,13.5342,25.4447,2.47978,1.35037,0.0407778,1.02003,1.40352,19.1199,-18.9652,-0.288838,-1.41767,-0.470913,4.88198,40.0894,0.226065,0.262024,3.97077e-08,0.094327,2.02921e-07
1037,-563.819,2,13.5599,25.4794,2.47978,1.35036,0.0410455,1.02003,1.40352,19.1199,-18.9652,-0.296171,-1.45756,-0.472236,4.88198,40.0894,0.226065,0.25547,3.5194e-08,0.0960061,1.83962e-07
1038,-557.554,2,13.441,25.6129,2.47978,1.35042,0.043166,1.02003,1.40352,19.1199,-18.9652,-0.297213,-1.44865,-0.518107,4.88198,40.0894,0.226065,0.255109,3.32264e-08,0.103811,1.77898e-07
1039,-557.41,2,13.4677,25.545,2.47978,1.32028,0.043713,1.02003,1.40352,19.1199,-18.9652,-0.284712,-1.369,-0.544735,4.88198,40.0894,0.226065,0.261856,3.89708e-08,0.0960653,1.74883e-07
1040,-563.322,2,13.519,25.5186,2.47978,1.34858,0.0428813,1.02003,1.40352,19.1199,-18.9652,-0.299527,-1.3242,-0.526534,4.88198,40.0894,0.226065,0.255819,3.90471e-08,0.0922317,1.53987e-07
1041,-561.714,2,13.5762,25.4162,2.47978,1.31337,0.0469859,1.02003,1.40352,19.1199,-18.9652,-0.314593,-1.37643,-0.529816,4.88198,40.0894,0.226065,0.254366,4.13876e-08,0.0897989,1.36555e-07
1042,-561.467,2,13.5225,25.2358,2.47978,1.31334,0.0460286,1.02003,1.40352,19.1199,-18.9652,-0.300517,-1.35367,-0.453186,4.88198,40.0894,0.226065,0.25857,4.2099e-08,0.0955146,1.32647e-07
1043,-562.587,2,13.5154,25.3076,2.47978,1.31339,0.0479625,1.02003,1.40352,19.1199,-18.9652,-0.292123,-1.34156,-0.450228,4.88198,40.0894,0.226065,0.256209,3.93124e-08,0.0905533,1.32004e-07
1044,-566.075,2,13.4981,25.5635,2.47978,1.29715,0.0477803,1.02003,1.40352,19.1199,-18.9652,-0.26616,-1.25098,-0.382843,4.88198,40.0894,0.226065,0.253676,3.84096e-08,0.0952065,1.23845e-07
1045,-563.061,2,13.5413,25.4193,2.47978,1.35541,0.0475365,1.02003,1.40352,19.1199,-18.9652,-0.236924,-1.19615,-0.406326,4.88198,40.0894,0.226065,0.256274,3.86285e-08,0.0921207,1.15878e-07
1046,-570.662,2,13.4529,25.4809,2.47978,1.35542,0.0469201,1.02003,1.40352,19.1199,-18.9652,-0.237946,-1.19981,-0.449065,4.88198,40.0894,0.226065,0.254621,3.96731e-08,0.0842426,1.03829e-07
1047,-586.512,2,13.513,25.4221,2.47978,1.33685,0.0454958,1.02003,1.40352,19.1199,-18.9652,-0.256353,-1.21794,-0.456466,4.88198,40.0894,0.226065,0.258753,3.27738e-08,0.0806241,9.53032e-08
1048,-587.568,2,13.474,25.3967,2.47978,1.35435,0.0442243,1.02003,1.40352,19.1199,-18.9652,-0.249185,-1.19775,-0.517944,4.88198,40.0894,0.226065,0.259891,2.76108e-08,0.0847454,9.55381e-08
1049,-580.507,2,13.4607,25.3459,2.47978,1.35439,0.0475581,1.02003,1.40352,19.1199,-18.9652,-0.253548,-1.2645,-0.572495,4.88198,40.0894,0.226065,0.263607,2.86346e-08,0.0892116,8.7129e-08
1050,-585.083,2,13.4232,25.1662,2.47978,1.324,0.0477824,1.02003,1.40352,19.1199,-18.9652,-0.252054,-1.37567,-0.633996,4.88198,40.0894,0.226065,0.260579,2.82853e-08,0.0916808,8.28634e-08
1051,-586.673,2,13.4649,25.4497,2.47978,1.32399,0.0460882,1.02003,1.40352,19.1199,-18.9652,-0.270896,-1.42043,-0.676408,4.88198,40.0894,0.226065,0.257032,2.65885e-08,0.0923979,9.05197e-08
1052,-587.04,2,13.5137,25.411,2.47978,1.35727,0.0442209,1.02003,1.40352,19.1199,-18.9652,-0.25784,-1.38392,-0.588037,4.88198,40.0894,0.226065,0.259377,2.90872e-08,0.0939509,8.04485e-08
1053,-591.511,2,13.5367,25.2694,2.47978,1.39416,0.0408811,1.02003,1.40352,19.1199,-18.9652,-0.241974,-1.45221,-0.657651,4.88198,40.0894,0.226065,0.25973,2.84867e-08,0.092011,7.95255e-08
1054,-584.963,2,13.623,25.1446,2.47978,1.34536,0.0435368,1.02003,1.40352,19.1199,-18.9652,-0.255128,-1.46252,-0.651379,4.88198,40.0894,0.226065,0.261875,3.06048e-08,0.0945009,8.23974e-08
1055,-583.169,2,13.6598,25.1872,2.47978,1.39163,0.0436334,1.02003,1.40352,19.1199,-18.9652,-0.246684,-1.46368,-0.673083,4.88198,40.0894,0.226065,0.264796,2.95681e-08,0.0932577,8.12956e-08
1056,-586.851,2,13.6187,25.2885,2.47978,1.38458,0.0461203,1.02003,1.40352,19.1199,-18.9652,-0.253304,-1.43231,-0.581212,4.88198,40.0894,0.226065,0.264708,3.0442e-08,0.0852053,7.28505e-08
1057,-580.805,2,13.5052,25.4854,2.47978,1.38456,0.0446113,1.02003,1.40352,19.1199,-18.9652,-0.269392,-1.36256,-0.64732,4.88198,40.0894,0.226065,0.256038,3.55071e-08,0.0927197,7.31419e-08
1058,-597.782,2,13.4587,25.1253,2.47978,1.39801,0.0394356,1.02003,1.40352,19.1199,-18.9652,-0.261876,-1.4173,-0.614717,4.88198,40.0894,0.226065,0.250899,3.03416e-08,0.0948368,7.22532e-08
1059,-594.129,2,13.4981,25.0661,2.47978,1.39802,0.0403567,1.02003,1.40352,19.1199,-18.9652,-0.26354,-1.44671,-0.629869,4.88198,40.0894,0.226065,0.255672,3.07815e-08,0.0942666,6.68305e-08
1060,-600.792,2,13.5105,25.0569,2.47978,1.39233,0.0384931,1.02003,1.40352,19.1199,-18.9652,-0.245808,-1.42773,-0.630674,4.88198,40.0894,0.226065,0.262909,2.73142e-08,0.0998557,6.49457e-08
1061,-603.868,2,13.6059,24.9812,2.47978,1.40407,0.0382985,1.02003,1.40352,19.1199,-18.9652,-0.227351,-1.45499,-0.637482,4.88198,40.0894,0.226065,0.262318,2.588e-08,0.10293,5.81557e-08
1062,-603.568,2,13.4851,25.1955,2.47978,1.35828,0.0406333,1.02003,1.40352,19.1199,-18.9652,-0.235439,-1.43805,-0.592984,4.88198,40.0894,0.226065,0.257946,2.62569e-08,0.0984059,5.91712e-08
1063,-607.119,2,13.479,25.1563,2.47978,1.35827,0.039949,1.02003,1.40352,19.1199,-18.9652,-0.240193,-1.42423,-0.575856,4.88198,40.0894,0.226065,0.256685,2.6212e-08,0.10711,5.17947e-08
1064,-608.796,2,13.5387,25.2364,2.47978,1.36663,0.0405059,1.02003,1.40352,19.1199,-18.9652,-0.253121,-1.4433,-0.571371,4.88198,40.0894,0.226065,0.261357,2.63276e-08,0.10488,4.62285e-08
1065,-607.926,2,13.5335,25.3679,2.47978,1.309,0.0434547,1.02003,1.40352,19.1199,-18.9652,-0.304697,-0.820764,-0.547717,4.88198,40.0894,0.226065,0.262524,2.47066e-08,0.115607,4.46421e-08
1066,-605.867,2,13.5557,25.3133,2.47978,1.34737,0.0430005,1.02003,1.40352,19.1199,-18.9652,-0.285294,-0.63606,-0.5616,4.88198,40.0894,0.226065,0.261805,2.55623e-08,0.118351,4.08051e-08
1067,-612.158,2,13.6607,25.2217,2.47978,1.36724,0.040361,1.02003,1.40352,19.1199,-18.9652,-0.276927,-0.682185,-0.559003,4.88198,40.0894,0.226065,0.270458,2.43304e-08,0.134307,3.54674e-08
1068,-611.506,2,13.608,25.9702,2.47978,1.34997,0.0395528,1.02003,1.40352,19.1199,-18.9652,-0.353284,-0.732877,-1.36928,4.88198,40.0894,0.226065,0.26694,2.28678e-08,0.167819,3.29308e-08
1069,-598.769,2,13.5617,26.6047,2.47978,1.36538,0.0381712,1.02003,1.40352,19.1199,-18.9652,-0.391097,-2.94913,-1.37058,4.88198,40.0894,0.226065,0.26514,2.21792e-08,0.245768,3.22846e-08
1070,-597.867,2,13.5753,25.9439,2.47978,1.36537,0.0385202,1.02003,1.40352,19.1199,-18.9652,-0.277444,-3.03105,-1.82957,4.88198,40.0894,0.226065,0.262801,2.23379e-08,0.291473,2.99038e-08
1071,-600.99,2,13.6231,26.0182,2.47978,1.38934,0.0384783,1.02003,1.40352,19.1199,-18.9652,-0.26964,-3.04217,-1.91234,4.88198,40.0894,0.226065,0.260458,2.00738e-08,0.304458,2.86672e-08
1072,-596.113,2,13.51,26.1161,2.47978,1.38938,0.0409483,1.02003,1.40352,19.1199,-18.9652,-0.282378,-3.07053,-2.00303,4.88198,40.0894,0.226065,0.258377,1.85709e-08,0.314487,2.89994e-08
1073,-600.044,2,13.4456,26.0885,2.47978,1.3543,0.0435277,1.02003,1.40352,19.1199,-18.9652,-0.283305,-3.12206,-1.90972,4.88198,40.0894,0.226065,0.250951,1.85799e-08,0.317494,2.66634e-08
1074,-598.109,2,13.4505,26.0763,2.47978,1.3543,0.0439144,1.02003,1.40352,19.1199,-18.9652,-0.285727,-3.06481,-1.9437,4.88198,40.0894,0.226065,0.251053,2.0055e-08,0.321006,2.48609e-08
1075,-599.943,2,13.432,26.0157,2.47978,1.33446,0.0449502,1.02003,1.40352,19.1199,-18.9652,-0.284366,-3.17566,-1.87273,4.88198,40.0894,0.226065,0.247474,1.97183e-08,0.325806,2.42604e-08
1076,-604.147,2,13.5326,25.6208,2.47978,1.33445,0.0436908,1.02003,1.40352,19.1199,-18.9652,-0.295823,-3.12518,-1.89954,4.88198,40.0894,0.226065,0.2589,1.98685e-08,0.330297,2.17674e-08
1077,-604.294,2,13.5015,25.8058,2.47978,1.30088,0.0451723,1.02003,1.40352,19.1199,-18.9652,-0.290708,-3.12829,-1.96663,4.88198,40.0894,0.226065,0.259278,1.92365e-08,0.327335,2.20583e-08
1078,-611.275,2,13.4954,25.8843,2.47978,1.30086,0.0448465,1.02003,1.40352,19.1199,-18.9652,-0.276496,-3.11407,-1.96171,4.88198,40.0894,0.226065,0.263219,1.75969e-08,0.32963,2.08395e-08
1079,-617.614,2,13.509,25.9486,2.47978,1.30082,0.0435372,1.02003,1.40352,19.1199,-18.9652,-0.302989,-3.15661,-1.89887,4.88198,40.0894,0.226065,0.261681,1.5731e-08,0.331854,2.11972e-08
1080,-614.113,2,13.4723,25.8347,2.47978,1.30081,0.0426674,1.02003,1.40352,19.1199,-18.9652,-0.295456,-3.18309,-1.87653,4.88198,40.0894,0.226065,0.261389,1.56386e-08,0.331167,2.15936e-08
1081,-622.78,2,13.4836,25.9823,2.47978,1.26794,0.0429862,1.02003,1.40352,19.1199,-18.9652,-0.314693,-3.25368,-1.85381,4.88198,40.0894,0.226065,0.258337,1.49012e-08,0.322086,2.14616e-08
1082,-529.567,2,13.4169,25.4216,2.47978,1.279,0.0447024,1.02003,1.40352,19.1199,-18.9652,-0.293899,-3.22026,-1.9167,4.88198,40.0894,0.226065,0.259764,1.59574e-07,0.329906,2.16482e-08
1083,-534.197,2,13.3992,25.6092,2.47978,1.25024,0.0479556,1.02003,1.40352,19.1199,-18.9652,-0.26918,-3.17063,-2.03536,4.88198,40.0894,0.226065,0.260597,1.75732e-07,0.324853,2.14535e-08
1084,-538.085,2,13.4957,25.8598,2.47978,1.25024,0.0474673,1.02003,1.40352,19.1199,-18.9652,-0.277313,-3.11344,-2.01107,4.88198,40.0894,0.226065,0.259258,1.74762e-07,0.33561,2.15596e-08
1085,-532.768,2,13.5022,25.6839,2.47978,1.23781,0.0484456,1.02003,1.40352,19.1199,-18.9652,-0.289344,-3.19663,-1.95413,4.88198,40.0894,0.226065,0.256484,1.83925e-07,0.334792,2.26152e-08
1086,-536.821,2,13.4882,25.694,2.47978,1.29248,0.0443802,1.02003,1.40352,19.1199,-18.9652,-0.289325,-3.16897,-1.9783,4.88198,40.0894,0.226065,0.261687,1.83346e-07,0.335693,2.25607e-08
1087,-539.575,2,13.5066,25.6869,2.47978,1.30551,0.0422625,1.02003,1.40352,19.1199,-18.9652,-0.240381,-3.07779,-2.01097,4.88198,40.0894,0.226065,0.261466,1.7693e-07,0.331649,2.40338e-08
1088,-534.471,2,13.5655,25.6886,2.47978,1.3476,0.0407613,1.02003,1.40352,19.1199,-18.9652,-0.259078,-3.09666,-2.02191,4.88198,40.0894,0.226065,0.266872,1.88151e-07,0.330454,2.29484e-08
1089,-541.768,2,13.5834,25.9402,2.47978,1.32224,0.0413645,1.02003,1.40352,19.1199,-18.9652,-0.292477,-3.18633,-1.98865,4.88198,40.0894,0.226065,0.26613,1.85298e-07,0.328811,2.2026e-08
1090,-539.336,2,13.5211,26.0588,2.47978,1.33712,0.039563,1.02003,1.40352,19.1199,-18.9652,-0.317779,-3.22415,-1.99731,4.88198,40.0894,0.226065,0.264759,1.91538e-07,0.331072,2.22775e-08
1091,-543.237,2,13.5522,26.0869,2.47978,1.32453,0.0404651,1.02003,1.40352,19.1199,-18.9652,-0.331932,-3.27737,-1.89252,4.88198,40.0894,0.226065,0.263589,1.90128e-07,0.333849,2.06618e-08
1092,-545.742,2,13.6116,25.8467,2.47978,1.31402,0.0403812,1.02003,1.40352,19.1199,-18.9652,-0.312827,-3.2798,-1.88251,4.88198,40.0894,0.226065,0.266562,1.78774e-07,0.334247,2.08249e-08
1093,-536.437,2,13.5344,25.6386,2.47978,1.33658,0.042316,1.02003,1.40352,19.1199,-18.9652,-0.328361,-3.16694,-1.88726,4.88198,40.0894,0.226065,0.261861,1.81051e-07,0.337653,1.99575e-08
1094,-542.144,2,13.5527,26.0002,2.47978,1.33659,0.0427086,1.02003,1.40352,19.1199,-18.9652,-0.341397,-3.17661,-1.92693,4.88198,40.0894,0.226065,0.262876,1.86734e-07,0.326246,1.88182e-08
1095,-536.869,2,13.5303,25.8448,2.47978,1.3239,0.0437177,1.02003,1.40352,19.1199,-18.9652,-0.299019,-3.17739,-1.91684,4.88198,40.0894,0.226065,0.26138,1.90444e-07,0.326758,1.96133e-08
1096,-549.546,2,13.448,25.7962,2.47978,1.32783,0.0426911,1.02003,1.40352,19.1199,-18.9652,-0.283768,-3.20287,-1.913,4.88198,40.0894,0.226065,0.255685,1.77884e-07,0.329339,1.82319e-08
1097,-541.487,2,13.5173,25.6096,2.47978,1.32782,0.0425168,1.02003,1.40352,19.1199,-18.9652,-0.259806,-3.12759,-1.9191,4.88198,40.0894,0.226065,0.258281,1.90266e-07,0.335285,1.7902e-08
1098,-541.546,2,13.4813,25.8251,2.47978,1.32072,0.0444247,1.02003,1.40352,19.1199,-18.9652,-0.273606,-3.12869,-1.99897,4.88198,40.0894,0.226065,0.257744,1.91418e-07,0.333703,1.68627e-08
1099,-546.127,2,13.5308,25.8775,2.47978,1.33598,0.0436494,1.02003,1.40352,19.1199,-18.9652,-0.267205,-3.19504,-1.91911,4.88198,40.0894,0.226065,0.259394,1.83101e-07,0.329575,1.65079e-08
1100,-549.941,2,13.543,25.9594,2.47978,1.31124,0.043457,1.02003,1.40352,19.1199,-18.9652,-0.266996,-3.21996,-1.81671,4.88198,40.0894,0.226065,0.259426,1.84166e-07,0.328703,1.61249e-08
1101,-553.752,2,13.5264,25.8317,2.47978,1.31122,0.0424794,1.02003,1.40352,19.1199,-18.9652,-0.238744,-3.19559,-1.90937,4.88198,40.0894,0.226065,0.26213,1.86865e-07,0.325477,1.50996e-08
1102,-548.509,2,13.4375,25.8857,2.47978,1.31124,0.0439518,1.02003,1.40352,19.1199,-18.9652,-0.258834,-3.21185,-1.91012,4.88198,40.0894,0.226065,0.260707,1.85863e-07,0.328595,1.49012e-08
1103,-460.507,2,13.4614,25.7051,2.47978,1.34232,0.0430067,1.02003,1.40352,19.1199,-18.9652,-0.264774,-3.17429,-1.88155,4.88198,40.0894,0.226065,0.262595,1.86124e-07,0.330622,1.5542e-07
1104,-487.417,2,13.4976,25.1827,2.47978,1.35182,0.0428393,1.02003,1.40352,19.1199,-18.9652,-0.258806,-1.45648,-0.783691,4.88198,40.0894,0.226065,0.262053,1.82639e-07,0.268114,1.63606e-07
1105,-493.326,2,13.4969,25.2282,2.47978,1.33017,0.043964,1.02003,1.40352,19.1199,-18.9652,-0.284961,-1.5314,-0.75062,4.88198,40.0894,0.226065,0.260485,1.73941e-07,0.217837,1.7816e-07
1106,-499.743,2,13.5202,25.3352,2.47978,1.36046,0.0424716,1.02003,1.40352,19.1199,-18.9652,-0.300176,-1.55512,-0.72959,4.88198,40.0894,0.226065,0.261886,1.6651e-07,0.187997,1.72425e-07
1107,-501.867,2,13.5176,25.3451,2.47978,1.36047,0.0423167,1.02003,1.40352,19.1199,-18.9652,-0.291168,-1.52208,-0.596229,4.88198,40.0894,0.226065,0.262093,1.6059e-07,0.167016,1.73977e-07
1108,-507.024,2,13.4847,25.4444,2.47978,1.37123,0.0408296,1.02003,1.40352,19.1199,-18.9652,-0.28144,-1.51235,-0.53603,4.88198,40.0894,0.226065,0.264334,1.53845e-07,0.1562,1.72117e-07
1109,-506.44,2,13.4668,25.3212,2.47978,1.37125,0.0415992,1.02003,1.40352,19.1199,-18.9652,-0.268853,-1.42471,-0.540651,4.88198,40.0894,0.226065,0.266762,1.53154e-07,0.138425,1.73528e-07
1110,-509.817,2,13.4884,25.2253,2.47978,1.36059,0.0430672,1.02003,1.40352,19.1199,-18.9652,-0.270121,-1.44614,-0.544397,4.88198,40.0894,0.226065,0.264505,1.5016e-07,0.126892,1.69796e-07
1111,-518.612,2,13.473,25.1679,2.47978,1.39009,0.0400733,1.02003,1.40352,19.1199,-18.9652,-0.274105,-1.42027,-0.600085,4.88198,40.0894,0.226065,0.263359,1.4835e-07,0.123204,1.56977e-07
1112,-521.133,2,13.4451,25.1589,2.47978,1.39009,0.0398434,1.02003,1.40352,19.1199,-18.9652,-0.270582,-1.39477,-0.619206,4.88198,40.0894,0.226065,0.259078,1.40268e-07,0.12224,1.50344e-07
1113,-527.599,2,13.4632,25.3525,2.47978,1.36743,0.0400597,1.02003,1.40352,19.1199,-18.9652,-0.273908,-1.38759,-0.616299,4.88198,40.0894,0.226065,0.256569,1.40399e-07,0.119272,1.38776e-07
1114,-527.266,2,13.4678,25.3832,2.47978,1.36743,0.0402757,1.02003,1.40352,19.1199,-18.9652,-0.281978,-1.36553,-0.611013,4.88198,40.0894,0.226065,0.256564,1.38732e-07,0.113391,1.35657e-07
1115,-525.911,2,13.4459,25.5089,2.47978,1.36741,0.040454,1.02003,1.40352,19.1199,-18.9652,-0.294274,-1.39219,-0.618863,4.88198,40.0894,0.226065,0.25583,1.35279e-07,0.114956,1.34046e-07
1116,-529.144,2,13.4703,25.5524,2.47978,1.37612,0.0400134,1.02003,1.40352,19.1199,-18.9652,-0.28886,-1.45381,-0.566461,4.88198,40.0894,0.226065,0.258864,1.27987e-07,0.111965,1.34133e-07
1117,-541.103,2,13.4881,25.3924,2.47978,1.36504,0.0400459,1.02003,1.40352,19.1199,-18.9652,-0.283026,-1.43412,-0.537769,4.88198,40.0894,0.226065,0.257223,1.1813e-07,0.104391,1.30072e-07
1118,-546.618,2,13.5402,25.3801,2.47978,1.34688,0.0399259,1.02003,1.40352,19.1199,-18.9652,-0.294998,-1.3816,-0.536818,4.88198,40.0894,0.226065,0.259008,1.12898e-07,0.101643,1.20716e-07
1119,-545.484,2,13.5223,25.3388,2.47978,1.31934,0.0415874,1.02003,1.40352,19.1199,-18.9652,-0.300008,-1.36494,-0.498471,4.88198,40.0894,0.226065,0.25986,1.11074e-07,0.0978869,1.14013e-07
1120,-544.795,2,13.5536,25.3142,2.47978,1.29543,0.0424206,1.02003,1.40352,19.1199,-18.9652,-0.280267,-1.4252,-0.483116,4.88198,40.0894,0.226065,0.261495,1.05966e-07,0.0990334,1.15963e-07
1121,-543.823,2,13.5756,25.3616,2.47978,1.308,0.0424056,1.02003,1.40352,19.1199,-18.9652,-0.295095,-1.40763,-0.460828,4.88198,40.0894,0.226065,0.260518,1.01623e-07,0.0998897,1.15561e-07
1122,-548.955,2,13.5208,25.388,2.47978,1.32164,0.0418598,1.02003,1.40352,19.1199,-18.9652,-0.306445,-1.40664,-0.4849,4.88198,40.0894,0.226065,0.259601,9.65512e-08,0.100587,1.10234e-07
1123,-542.911,2,13.4977,25.4589,2.47978,1.35852,0.0409941,1.02003,1.40352,19.1199,-18.9652,-0.307597,-1.39882,-0.453634,4.88198,40.0894,0.226065,0.260411,9.48805e-08,0.105089,1.05353e-07
1124,-552.744,2,13.5103,25.4153,2.47978,1.34586,0.0414571,1.02003,1.40352,19.1199,-18.9652,-0.309696,-1.39561,-0.419737,4.88198,40.0894,0.226065,0.262507,8.84253e-08,0.101546,1.04528e-07
