iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
393,448.921,1,22.479,23.8049,13.7518,1.44889,0.0499648,1.1896,-0.490415,-3.2483,0.19383,1.20578,0.184862,0.763404
394,442.92,1,22.9979,23.9446,13.2105,1.48674,0.0462351,1.04173,-0.500445,-2.95428,0.188295,1.15922,0.183016,0.746833
395,446.412,1,23.1418,24.4608,12.6889,1.52213,0.0446284,1.1792,-0.501152,-3.76789,0.200801,1.09283,0.182052,0.824531
396,450.171,1,22.7822,24.6676,12.2288,1.55979,0.0453626,1.10982,-0.496701,-3.54721,0.183678,1.21435,0.178935,0.813534
397,456.164,1,22.3658,24.3781,11.8705,1.48972,0.0490054,1.10573,-0.486533,-3.50649,0.19035,1.32352,0.187291,0.833489
398,457.631,1,22.3222,24.7811,12.5586,1.48084,0.0540222,1.05755,-0.481241,-3.31755,0.191236,1.22338,0.172616,0.848169
399,457.3,1,22.9971,24.4405,13.2672,1.54978,0.0483669,1.09859,-0.507442,-3.57547,0.196449,1.31187,0.178254,0.794335
400,457.387,1,23.47,24.3897,14.4103,1.51245,0.0502265,1.03159,-0.519232,-3.56631,0.197303,1.3744,0.167108,0.833129
401,455.78,1,22.2477,25.0664,15.8875,1.42709,0.0547058,0.96883,-0.475265,-3.64726,0.188353,1.4312,0.177528,0.752523
402,458.096,1,22.2793,25.1164,15.9473,1.52336,0.0500135,1.04617,-0.485,-2.52212,0.186598,1.43191,0.199666,0.69785
403,455.071,1,22.2888,24.4261,15.4182,1.44487,0.0552003,0.953053,-0.481389,-3.70007,0.183192,1.39979,0.191214,0.658555
404,457.538,1,22.1661,24.9261,13.8063,1.41822,0.0570968,1.06773,-0.471669,-4.3071,0.186352,1.49066,0.182149,0.676404
405,457.864,1,21.8634,25.3884,13.6166,1.37862,0.0593936,1.09573,-0.461251,-4.93356,0.189221,1.56807,0.174393,0.661116
406,457.347,1,22.6593,24.9594,16.0437,1.36993,0.0576798,1.01713,-0.486756,-5.1774,0.193564,1.63102,0.1695,0.709958
407,459.533,1,22.8021,25.0865,17.1455,1.36997,0.0613156,1.12757,-0.50804,-5.40975,0.183488,1.61804,0.164474,0.699124
408,458.311,1,22.303,25.0685,17.5823,1.33154,0.0621908,1.17757,-0.482791,-5.75555,0.18279,1.53171,0.166591,0.725508
409,461.422,1,21.7536,25.3475,16.5109,1.27308,0.0613053,1.03735,-0.465683,-5.06504,0.177201,1.76104,0.19241,0.743328
410,463.811,1,22.4792,26.0303,14.0355,1.37637,0.0563325,1.10171,-0.488947,-4.91337,0.188841,1.94151,0.161221,0.809754
411,464.206,1,22.6256,25.7061,16.2155,1.47775,0.0539333,0.956582,-0.491858,-4.40392,0.190088,1.93826,0.167698,0.699672
412,466.885,1,22.0836,25.3818,15.8487,1.35835,0.0583603,1.03447,-0.470324,-3.4844,0.19432,2.02359,0.176572,0.727695
413,473.765,1,22.5154,25.1371,16.2189,1.41542,0.0612529,1.15657,-0.49555,-3.75623,0.188467,1.82494,0.184405,0.763753
414,469.875,1,22.0173,24.9799,14.4161,1.23344,0.0653011,1.09032,-0.473587,-3.86584,0.180513,2.02169,0.195402,0.756967
415,464.063,1,21.7788,24.6185,15.3551,1.17223,0.06706,1.03766,-0.468563,-4.18514,0.17956,1.79195,0.185749,0.773011
416,466.068,1,21.9018,24.9275,14.5135,1.24738,0.0685377,1.1103,-0.456711,-3.55422,0.179678,1.70926,0.177806,0.744128
417,471.364,1,21.778,24.3732,15.985,1.28006,0.0689211,1.15249,-0.465089,-3.74208,0.187642,1.82578,0.169293,0.733881
418,471.198,1,21.818,24.2005,15.99,1.27471,0.0661957,1.01849,-0.465757,-3.98173,0.197892,1.83439,0.179847,0.745735
419,478.349,1,22.2727,23.8962,16.2235,1.371,0.0632344,0.986508,-0.494844,-4.10391,0.190939,1.80873,0.205926,0.781835
420,483.998,1,22.39,23.7594,16.998,1.45223,0.0661198,0.990831,-0.496535,-3.47433,0.188969,1.85808,0.188148,0.757018
421,467.948,1,22.6892,24.144,16.9738,1.43717,0.0588201,1.11877,-0.49994,-3.5885,0.188448,1.79482,0.163089,0.769194
422,471.313,1,22.0457,24.2487,17.6827,1.39991,0.0648018,1.01303,-0.468657,-3.33056,0.196668,1.93902,0.154995,0.675654
423,467.433,1,22.4984,24.1386,17.1178,1.46601,0.0582897,1.07238,-0.487043,-3.54732,0.195368,1.93525,0.162777,0.654663
424,464.808,1,22.7654,24.6296,18.1134,1.46595,0.056759,1.09336,-0.50458,-3.3981,0.187967,2.05343,0.162045,0.642309
425,468.526,1,22.7703,25.0034,19.8281,1.51793,0.0579584,1.17788,-0.505923,-3.16011,0.184469,2.069,0.166183,0.601912
426,468.605,1,22.2668,25.1295,18.4143,1.40416,0.059202,1.04174,-0.490472,-4.19291,0.192901,2.18898,0.177245,0.604565
427,466,1,23.0801,25.343,16.4685,1.31989,0.0603436,1.18712,-0.501333,-4.04072,0.199714,2.23499,0.175533,0.637693
428,459.656,1,22.3809,25.4704,18.1529,1.37702,0.0527805,1.0651,-0.478224,-3.13769,0.188745,2.09757,0.191303,0.660049
429,460.831,1,23.3599,25.4341,16.9529,1.44019,0.049544,1.1416,-0.512512,-3.6433,0.185602,2.23507,0.183441,0.679489
430,464.284,1,22.0628,25.5079,18.0712,1.30887,0.0573117,1.0806,-0.477603,-3.73013,0.183205,1.93614,0.205017,0.753474
431,458.457,1,22.2502,24.9627,18.3168,1.30883,0.0539313,1.10292,-0.484798,-3.04957,0.191737,1.94731,0.192277,0.745615
432,461.659,1,22.3664,24.5537,17.9729,1.30891,0.059512,1.02035,-0.487788,-3.34624,0.184937,1.84426,0.178747,0.773399
433,462.663,1,23.3799,24.0467,17.8841,1.37443,0.0586839,1.02132,-0.532227,-3.40237,0.186727,1.79162,0.167315,0.738132
434,456.159,1,22.2924,24.4913,18.3565,1.37435,0.0547231,1.0667,-0.478939,-2.4452,0.185773,1.72657,0.170235,0.767719
435,452.19,1,22.2148,24.9423,18.5779,1.41206,0.0467653,1.08559,-0.471647,-4.01263,0.192067,1.85494,0.18141,0.74366
436,455.1,1,22.0712,25.3603,18.564,1.35263,0.0516129,1.06295,-0.475825,-3.59799,0.188202,1.80441,0.191864,0.741727
437,461.25,1,22.2997,25.2562,17.9035,1.35268,0.0537427,1.04194,-0.484225,-3.44381,0.190087,1.80926,0.191909,0.80439
438,453.586,1,22.2689,25.601,15.4445,1.30746,0.0558127,0.963016,-0.485303,-3.58717,0.192967,1.65671,0.178065,0.727499
439,449.434,1,22.2133,25.6198,14.8852,1.43921,0.0486419,1.06694,-0.474235,-3.58174,0.19364,1.44386,0.186966,0.705498
440,441.576,1,23.1087,25.1894,15.1826,1.41197,0.0495144,1.12977,-0.517183,-3.30757,0.190893,1.44546,0.159208,0.66229
441,440.773,1,22.5388,25.1763,15.6407,1.34327,0.0508066,1.2001,-0.492461,-3.41761,0.184402,1.5154,0.151872,0.750701
442,451.323,1,22.4893,24.7261,18.0339,1.42927,0.0516382,1.07141,-0.490578,-3.63257,0.190141,1.57334,0.15969,0.739852
443,454.352,1,22.7415,25.1119,17.0282,1.37086,0.0553118,1.15307,-0.500899,-3.81504,0.199883,1.77293,0.154755,0.678466
444,454.037,1,21.9024,24.7094,17.4768,1.43263,0.0541035,1.11363,-0.469935,-3.34197,0.202304,1.71611,0.158345,0.604815
445,455.574,1,22.4497,24.5101,17.351,1.43261,0.0542993,1.10133,-0.487022,-3.62426,0.196173,1.63877,0.181358,0.612856
446,453.371,1,22.4437,24.7533,17.0072,1.40045,0.0522689,1.08215,-0.480136,-3.86402,0.196591,1.75538,0.167885,0.681744
447,448.429,1,22.0751,24.7173,16.8557,1.34585,0.0511176,1.1287,-0.471754,-3.47324,0.193818,1.73609,0.159295,0.750451
448,443.097,1,22.6047,24.5813,19.2038,1.39637,0.0459473,1.01088,-0.492072,-3.84036,0.197803,1.86604,0.15339,0.678141
449,444.396,1,21.855,24.3729,18.3393,1.37823,0.0485333,1.00527,-0.471179,-4.25194,0.189338,1.66633,0.170649,0.677754
450,445.095,1,22.2186,24.3823,18.6148,1.37828,0.0495567,1.0226,-0.489875,-4.29467,0.188106,1.79838,0.165665,0.61994
451,447.219,1,22.0673,24.3947,18.7072,1.37824,0.048107,1.1383,-0.483721,-3.4904,0.186038,2.03814,0.185633,0.588356
452,458.093,1,22.3235,24.3177,19.1024,1.32611,0.0576149,1.07431,-0.481154,-4.31447,0.186971,1.98626,0.202115,0.564013
453,456.193,1,22.0386,24.4832,20.0482,1.36115,0.0557484,1.0851,-0.471175,-4.78696,0.192818,1.98266,0.192964,0.534521
454,455.483,1,22.5407,24.8705,19.8222,1.36114,0.0562511,1.11467,-0.496156,-5.47144,0.1889,1.99947,0.189036,0.534947
455,464.635,1,21.489,24.8777,19.4385,1.32064,0.0640971,1.07093,-0.454731,-4.80229,0.182349,1.96681,0.193141,0.56346
456,464.467,1,21.7293,25.0864,18.9302,1.30649,0.0621231,1.03246,-0.466214,-4.90041,0.189705,1.82854,0.210032,0.601609
457,456.456,1,22.1484,24.6999,17.4164,1.34611,0.0571275,1.13269,-0.476522,-4.20175,0.189288,1.64765,0.194698,0.648108
458,460.165,1,21.6286,24.563,15.1844,1.34612,0.0563873,1.14063,-0.44832,-3.35878,0.190124,1.68384,0.200284,0.703882
459,459.583,1,21.3292,24.2701,16.3192,1.21735,0.0620776,1.04748,-0.440715,-3.88693,0.187146,1.74117,0.198247,0.723225
460,455.022,1,22.2128,24.6921,15.6887,1.36182,0.0530427,1.16242,-0.483773,-4.43042,0.178274,1.67563,0.215303,0.671356
461,457.271,1,22.3691,25.1656,16.0766,1.41488,0.0502612,1.1717,-0.483155,-4.71933,0.18434,1.80904,0.209104,0.680357
462,458.196,1,22.633,25.6804,15.9559,1.30859,0.0561472,1.17135,-0.487656,-4.58034,0.182767,1.77221,0.21596,0.700077
463,464.13,1,22.3182,25.9003,15.6808,1.3688,0.0551274,1.13383,-0.488057,-4.31213,0.182478,1.84578,0.224577,0.696726
464,463.293,1,22.4219,25.37,15.3201,1.47185,0.0487969,1.06937,-0.494118,-5.15779,0.194703,1.68604,0.217966,0.744469
465,465.306,1,22.5066,25.4147,16.6143,1.39814,0.0535958,1.08419,-0.491503,-5.5104,0.194156,1.73712,0.221098,0.736641
466,468.359,1,22.7445,25.1259,16.2751,1.45718,0.0497928,1.2202,-0.50019,-5.34422,0.194501,1.83992,0.226001,0.76912
467,465.918,1,22.5198,25.4867,16.1649,1.40446,0.051186,1.22572,-0.491519,-4.71641,0.196849,1.78065,0.215577,0.8122
468,475.037,1,22.1618,25.585,16.4484,1.40456,0.0558518,1.11516,-0.478482,-5.41689,0.201328,1.88913,0.219637,0.8291
469,474.97,1,22.4406,25.4226,15.3787,1.40453,0.0556207,1.06445,-0.490609,-4.99021,0.189677,1.93717,0.226711,0.823301
470,474.49,1,23.0525,24.6485,16.2098,1.48334,0.0529473,1.06381,-0.522172,-4.82455,0.183827,1.97566,0.215096,0.781213
471,472.433,1,22.8705,24.998,15.5366,1.40926,0.0529258,1.07511,-0.507774,-4.8831,0.190674,2.22646,0.218123,0.746238
472,475.837,1,22.2202,24.2617,15.9409,1.32799,0.0600282,1.08847,-0.47778,-3.49275,0.180972,2.30912,0.218512,0.749062
473,475.635,1,22.9023,23.7889,16.0545,1.3445,0.0583489,1.09813,-0.504183,-4.3188,0.184846,2.21609,0.221208,0.788928
474,466.849,1,22.6362,23.801,18.452,1.34443,0.056155,1.18925,-0.494445,-5.09119,0.186583,1.84741,0.225666,0.766745
475,468.158,1,22.819,23.8701,17.5719,1.4535,0.0525885,1.08059,-0.49878,-4.80002,0.183251,1.85447,0.216698,0.757296
476,468.056,1,22.1624,24.044,17.8606,1.51249,0.0494323,1.09081,-0.481443,-4.48223,0.185003,1.67046,0.225824,0.788236
477,466.161,1,21.5305,24.2578,17.7893,1.43808,0.0547882,1.11007,-0.451611,-3.86229,0.185604,1.69493,0.213291,0.724347
478,466.474,1,22.3407,24.5645,16.0738,1.45923,0.0558234,1.07966,-0.485196,-2.98054,0.185786,1.43387,0.231098,0.719859
479,471.136,1,21.6172,24.3367,15.335,1.42352,0.0589132,0.995351,-0.451646,-2.95025,0.190331,1.43876,0.245805,0.734025
480,466.356,1,23.2689,24.7791,14.3997,1.39981,0.0574191,1.07509,-0.515755,-2.6225,0.185598,1.40311,0.243789,0.755901
481,467.386,1,22.2035,25.1394,13.3713,1.46693,0.0490886,1.03425,-0.475534,-2.47691,0.197408,1.37393,0.248315,0.909805
482,465.96,1,22.8972,24.5272,14.015,1.53214,0.0455729,1.12602,-0.501342,-2.37162,0.195984,1.35907,0.242315,0.910015
483,458.448,1,22.6614,24.5961,12.7564,1.53207,0.0433895,1.17045,-0.494165,-3.3022,0.186938,1.30109,0.242233,0.868679
484,468.987,1,22.9231,24.7289,11.6867,1.59249,0.0459042,1.13656,-0.498731,-3.73957,0.192008,1.37894,0.230338,0.899479
485,464.757,1,22.9245,25.1987,12.3578,1.45448,0.0537142,1.09545,-0.505115,-4.34445,0.191208,1.32441,0.216284,0.84722
486,469.352,1,22.2455,25.0651,12.8353,1.49329,0.0555819,1.10696,-0.484221,-4.17112,0.184802,1.34086,0.215875,0.834475
487,464.456,1,21.7999,25.0321,12.9767,1.38099,0.058428,1.10789,-0.466754,-4.14823,0.176627,1.32641,0.240554,0.780623
488,466.464,1,22.3776,24.839,13.1639,1.36155,0.061393,1.06878,-0.490268,-5.22999,0.180232,1.36642,0.219885,0.776646
489,454.134,1,22.567,24.9449,12.0311,1.35309,0.0556626,1.07321,-0.490387,-5.49248,0.182715,1.27964,0.213179,0.770293
490,464,1,22.4819,24.8164,12.6291,1.41828,0.056448,1.10932,-0.48216,-5.65641,0.192727,1.46117,0.205451,0.765201
491,473.739,1,22.6907,25.0836,11.5872,1.51244,0.0556735,1.20724,-0.489987,-7.03487,0.186341,1.61699,0.22314,0.750583
492,479.586,1,22.8824,25.1236,11.8608,1.61645,0.0531477,1.14671,-0.497616,-6.233,0.192863,1.74193,0.212858,0.747859
493,481.244,1,22.5279,24.9911,11.2714,1.54803,0.0576439,1.14427,-0.486446,-5.06517,0.19498,1.69352,0.213396,0.765979
494,473.325,1,22.7489,25.1334,12.8158,1.51207,0.0585038,1.09594,-0.494335,-5.04759,0.192068,1.58312,0.197895,0.73668
495,475.346,1,22.3535,25.0302,11.5763,1.47978,0.0612081,1.08325,-0.475399,-4.41113,0.188035,1.55976,0.18915,0.817736
496,480.934,1,22.091,24.5894,11.6678,1.56524,0.0608501,1.02962,-0.47938,-3.83589,0.18682,1.54777,0.211653,0.717104
497,474.103,1,22.4087,24.4804,11.1539,1.5902,0.0583376,1.0496,-0.491297,-4.9016,0.188485,1.37728,0.197694,0.724375
498,478.802,1,23.0483,24.2361,11.9253,1.5596,0.0610614,1.16643,-0.504891,-5.24232,0.183575,1.58711,0.205948,0.712654
499,474.188,1,23.1411,24.1323,11.9263,1.44598,0.0662028,1.13452,-0.513567,-5.26979,0.194832,1.45186,0.198182,0.662732
500,468.935,2,22.3327,24.1941,12.875,1.37803,0.0627007,1.10326,-0.485233,-5.14826,0.18306,1.50598,0.208455,0.743075
501,467.7,2,21.9607,23.4413,13.1819,1.37794,0.0600966,1.16944,-0.471248,-3.86681,0.188233,1.54606,0.209265,0.766898
502,458.662,2,22.4506,23.4137,14.0004,1.32395,0.0574812,1.18827,-0.485676,-3.96265,0.189393,1.66406,0.188192,0.735584
503,461.29,2,22.4761,23.7169,13.7131,1.32397,0.0592411,1.15199,-0.48531,-4.39049,0.180831,1.60753,0.184971,0.845523
504,455.04,2,22.0795,24.0887,12.7733,1.22577,0.0611729,0.991381,-0.477018,-4.05957,0.184067,1.42984,0.187164,0.830464
505,451.756,2,22.1464,23.9721,13.6465,1.29662,0.0567301,1.10075,-0.472109,-4.18062,0.185841,1.31907,0.188329,0.840752
506,459.324,2,22.2166,24.0457,13.5633,1.36307,0.058527,1.03884,-0.472497,-3.49162,0.190213,1.40618,0.177632,0.826767
507,457.348,2,22.4904,23.9449,13.0005,1.39886,0.0539272,1.12665,-0.480213,-3.35201,0.188352,1.33713,0.18913,0.883862
508,464.163,2,22.3492,24.2056,13.593,1.39895,0.0576416,1.10149,-0.482051,-3.62717,0.189731,1.39667,0.180979,0.91086
509,465.849,2,22.8755,24.5778,12.7383,1.39898,0.0586711,1.09592,-0.502983,-3.60513,0.192151,1.21853,0.190364,0.997101
510,456.048,2,22.8783,24.5054,12.2215,1.45415,0.0515332,1.17417,-0.496623,-3.79663,0.19544,1.15249,0.177208,0.99649
511,466.837,2,22.7709,24.0306,12.5459,1.50973,0.0564832,1.14223,-0.50157,-2.88556,0.189097,1.26638,0.170149,0.929635
512,465.564,2,22.0016,23.6652,14.4574,1.54887,0.0548314,1.10394,-0.472124,-3.03028,0.18975,1.19786,0.182806,0.878085
513,455.466,2,22.4033,23.7898,13.0601,1.50625,0.0509096,1.14594,-0.490542,-2.7272,0.185249,1.195,0.193343,0.806953
514,444.295,2,22.127,23.704,13.851,1.46723,0.047038,1.06372,-0.474435,-3.10359,0.191135,1.17945,0.184194,0.76825
515,448.525,2,21.9863,23.8909,13.9002,1.5616,0.042146,1.04654,-0.471906,-3.34106,0.191275,1.19793,0.193511,0.790618
516,444.459,2,22.4381,23.9276,14.1146,1.44105,0.0458005,1.05049,-0.486201,-3.41257,0.192302,1.16576,0.200515,0.797961
517,443.625,2,22.1024,24.2825,14.5002,1.3911,0.0475725,1.05824,-0.479918,-3.26897,0.185007,1.24792,0.189528,0.824024
518,449.616,2,21.5684,24.4871,13.5232,1.55542,0.0394526,1.04755,-0.452156,-2.26682,0.188993,1.30245,0.207511,0.817706
519,452.074,2,22.0324,24.085,13.8796,1.61345,0.0363264,1.09653,-0.477649,-2.36936,0.188701,1.41773,0.206774,0.803592
520,466.649,2,23.1156,23.9085,13.5616,1.66973,0.0420885,1.16743,-0.510885,-2.48687,0.188393,1.45671,0.222871,0.778225
521,471.168,2,22.3395,23.7236,12.9966,1.59384,0.0453418,1.17644,-0.474045,-2.48947,0.188284,1.48287,0.227451,0.940333
522,470.246,2,22.5808,24.1623,13.0542,1.57075,0.0499193,1.16602,-0.491842,-3.41967,0.194692,1.30707,0.20918,0.942195
523,459.978,2,22.3496,23.7544,13.4204,1.38029,0.0592039,1.08858,-0.488199,-3.32953,0.185706,1.1337,0.204562,0.877518
524,458.27,2,22.3451,23.6882,12.0261,1.46908,0.0528612,1.12187,-0.481165,-3.14158,0.183545,1.22909,0.187062,0.88992
525,461.097,2,22.1692,23.8367,11.9459,1.42556,0.0584143,1.06944,-0.474932,-2.77908,0.187939,1.11051,0.184562,0.912806
526,466.894,2,22.888,24.3979,12.9794,1.57012,0.0516648,1.08645,-0.502318,-2.50311,0.193307,1.10828,0.219478,0.874187
527,450.246,2,22.4828,23.5127,13.0212,1.50088,0.0501793,1.0685,-0.491904,-2.33753,0.19077,0.976381,0.21137,0.812218
528,451.574,2,22.283,23.5741,12.5146,1.58559,0.0455151,1.11335,-0.477751,-2.54425,0.195784,1.05451,0.197029,0.781779
529,452.251,2,22.2375,23.8076,12.5324,1.62693,0.0443922,1.0861,-0.481793,-2.20496,0.189663,1.06777,0.190901,0.787145
530,450.149,2,22.5085,24.0518,13.3546,1.69428,0.0366329,1.07909,-0.505917,-3.02193,0.178089,1.03272,0.226264,0.808584
531,457.309,2,22.0407,24.436,12.7372,1.81031,0.034134,1.04647,-0.481811,-2.64724,0.179357,0.959805,0.234375,0.837144
532,450.241,2,22.0807,24.7461,12.6705,1.66981,0.0388625,1.12972,-0.478722,-2.5309,0.185114,0.98093,0.244185,0.758853
533,452.817,2,22.0602,24.762,12.1804,1.5784,0.0411247,1.02166,-0.479139,-2.79124,0.194013,1.01704,0.25488,0.800297
534,451.414,2,22.7489,24.9248,11.7377,1.59664,0.0384325,0.966257,-0.502452,-3.1495,0.199637,1.00436,0.258256,0.817065
535,463.535,2,22.9071,24.6845,11.3741,1.63907,0.0414421,1.03634,-0.494799,-3.28499,0.200125,1.03251,0.265227,0.854162
536,466.55,2,23.2073,24.1954,12.5977,1.57464,0.0473647,1.08816,-0.510955,-3.34732,0.19963,1.09093,0.261517,0.849447
537,454.84,2,22.6109,24.5446,13.1696,1.56297,0.0415936,1.11658,-0.49126,-3.15402,0.194087,1.10534,0.250739,0.885923
538,455.465,2,22.0741,24.4689,13.5015,1.56295,0.0401103,1.00316,-0.475354,-3.05643,0.191204,1.0883,0.259745,0.895605
539,448.487,2,22.1417,24.5451,13.7233,1.47719,0.0428331,1.01106,-0.472856,-4.07159,0.189245,1.09467,0.239906,0.900367
540,446.6,2,22.4661,24.8543,13.9023,1.47719,0.041663,0.986081,-0.491735,-3.68964,0.188882,1.07399,0.233245,0.897365
541,437.049,2,22.1152,24.7745,13.5688,1.44305,0.039322,1.07193,-0.482808,-3.27158,0.189536,1.01652,0.235269,0.88594
542,446.996,2,22.2421,24.2782,13.1087,1.4532,0.0431353,1.08928,-0.482641,-3.2996,0.193724,1.01688,0.231489,0.879186
543,447.123,2,22.0349,24.0843,12.4125,1.42541,0.046452,1.01587,-0.471459,-2.97644,0.189567,1.0596,0.225025,0.85675
544,441.583,2,22.1935,24.4531,13.0607,1.45629,0.043823,1.10975,-0.477536,-3.00007,0.194157,0.992688,0.219038,0.840475
545,440.586,2,22.2663,24.7076,13.1171,1.482,0.0408978,1.13706,-0.480374,-4.15314,0.195016,1.01476,0.21035,0.866708
546,440.774,2,22.5512,24.6007,14.528,1.53345,0.0401659,1.18245,-0.494397,-4.47583,0.190643,1.02632,0.20238,0.817519
547,442.584,2,23.1672,23.8378,14.5803,1.58806,0.0353975,1.24719,-0.513054,-4.43923,0.201682,1.09525,0.206611,0.796016
548,448.516,2,22.7815,23.7446,15.593,1.60948,0.0339728,1.23917,-0.497809,-4.55207,0.19585,1.08174,0.227868,0.895104
549,443.992,2,22.9788,23.6568,13.6011,1.53843,0.0343248,1.23188,-0.505967,-4.36529,0.192544,1.1598,0.237879,0.898142
550,446.77,2,22.7531,23.4199,14.3216,1.59662,0.034462,1.16764,-0.49807,-4.2267,0.186704,1.14041,0.216358,0.925115
551,439.019,2,22.5605,23.4782,14.5929,1.53328,0.036281,1.15374,-0.49304,-3.77622,0.184677,1.15412,0.212555,0.854875
552,440.24,2,22.7572,23.7022,14.3972,1.45362,0.0402625,1.13608,-0.502193,-3.65501,0.186784,1.15661,0.214655,0.844233
553,430.138,2,22.4346,23.8549,14.5226,1.40589,0.039054,1.13228,-0.489659,-3.26595,0.189237,1.16392,0.207143,0.811229
554,434.087,2,22.6893,23.8389,14.014,1.44445,0.0387792,1.09522,-0.495956,-3.33676,0.189815,1.14762,0.194132,0.828635
555,437.216,2,22.7307,23.9329,14.4512,1.48817,0.0399471,1.06078,-0.493482,-3.41681,0.192476,1.17916,0.189449,0.748335
556,440.849,2,22.9221,23.7278,14.2814,1.55938,0.0366552,1.08326,-0.5056,-3.06452,0.199798,1.21636,0.184536,0.762934
557,446.345,2,22.658,23.7446,14.9479,1.48968,0.0433255,1.09618,-0.500155,-3.08937,0.196383,1.22836,0.183749,0.793489
558,445.801,2,22.7885,23.621,14.4875,1.47222,0.0441103,1.14437,-0.500799,-2.98325,0.194466,1.22228,0.188974,0.820767
559,442.122,2,22.5687,23.4786,14.0749,1.39679,0.0465971,1.06929,-0.493115,-2.75971,0.19295,1.24847,0.196189,0.774732
560,439.693,2,22.2699,23.5163,14.086,1.3968,0.0474344,1.08958,-0.482854,-2.70235,0.186607,1.24842,0.19045,0.738693
561,446.64,2,22.2537,23.6657,14.6682,1.39682,0.0490459,1.08579,-0.477722,-3.29762,0.193129,1.23399,0.190262,0.793044
562,449.569,2,22.5923,24.0587,13.7219,1.42259,0.0491611,1.1409,-0.492638,-3.21899,0.18879,1.3311,0.173076,0.845838
563,452.297,2,22.8482,24.372,13.0826,1.45505,0.0488525,1.05357,-0.503813,-3.18951,0.189355,1.32425,0.192221,0.778859
564,455.046,2,22.3935,24.124,12.2476,1.4205,0.0541572,1.06379,-0.485386,-3.42196,0.186915,1.2404,0.186653,0.796365
565,450.589,2,22.4115,23.8163,12.4156,1.40367,0.0521466,1.07209,-0.483003,-3.54608,0.192007,1.22201,0.196874,0.798324
566,442.596,2,22.4042,23.3127,13.5567,1.44481,0.0450377,1.05183,-0.482589,-3.22331,0.187961,1.22914,0.204926,0.798633
567,443.69,2,22.3542,22.9214,13.878,1.44478,0.0442573,1.13879,-0.480824,-3.58612,0.195904,1.23088,0.196015,0.811023
568,452.159,2,22.6492,23.0532,13.9034,1.42396,0.0487329,1.20487,-0.492721,-3.63766,0.193518,1.21713,0.187087,0.87618
569,451.251,2,22.5122,22.8199,14.2281,1.47165,0.0480852,1.16427,-0.490038,-3.22839,0.195639,1.11063,0.197145,0.854902
570,443.927,2,22.5749,22.7326,14.1409,1.37473,0.0497978,1.13161,-0.493156,-3.34516,0.194441,1.0903,0.20814,0.83461
571,447.272,2,22.5606,22.7393,14.1836,1.35723,0.0501383,1.12764,-0.491612,-3.59286,0.187639,1.10881,0.218332,0.859048
572,446.818,2,22.3004,22.7639,14.7157,1.3926,0.0478123,1.07242,-0.484059,-3.21479,0.184358,1.14834,0.222095,0.845218
573,452.644,2,22.1078,23.02,14.525,1.39258,0.0469406,1.04199,-0.477763,-2.7206,0.190064,1.19572,0.240521,0.86003
574,441.564,2,22.0986,23.03,14.3537,1.35839,0.0468382,0.985885,-0.476943,-2.78746,0.188562,1.18418,0.24298,0.786258
575,439.638,2,21.9256,22.9237,14.8692,1.371,0.0456765,0.992239,-0.472,-2.35049,0.183374,1.24818,0.236715,0.724639
576,440.534,2,22.0649,22.583,15.2562,1.4004,0.0433119,1.03946,-0.477092,-2.44339,0.185005,1.2655,0.231223,0.734721
577,445.125,2,22.3572,22.8221,14.8965,1.42516,0.0436608,1.04623,-0.48285,-2.78358,0.18701,1.32612,0.228415,0.710693
578,446.971,2,22.5976,23.0299,15.023,1.41598,0.0453099,1.08192,-0.494564,-3.01924,0.188299,1.31955,0.218487,0.753821
579,446.634,2,22.621,23.0768,15.566,1.41602,0.047085,1.04797,-0.498018,-3.1729,0.184012,1.27723,0.21607,0.770331
580,441.241,2,22.5771,23.1388,14.6202,1.45512,0.0436811,1.02281,-0.491138,-2.94609,0.188435,1.20764,0.226381,0.721179
581,442.503,2,22.3961,23.2632,14.2848,1.42576,0.0443375,1.03473,-0.483289,-2.73377,0.192968,1.27635,0.225925,0.68523
582,447.472,2,22.1686,23.1994,14.7543,1.45226,0.0454548,1.03384,-0.476314,-3.05173,0.195889,1.24428,0.218457,0.685428
583,448.359,2,22.0958,23.4307,15.1158,1.50757,0.0442679,1.05433,-0.474101,-2.77718,0.189387,1.21464,0.207803,0.743208
584,449.1,2,21.7102,23.4681,15.15,1.58521,0.0412227,1.03811,-0.460767,-2.53253,0.193741,1.24836,0.198108,0.718913
585,454.634,2,21.8352,23.6208,14.6212,1.58523,0.0421621,1.04052,-0.466383,-2.56942,0.193503,1.33881,0.203724,0.714659
586,445.142,2,22.844,23.494,14.8773,1.53655,0.042315,1.08182,-0.502873,-2.43289,0.193068,1.33474,0.203256,0.710287
587,449.97,2,22.5569,23.4389,14.394,1.53658,0.0437336,1.07322,-0.495682,-2.43349,0.193211,1.25172,0.204293,0.733418
588,447.194,2,22.4702,23.3382,14.1122,1.53658,0.0428528,1.0724,-0.498066,-2.58524,0.186487,1.16589,0.215147,0.759538
589,450.631,2,22.0436,23.8679,13.8213,1.55495,0.0415976,1.09006,-0.48213,-2.66989,0.188766,1.12416,0.225157,0.792817
