iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
1371,452.846,2,22.32,24.4502,13.0099,1.44458,0.0495061,1.07694,-0.483497,-3.4987,0.187179,1.08911,0.228147,0.904103
1372,451.785,2,22.3197,24.4507,13.0087,1.44451,0.0495112,1.07698,-0.483477,-3.49893,0.187178,1.08904,0.228149,0.903996
1373,456.892,2,22.3194,24.4515,13.0069,1.44448,0.0495149,1.07692,-0.483466,-3.5012,0.187171,1.08907,0.228135,0.904033
1374,452.545,2,22.3194,24.4526,13.0058,1.44445,0.0495124,1.07693,-0.483457,-3.5036,0.187169,1.08907,0.228146,0.904091
1375,456.252,2,22.3196,24.453,13.006,1.44439,0.0495152,1.07696,-0.483468,-3.50497,0.187169,1.0891,0.228133,0.904172
1376,446.355,2,22.3192,24.4536,13.0074,1.44429,0.049515,1.0769,-0.483452,-3.50504,0.187173,1.08909,0.228126,0.904124
1377,450.984,2,22.3187,24.4545,13.0086,1.4442,0.0495118,1.07698,-0.483433,-3.50599,0.187174,1.0891,0.228148,0.904227
1378,454.627,2,22.3196,24.4549,13.009,1.44424,0.0495106,1.07698,-0.483466,-3.50657,0.187178,1.08897,0.228175,0.904167
1379,454.919,2,22.3201,24.4555,13.0086,1.44431,0.049503,1.07698,-0.483495,-3.50601,0.187174,1.08898,0.228211,0.904142
1380,463.329,2,22.3206,24.4559,13.008,1.44437,0.0495078,1.07704,-0.483517,-3.50618,0.187178,1.08895,0.228214,0.904056
1381,455.655,2,22.3212,24.4562,13.0075,1.44443,0.0495071,1.07699,-0.483533,-3.50522,0.187181,1.08893,0.228233,0.903908
1382,453.453,2,22.321,24.4564,13.0064,1.44447,0.049504,1.07694,-0.48353,-3.50396,0.18718,1.08893,0.228244,0.903835
1383,452.918,2,22.3208,24.4564,13.0054,1.44454,0.0495002,1.07692,-0.483522,-3.50315,0.187179,1.08887,0.22827,0.903724
1384,452.688,2,22.3208,24.4568,13.0048,1.44454,0.0494995,1.07696,-0.483517,-3.50271,0.187189,1.08883,0.228283,0.903608
1385,447.675,2,22.3212,24.4572,13.0042,1.4446,0.0494921,1.07692,-0.483526,-3.50258,0.187196,1.08886,0.228265,0.903521
1386,451.258,2,22.3212,24.4574,13.0048,1.4446,0.0494905,1.07693,-0.483526,-3.5031,0.187198,1.08881,0.228277,0.903486
1387,452.044,2,22.3211,24.4577,13.0054,1.44475,0.0494795,1.07704,-0.483524,-3.50362,0.187204,1.08873,0.228289,0.903451
1388,447.162,2,22.3208,24.4578,13.0056,1.44475,0.0494742,1.07711,-0.483513,-3.50459,0.187208,1.08866,0.228299,0.903409
1389,443.187,2,22.321,24.4584,13.0058,1.44466,0.0494723,1.07716,-0.483517,-3.50514,0.187214,1.08858,0.228313,0.903276
1390,451.082,2,22.3213,24.4596,13.005,1.44462,0.0494719,1.07723,-0.483529,-3.50481,0.187208,1.08843,0.228346,0.903262
1391,462.003,2,22.3213,24.4597,13.0043,1.44472,0.0494716,1.07717,-0.483523,-3.50428,0.18721,1.08836,0.228365,0.903231
1392,461.897,2,22.3205,24.4597,13.0032,1.44472,0.0494759,1.07715,-0.48349,-3.50434,0.187219,1.08834,0.228375,0.903218
1393,454.379,2,22.3205,24.4596,13.0024,1.44478,0.049471,1.0772,-0.483492,-3.5047,0.187227,1.08831,0.228408,0.903141
1394,456.964,2,22.3209,24.4594,13.0019,1.44486,0.0494652,1.07732,-0.483506,-3.50425,0.187236,1.08836,0.228413,0.903145
1395,455.683,2,22.3203,24.4587,13.0008,1.44483,0.0494669,1.07735,-0.483485,-3.50406,0.187239,1.08836,0.228425,0.903096
1396,458.889,2,22.3198,24.4586,13.0014,1.44477,0.0494712,1.07738,-0.483471,-3.5041,0.187248,1.08827,0.228442,0.903093
1397,462.065,2,22.3192,24.4595,13.0011,1.44485,0.0494711,1.07737,-0.483457,-3.50592,0.187252,1.08827,0.228438,0.903158
1398,449.609,2,22.3188,24.4607,13.0013,1.4448,0.0494719,1.07731,-0.48345,-3.5067,0.187252,1.08823,0.228433,0.9031
1399,453.062,2,22.3186,24.4608,13.0021,1.44477,0.0494721,1.07729,-0.48344,-3.50715,0.18725,1.08833,0.228413,0.903106
1400,453.375,2,22.3193,24.4602,13.0025,1.44477,0.0494691,1.07731,-0.483465,-3.50777,0.187251,1.08853,0.228386,0.903138
1401,452.72,2,22.3201,24.4595,13.0027,1.44467,0.0494708,1.07733,-0.483495,-3.50796,0.18725,1.08857,0.228388,0.903181
1402,450.479,2,22.3207,24.4589,13.002,1.44463,0.0494703,1.07738,-0.483512,-3.50814,0.187247,1.08859,0.228369,0.903212
1403,453.656,2,22.3212,24.4589,13.0009,1.44469,0.0494636,1.07734,-0.483532,-3.50794,0.187242,1.08869,0.228375,0.903213
1404,452.477,2,22.3214,24.4594,13.001,1.44469,0.0494609,1.07743,-0.483543,-3.50783,0.187239,1.08869,0.228393,0.903228
1405,461.441,2,22.3216,24.4596,12.9998,1.44478,0.0494618,1.07746,-0.483545,-3.50771,0.187235,1.08863,0.228378,0.903347
1406,462.034,2,22.3212,24.4595,13.0004,1.44486,0.0494622,1.07744,-0.483534,-3.50746,0.187241,1.08869,0.22836,0.903353
