iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tCLCRMLMIN,omega_Cl,omega_Q,omega_V1,omega_V2
6428,539.783,2,4.79059,23.5965,13.3511,1.54045,0.0398686,9.1664,3.28629,1.14151,0.269503,0.911784
6429,540.028,2,4.89011,23.5888,13.459,1.54045,0.0397552,9.07116,3.2868,1.14118,0.262896,0.927513
6430,539.465,2,4.74888,23.5277,13.6574,1.52517,0.0410327,9.23432,3.29907,1.12202,0.257189,0.930512
6431,535.942,2,5.02985,23.6416,13.5855,1.49132,0.0425365,8.95595,3.30849,1.11606,0.251798,0.932163
6432,545.524,2,5.15404,23.6771,13.522,1.47732,0.0440277,8.81086,3.31031,1.11264,0.254598,0.933267
6433,546.067,2,5.2902,23.7366,13.642,1.47734,0.0449016,8.68299,3.28747,1.12807,0.255542,0.932099
6434,542.695,2,5.35033,23.7981,13.76,1.46415,0.0447927,8.63578,3.2998,1.1398,0.261072,0.941459
6435,538.846,2,5.26334,23.7172,13.8844,1.4455,0.0449644,8.71,3.29475,1.12951,0.265772,0.944701
6436,543.502,2,4.97863,23.7303,14.1011,1.45311,0.0447656,8.94724,3.24653,1.09731,0.271085,0.973087
6437,547.713,2,4.84043,23.7926,14.3743,1.45312,0.0453342,9.08613,3.28356,1.08074,0.276186,0.984847
6438,535.877,2,4.88675,23.7545,14.6791,1.43441,0.0456385,9.02027,3.27432,1.06387,0.275111,0.977468
6439,533.627,2,4.95042,23.659,14.7973,1.42186,0.0453364,8.93542,3.2724,1.04963,0.273764,0.975657
6440,538.848,2,5.04518,23.6183,14.6421,1.45168,0.0440971,8.85766,3.29063,1.04333,0.270074,0.958806
6441,535.658,2,5.2358,23.6175,14.3899,1.46079,0.0444656,8.66627,3.26247,1.02404,0.264113,0.937124
6442,530.002,2,5.38186,23.6909,14.0656,1.47159,0.0433541,8.53611,3.2828,1.02055,0.260148,0.907936
6443,540.621,2,5.69778,23.6676,14.152,1.47161,0.0441433,8.22305,3.3285,1.0162,0.25732,0.916318
6444,549.898,2,5.71914,23.5567,13.8779,1.48866,0.0450957,8.20004,3.34893,1.02068,0.256993,0.912476
6445,546.501,2,5.65184,23.5921,13.8122,1.50549,0.0450012,8.28325,3.33571,1.04583,0.256638,0.905017
6446,552.586,2,5.35921,23.5681,13.5142,1.52611,0.0455665,8.54855,3.30643,1.0751,0.253663,0.89982
6447,549.138,2,5.16964,23.5655,13.2002,1.51414,0.0468986,8.74859,3.30071,1.09086,0.250983,0.898071
6448,546.131,2,5.21237,23.5694,13.2129,1.50434,0.0477217,8.73625,3.34652,1.10115,0.247058,0.884106
6449,542.058,2,5.29307,23.6692,13.3936,1.49525,0.0473865,8.63451,3.33773,1.11625,0.250957,0.869458
6450,539.721,2,5.23592,23.6082,13.3686,1.49793,0.0461196,8.71122,3.34356,1.12384,0.253874,0.86091
6451,543.852,2,5.23666,23.6572,13.3022,1.49793,0.0458524,8.70895,3.33455,1.13704,0.256906,0.854275
6452,539.625,2,4.99107,23.865,13.192,1.49791,0.0453048,8.98665,3.35118,1.13238,0.255825,0.860234
6453,541.285,2,5.11886,23.961,13.0041,1.50833,0.0439876,8.86204,3.32759,1.1605,0.255301,0.867276
6454,547.628,2,5.1114,24.0051,12.7097,1.50835,0.0448205,8.87123,3.30161,1.16301,0.254847,0.878416
6455,543.089,2,4.94725,24.0615,12.6907,1.50834,0.0445387,9.04012,3.29603,1.14457,0.25818,0.894522
6456,546.114,2,4.85552,24.1597,12.8656,1.49702,0.0454067,9.13705,3.30983,1.11624,0.258089,0.919487
6457,548.986,2,4.53936,24.3312,12.7479,1.4962,0.0470147,9.44325,3.2861,1.08525,0.255364,0.926341
6458,543.079,2,4.51361,24.5218,12.9289,1.49619,0.046494,9.44193,3.28329,1.07668,0.254805,0.943357
6459,544.532,2,4.49666,24.6358,13.1915,1.50487,0.0459752,9.42899,3.27285,1.08335,0.25477,0.937169
6460,550.927,2,4.62153,24.6465,13.2125,1.51832,0.0463199,9.31099,3.29555,1.09069,0.250012,0.941633
6461,550.611,2,4.67792,24.402,13.3135,1.52843,0.0464739,9.2744,3.32112,1.09382,0.251799,0.927005
6462,547.904,2,4.82054,24.3299,13.323,1.53631,0.0452507,9.16998,3.35544,1.10636,0.263532,0.90562
6463,547.677,2,5.02577,24.3065,13.1049,1.5363,0.0449539,8.98055,3.38222,1.1165,0.262636,0.919205
6464,534.368,2,5.14671,24.1395,13.0688,1.51742,0.044858,8.84636,3.37542,1.10179,0.257902,0.902095
6465,536.851,2,5.117,24.0655,13.2681,1.5111,0.0448216,8.89182,3.3686,1.07879,0.254819,0.897845
6466,545.359,2,5.28204,24.1054,12.9519,1.53543,0.0450519,8.7495,3.3646,1.07745,0.247072,0.880323
6467,544.044,2,5.30211,24.0635,12.6473,1.54346,0.0446711,8.72127,3.35616,1.08369,0.243451,0.891036
6468,546.913,2,5.61125,24.0723,12.3892,1.54345,0.0442284,8.417,3.38652,1.11485,0.241018,0.915082
6469,550.393,2,5.57436,24.1125,11.8833,1.55529,0.0448334,8.45209,3.40866,1.08966,0.236879,0.931765
6470,549.833,2,5.65272,24.1857,11.7567,1.56658,0.0448195,8.36529,3.39984,1.10246,0.233759,0.93818
6471,557.357,2,5.44695,24.2614,11.6001,1.56661,0.0460002,8.5641,3.39358,1.13309,0.232421,0.943571
6472,550.07,2,5.54373,24.2937,11.6132,1.52511,0.0478394,8.44642,3.36848,1.11129,0.238381,0.96125
6473,540.968,2,5.61963,24.3967,11.999,1.49702,0.0480551,8.35858,3.34796,1.08434,0.243827,0.964835
6474,544.056,2,5.54675,24.5988,12.2418,1.49278,0.0469027,8.44327,3.33876,1.08936,0.244897,0.99783
6475,546.705,2,5.50304,24.7216,12.1952,1.50142,0.0468599,8.49186,3.34636,1.06958,0.241703,1.00885
6476,552,2,5.59187,24.7392,12.2226,1.50143,0.0470999,8.4044,3.3555,1.07785,0.24224,1.02067
6477,541.813,2,5.8581,24.7701,12.2256,1.52147,0.0453208,8.15638,3.39024,1.08012,0.238975,1.00475
6478,536.699,2,5.65453,24.6924,12.224,1.53047,0.0436239,8.37015,3.40111,1.05752,0.239991,0.998157
6479,537.128,2,5.52609,24.5729,12.132,1.50227,0.0448343,8.48752,3.37343,1.0382,0.238525,0.991369
6480,535.322,2,5.54041,24.527,12.1525,1.46436,0.0456807,8.49108,3.36891,1.0606,0.234657,0.992478
6481,540.205,2,5.29052,24.4584,12.2341,1.44009,0.047406,8.74957,3.38828,1.04021,0.229786,1.00118
6482,532.671,2,5.2796,24.4378,12.1487,1.4401,0.0472218,8.74845,3.38031,1.02351,0.223265,0.992242
6483,544.203,2,5.16637,24.4805,12.0299,1.44505,0.0474383,8.86326,3.36642,1.02583,0.221962,1.02282
6484,550.462,2,5.03082,24.4449,11.9787,1.47105,0.0476197,9.00556,3.34995,1.03195,0.2182,1.04415
6485,540.018,2,5.08868,24.4486,12.0943,1.4546,0.0483036,8.9233,3.32585,1.01151,0.217762,1.06595
6486,545.504,2,5.0281,24.5269,12.1841,1.44938,0.0490518,8.95843,3.30734,0.999598,0.217693,1.09413
6487,552.267,2,5.10513,24.6353,12.1908,1.4741,0.0483104,8.88491,3.33769,1.00542,0.224193,1.09613
6488,557.749,2,5.23249,24.7168,12.609,1.49668,0.0484562,8.73764,3.34434,1.00182,0.231795,1.09908
6489,546.713,2,5.33014,24.7823,12.8073,1.48621,0.0485543,8.64555,3.35239,1.00376,0.233882,1.10186
6490,552.101,2,5.15833,24.8417,12.9311,1.48624,0.0498685,8.78244,3.31631,0.990941,0.234775,1.09663
6491,538.045,2,4.86754,24.8911,12.7958,1.47593,0.049554,9.06999,3.30408,0.974677,0.23347,1.08085
6492,543.21,2,4.72183,24.9532,12.8041,1.45665,0.0505163,9.21199,3.31049,0.964081,0.234561,1.06152
6493,548.238,2,4.47696,24.9771,12.6913,1.44573,0.0507281,9.4663,3.30753,0.982353,0.23721,1.07367
6494,541.645,2,4.45246,24.9574,12.7842,1.42854,0.0506173,9.44491,3.29739,0.966875,0.238422,1.10184
6495,553.801,2,4.41361,24.8722,12.9652,1.42296,0.0514336,9.45342,3.3033,0.978872,0.242214,1.10952
6496,560.055,2,4.51105,24.8105,12.8855,1.43776,0.0518678,9.35311,3.30469,0.97183,0.254488,1.11027
6497,557.422,2,4.59395,24.6866,12.8491,1.45648,0.0512442,9.29721,3.33776,0.974587,0.258899,1.11616
6498,558.219,2,4.74977,24.6581,12.5586,1.46408,0.0512538,9.15135,3.34283,0.978893,0.264354,1.11972
6499,560.454,2,4.58834,24.7587,12.5994,1.44185,0.052367,9.32396,3.36076,1.01745,0.266876,1.12222
6500,552.03,2,4.6136,24.887,12.6979,1.42764,0.0527303,9.32655,3.35239,1.0026,0.267055,1.14683
6501,547.766,2,4.68942,24.9209,12.9861,1.42707,0.0521066,9.25568,3.36739,0.998713,0.264999,1.13919
6502,541.73,2,4.6387,25.0429,12.9384,1.4187,0.0512383,9.30437,3.31768,1.00147,0.262744,1.14031
6503,546.957,2,4.32746,25.0002,13.0271,1.42383,0.0512003,9.63238,3.3078,1.00411,0.259047,1.11759
6504,546.012,2,4.20273,24.9977,12.8768,1.42884,0.050812,9.74929,3.26534,1.00476,0.260611,1.10043
6505,546.391,2,4.51453,24.9709,12.7161,1.45209,0.049526,9.44071,3.27082,1.00032,0.263738,1.07029
6506,545.516,2,4.63816,24.8822,12.6723,1.45208,0.0494861,9.31766,3.30097,0.971692,0.267261,1.06211
6507,548.708,2,4.78958,24.7823,12.4142,1.45209,0.0492847,9.14384,3.29826,0.967869,0.26633,1.08069
6508,552.232,2,4.8353,24.7447,11.9898,1.47011,0.049278,9.14482,3.32654,0.96295,0.266551,1.06741
6509,550.346,2,4.8367,24.7248,11.7966,1.48113,0.0492906,9.1626,3.33806,0.965536,0.264005,1.05344
6510,549.962,2,4.82967,24.7454,11.8413,1.48556,0.0493264,9.16208,3.32633,0.978296,0.261344,1.04664
6511,552.188,2,4.79352,24.8108,11.9415,1.49131,0.049576,9.17535,3.36125,0.983046,0.258259,1.03242
6512,537.403,2,4.58618,24.8462,11.851,1.46375,0.0491803,9.38603,3.36004,0.971619,0.259619,1.03299
6513,545.188,2,4.62443,24.8581,11.8786,1.46376,0.0497773,9.3252,3.34991,0.964726,0.256186,1.02057
6514,543.117,2,4.664,24.6921,11.6507,1.46801,0.0489906,9.28581,3.34275,0.973571,0.253623,1.02153
6515,552.139,2,4.79322,24.5554,11.6532,1.47404,0.0481424,9.16556,3.36459,1.00967,0.254292,1.04348
6516,546.759,2,5.01502,24.6326,11.8503,1.47916,0.047523,8.93054,3.35222,1.02261,0.252107,1.05414
6517,546.857,2,4.85267,24.5844,11.9401,1.48852,0.0475495,9.1158,3.38641,1.01683,0.246468,1.04418
6518,544.887,2,4.77313,24.5178,11.8645,1.50389,0.047349,9.23199,3.40887,0.992298,0.240228,1.04378
6519,538.796,2,4.70463,24.5035,11.9967,1.45984,0.0487452,9.3047,3.37809,0.987976,0.237316,1.05524
6520,539.006,2,4.91847,24.5739,12.1272,1.44454,0.0483157,9.07048,3.35003,1.00207,0.236737,1.06922
6521,542.292,2,4.84136,24.6456,12.3099,1.45381,0.0471368,9.12218,3.35188,1.02339,0.238631,1.05938
6522,540.594,2,4.79642,24.8128,12.0005,1.47502,0.0455694,9.14708,3.32514,1.02708,0.240293,1.05226
6523,544.088,2,4.78937,24.7774,11.7555,1.46395,0.0467989,9.13925,3.30156,1.00393,0.244176,1.0455
6524,546.966,2,4.8469,24.7123,11.4685,1.49709,0.0455907,9.11602,3.34356,0.976891,0.245105,1.05636
6525,549.49,2,4.91609,24.6499,11.4997,1.52662,0.0449298,9.07417,3.35327,0.972661,0.247386,1.0458
6526,561.872,2,4.91551,24.5221,11.3584,1.57301,0.0436122,9.10004,3.36444,1.00299,0.250658,1.05626
6527,552.301,2,4.91668,24.4787,11.3524,1.55355,0.0450148,9.08296,3.34648,1.01674,0.251407,1.05368
6528,551.559,2,4.91485,24.5104,11.5997,1.56215,0.0447951,9.05335,3.31695,1.00777,0.253824,1.06758
6529,544.391,2,4.68877,24.6052,11.8374,1.54868,0.0449614,9.28611,3.31195,0.971746,0.25783,1.08356
6530,545.067,2,4.77471,24.6125,11.7681,1.53524,0.045343,9.19638,3.29633,0.972234,0.259453,1.07272
6531,543.168,2,4.81685,24.6449,11.8851,1.54047,0.0448739,9.15055,3.28927,0.973777,0.259457,1.04831
6532,544.797,2,4.80818,24.7539,12.0421,1.50856,0.0454615,9.17066,3.3009,1.00074,0.260321,1.0523
6533,546.756,2,4.93393,24.8161,12.1168,1.50321,0.0457325,9.05618,3.3304,0.988837,0.262754,1.05062
6534,558.114,2,5.05366,24.9024,12.0695,1.5083,0.046775,8.91401,3.33197,1.00646,0.263843,1.04764
6535,534.764,2,5.05017,24.9811,11.9318,1.51899,0.0449171,8.89113,3.30037,0.988441,0.26153,1.03791
6536,540.345,2,5.23495,24.9381,11.7779,1.52925,0.0434507,8.72132,3.30883,0.994271,0.257632,1.04576
6537,539.993,2,5.36977,24.8786,11.9602,1.51759,0.0435092,8.62308,3.32715,1.01058,0.254393,1.03612
6538,534.395,2,5.28542,24.8882,12.0865,1.51758,0.0427802,8.70841,3.32402,0.990761,0.251091,1.03025
6539,540.71,2,5.07614,24.9511,12.1072,1.50397,0.04388,8.95041,3.36258,0.986175,0.247199,1.01732
6540,543.756,2,4.92732,24.9181,12.167,1.50399,0.0445121,9.07807,3.32365,0.997361,0.245968,1.00962
6541,534.027,2,4.84784,24.7528,12.297,1.51481,0.0431213,9.1456,3.30637,1.00772,0.244812,0.988258
6542,536.195,2,4.96651,24.6235,12.524,1.50991,0.0433908,9.03129,3.32337,1.00166,0.242762,0.971219
6543,539.549,2,5.18894,24.5616,12.3036,1.5163,0.0429247,8.79858,3.33162,0.996161,0.242304,0.982053
6544,542.256,2,5.00505,24.6341,12.3478,1.52079,0.0431452,8.97162,3.32722,0.995323,0.241597,0.985793
6545,532.77,2,5.03662,24.674,12.2628,1.51474,0.0433974,8.88201,3.29043,0.974413,0.239517,0.978162
6546,541.112,2,5.18191,24.6603,12.1169,1.51022,0.0434324,8.72866,3.29577,0.959846,0.247001,0.989946
6547,544.073,2,5.2098,24.7565,12.1118,1.51245,0.044394,8.71259,3.31026,0.97055,0.246833,0.962646
6548,535.583,2,5.14153,24.8133,12.1282,1.50516,0.0442473,8.79022,3.3187,0.967026,0.24682,0.9603
6549,539.848,2,5.02052,24.8433,11.9315,1.49119,0.0449479,8.92367,3.31505,0.958733,0.24715,0.976771
6550,533.229,2,5.07986,24.7571,11.9071,1.4751,0.0449503,8.86902,3.31359,0.940215,0.250636,0.979913
6551,540.374,2,5.03753,24.585,11.7818,1.46671,0.0457959,8.91816,3.29768,0.927313,0.252767,0.988523
6552,538.132,2,4.85983,24.5355,11.7943,1.46672,0.0462491,9.10384,3.2886,0.922357,0.253413,0.976309
6553,535.719,2,4.83293,24.6131,12.0074,1.45897,0.0460476,9.09696,3.28541,0.922703,0.255994,0.973164
6554,537.301,2,4.92303,24.6727,11.9378,1.46845,0.0457849,8.99565,3.27979,0.906194,0.259609,0.96232
6555,534.696,2,4.88219,24.571,11.9724,1.45626,0.0462084,9.04835,3.29522,0.896218,0.262985,0.945181
6556,544.408,2,4.95247,24.5232,12.1174,1.47433,0.0457076,8.99428,3.30984,0.90446,0.266592,0.946059
6557,544.946,2,4.95261,24.4706,12.3793,1.45504,0.0461927,9.00311,3.30214,0.951985,0.275015,0.941647
6558,543.351,2,5.02164,24.4879,12.3782,1.44068,0.0468218,8.93548,3.30814,0.974059,0.276189,0.942407
6559,541.668,2,4.9488,24.6233,12.2679,1.44304,0.0470979,9.02332,3.33175,0.952583,0.275394,0.946983
6560,540.632,2,4.92371,24.7364,12.4281,1.44922,0.0474917,9.05827,3.30546,0.928525,0.275478,0.949442
6561,538.715,2,4.96376,24.7992,12.4534,1.45773,0.0479143,9.05511,3.30138,0.905184,0.272353,0.937107
6562,538.038,2,4.97788,24.9192,12.5079,1.44789,0.0485509,9.04418,3.35112,0.890098,0.268751,0.92912
6563,535.267,2,4.83985,24.8892,12.7033,1.4361,0.0483293,9.17054,3.36559,0.906467,0.261256,0.939688
6564,529.696,2,4.69486,24.7799,12.8928,1.43307,0.0475542,9.27701,3.32599,0.891995,0.257222,0.960169
6565,534.993,2,4.65792,24.687,13.1287,1.41475,0.0475322,9.29658,3.30879,0.926314,0.25415,0.971548
6566,544.803,2,4.90502,24.6533,13.2675,1.40868,0.0487104,9.006,3.28592,0.942704,0.250723,0.983319
6567,542.687,2,5.03156,24.6043,13.2472,1.40869,0.0493955,8.873,3.27476,0.95962,0.247816,0.982508
6568,541.23,2,5.15253,24.6759,13.2595,1.41709,0.0482499,8.75768,3.29896,0.995657,0.246677,0.989678
6569,540.663,2,5.17442,24.8194,13.4059,1.40596,0.0488058,8.75349,3.32079,0.986384,0.249251,0.9939
6570,542.186,2,5.20636,24.9189,13.1612,1.41055,0.0486555,8.7233,3.31989,0.974659,0.252137,1.00634
6571,538.191,2,5.25814,24.9396,13.0122,1.41055,0.0486388,8.6667,3.30838,0.964794,0.251013,1.00825
6572,537.917,2,5.3515,24.9629,12.999,1.40336,0.0490195,8.56003,3.30295,0.943967,0.249645,1.02527
6573,541.465,2,5.40324,25.0608,12.9791,1.38157,0.0500599,8.49849,3.30311,0.933985,0.250564,1.04954
6574,545.908,2,5.26911,25.0589,12.9735,1.39992,0.0497381,8.65035,3.29366,0.942857,0.249779,1.06001
6575,551.941,2,5.37337,24.9349,12.7204,1.41954,0.0502222,8.58642,3.29357,0.953135,0.247069,1.06368
6576,540.262,2,5.40937,24.8592,12.3813,1.42605,0.0495354,8.57026,3.32807,0.962997,0.245006,1.04511
6577,542.391,2,5.24549,24.8852,12.5702,1.44278,0.0489023,8.75009,3.35621,0.958184,0.24211,1.03908
6578,540.577,2,5.16961,24.8287,12.7259,1.44891,0.0475267,8.86556,3.38626,0.992406,0.243498,1.02659
6579,539.349,2,5.15225,24.755,12.8609,1.4489,0.0469996,8.90392,3.40677,0.994434,0.2436,1.01877
6580,537.789,2,5.12217,24.648,12.7504,1.45629,0.0466015,8.92631,3.38569,0.9917,0.242663,1.00622
6581,546.08,2,5.31037,24.4804,12.5878,1.47547,0.046097,8.73104,3.41811,0.99882,0.241169,1.00026
6582,540.652,2,5.23531,24.442,12.6133,1.49634,0.0447894,8.77666,3.41748,1.00219,0.242009,0.987023
6583,539.721,2,5.26907,24.3738,12.842,1.49634,0.0447834,8.71378,3.39269,0.998934,0.244425,0.977969
6584,542.543,2,5.17159,24.2735,12.7396,1.48957,0.0450802,8.79366,3.37081,0.989101,0.25085,0.981169
6585,536.852,2,4.92006,24.1891,12.7517,1.48168,0.0452794,9.05339,3.36035,0.985952,0.251851,0.96528
6586,542.821,2,4.75756,24.1461,12.8444,1.48919,0.0453367,9.21212,3.33443,1.0096,0.252315,0.944631
6587,533.854,2,4.88221,24.0172,12.9933,1.48918,0.0452648,9.07938,3.30995,0.997575,0.250763,0.931287
6588,541.204,2,4.99376,23.9072,12.9794,1.48919,0.0460195,8.95541,3.2962,1.00612,0.248721,0.918405
6589,533.092,2,4.92837,23.8588,13.1926,1.48453,0.046112,9.00313,3.28465,1.01291,0.243809,0.896072
6590,541.613,2,4.78548,23.8593,13.265,1.49143,0.0464567,9.14995,3.29251,1.01639,0.24351,0.877292
6591,544.233,2,4.84624,23.9115,13.2636,1.4812,0.0479302,9.09695,3.31611,0.999826,0.242161,0.879347
6592,534.5,2,4.97184,23.9701,13.1627,1.47405,0.0475569,8.97602,3.32198,0.999227,0.244338,0.867085
6593,527.214,2,4.99675,23.9969,13.3154,1.47401,0.0462076,8.9376,3.29735,0.998857,0.246002,0.855655
6594,530.905,2,5.18837,24.0416,13.2516,1.4811,0.045394,8.75354,3.29232,0.997598,0.245378,0.844196
6595,537.124,2,5.10792,24.1145,13.3908,1.49989,0.0448531,8.81467,3.27344,0.998624,0.246521,0.831339
6596,542.935,2,4.92777,24.2011,13.8003,1.4999,0.0449975,8.99636,3.26353,1.01372,0.247067,0.850287
6597,540.253,2,4.76941,24.2221,13.9959,1.50757,0.0448859,9.16313,3.25267,1.00335,0.249447,0.860848
6598,542.136,2,4.61454,24.1623,13.901,1.52031,0.0443116,9.35607,3.27459,1.00796,0.252651,0.861485
6599,541.883,2,4.69232,24.1547,13.9571,1.5127,0.0445614,9.27125,3.2861,0.996335,0.255989,0.884045
6600,550.301,2,5.05495,24.1192,13.9572,1.53488,0.0445401,8.88083,3.27954,0.996781,0.255724,0.899446
6601,539.465,2,5.07976,24.3115,13.8269,1.54036,0.0438794,8.8575,3.2836,0.983569,0.25825,0.905369
6602,537.612,2,5.22062,24.4303,13.8313,1.53657,0.0426789,8.73828,3.32813,0.992878,0.262938,0.905015
6603,540.109,2,5.27331,24.4745,13.7729,1.53656,0.0423067,8.69378,3.337,0.997901,0.263107,0.911458
6604,547.222,2,5.13918,24.453,13.5283,1.53516,0.0434783,8.80521,3.33336,0.99456,0.263079,0.904857
6605,546.809,2,5.17517,24.4731,13.242,1.5477,0.0430168,8.7621,3.36047,0.99974,0.262052,0.915669
6606,546.657,2,5.2619,24.5544,13.1314,1.54105,0.0431737,8.66472,3.37385,1.00354,0.262372,0.939809
6607,547.489,2,5.38097,24.4931,13.0355,1.54918,0.0434808,8.53151,3.39127,0.996385,0.260941,0.936577
6608,536.796,2,5.45265,24.4559,13.0676,1.5358,0.0434885,8.49124,3.43711,0.989871,0.255202,0.938846
6609,537.018,2,5.53827,24.4405,13.1659,1.52554,0.0435893,8.38612,3.41513,1.00886,0.252515,0.923548
6610,547.025,2,5.51932,24.3365,13.6184,1.51519,0.0442583,8.39506,3.41337,1.01934,0.254495,0.933972
6611,546.537,2,5.31277,24.3554,13.929,1.51462,0.0448331,8.58882,3.39367,1.02857,0.250192,0.945931
6612,542.004,2,5.04198,24.3499,14,1.50048,0.0454122,8.86217,3.38102,1.0272,0.25246,0.941337
6613,552.498,2,5.05422,24.3391,14.0857,1.51964,0.0456531,8.85579,3.35383,1.03481,0.25158,0.94717
6614,548.96,2,5.13192,24.3601,14.1498,1.52513,0.0460751,8.79883,3.34211,1.05709,0.251455,0.92762
6615,549.316,2,5.41037,24.3846,14.1115,1.50964,0.0472295,8.51757,3.31923,1.07298,0.254531,0.917877
6616,551.074,2,5.49075,24.3624,14.2771,1.50232,0.048237,8.43531,3.31498,1.10299,0.253146,0.900381
6617,550.582,2,5.58188,24.4238,14.3611,1.50233,0.0488346,8.34639,3.34848,1.10564,0.251489,0.896731
6618,540.694,2,5.65157,24.4282,14.394,1.50233,0.0485216,8.27081,3.36716,1.08677,0.249963,0.882073
6619,538.882,2,5.62067,24.389,14.2229,1.51389,0.0478604,8.33208,3.38873,1.06294,0.245159,0.871867
6620,546.566,2,5.32541,24.4072,14.3343,1.54007,0.0467847,8.64339,3.38528,1.04196,0.247888,0.87277
6621,555.993,2,5.32421,24.4195,14.371,1.54028,0.048556,8.64628,3.38037,1.03466,0.243833,0.882068
6622,549.396,2,5.28449,24.2902,13.9451,1.52519,0.0495334,8.70308,3.39701,1.01096,0.242243,0.909138
6623,552.446,2,5.17901,24.1264,13.6502,1.52255,0.0500896,8.84603,3.43271,1.03254,0.24114,0.89532
6624,546.896,2,5.09862,23.993,13.5527,1.51687,0.0499296,8.93926,3.4223,1.06084,0.242104,0.880991
6625,550.334,2,4.95122,24.0322,13.2461,1.51116,0.0498966,9.09813,3.41568,1.08202,0.239453,0.900736
6626,551.786,2,5.21033,24.1118,13.0081,1.52078,0.0499679,8.8546,3.40902,1.07139,0.237712,0.913849
6627,555.35,2,5.16121,24.3188,12.6737,1.52879,0.050038,8.91339,3.41361,1.08541,0.236678,0.919348
6628,551.996,2,5.23619,24.392,12.6439,1.5066,0.0512416,8.82208,3.40533,1.08015,0.235068,0.938329
6629,552.644,2,5.34337,24.4192,12.7555,1.51423,0.0511466,8.68952,3.38489,1.06762,0.233809,0.959364
6630,553.927,2,5.32914,24.3906,12.8833,1.52008,0.0508622,8.70832,3.39094,1.08186,0.230252,0.977584
6631,552.068,2,5.20999,24.3775,12.9641,1.52448,0.0505539,8.83876,3.38074,1.09433,0.225894,0.996769
6632,559.368,2,5.3521,24.2971,13.0397,1.52787,0.0509827,8.70116,3.37678,1.15326,0.22134,0.987744
6633,541.462,2,5.46308,24.3735,13.0523,1.51883,0.0504096,8.58141,3.36407,1.1559,0.215728,0.986355
6634,553.338,2,5.36148,24.404,13.2101,1.5215,0.050939,8.6464,3.32714,1.16583,0.213491,0.982511
6635,543.716,2,5.27861,24.4845,13.4747,1.53069,0.0503491,8.72042,3.32746,1.1372,0.209934,0.981093
6636,555.442,2,5.05743,24.5573,13.6193,1.5307,0.0507273,8.93809,3.33986,1.14587,0.21234,0.972749
6637,547.701,2,4.91891,24.5759,13.4596,1.53366,0.0496308,9.06978,3.33357,1.14952,0.215862,0.972303
6638,545.232,2,4.73864,24.6525,13.3415,1.52398,0.049311,9.24378,3.34268,1.15089,0.220578,0.953957
6639,553.864,2,4.74909,24.7051,13.3091,1.52823,0.0497894,9.20678,3.33079,1.14013,0.224394,0.944206
6640,539.397,2,4.62212,24.7383,13.1257,1.51127,0.0497163,9.33087,3.33886,1.10294,0.227083,0.938149
6641,536.295,2,4.70483,24.7565,13.2278,1.46726,0.0503501,9.25017,3.36298,1.08993,0.231489,0.92365
6642,544.197,2,4.76384,24.8021,13.5343,1.44016,0.0508307,9.20276,3.36475,1.09323,0.237501,0.92949
6643,536.078,2,4.80382,24.8064,13.5394,1.43585,0.0499576,9.15707,3.34125,1.07474,0.243787,0.920537
6644,536.339,2,4.74676,24.8269,13.6128,1.42139,0.0495087,9.20094,3.33153,1.06865,0.246701,0.925159
6645,543.438,2,4.88433,24.7704,13.4722,1.41976,0.049843,9.05445,3.3303,1.05253,0.249841,0.923063
6646,540.484,2,4.85591,24.807,13.4999,1.41398,0.0496025,9.0609,3.30991,1.03654,0.254617,0.936886
6647,543.967,2,4.94716,24.932,13.2323,1.41399,0.049805,8.97909,3.30495,1.02739,0.256578,0.94096
6648,541.108,2,5.11882,24.9213,13.0597,1.44315,0.0480957,8.83513,3.33917,1.02176,0.255825,0.933488
6649,537.622,2,5.09935,24.9207,13.0912,1.43971,0.0477223,8.86683,3.35154,1.03665,0.253353,0.92794
6650,536.382,2,4.8758,24.8873,13.2174,1.44739,0.0467419,9.08349,3.33263,1.04121,0.25207,0.92795
6651,538.201,2,4.61225,24.856,13.2408,1.47308,0.0455546,9.34533,3.32335,1.04427,0.249971,0.911216
6652,530.276,2,4.65657,24.881,13.3553,1.4802,0.0443619,9.30387,3.33464,1.02947,0.252133,0.893737
6653,538.742,2,4.73576,24.8032,13.4671,1.49139,0.0434223,9.21774,3.35527,1.05205,0.252656,0.882783
6654,538.087,2,4.7133,24.8184,13.6451,1.50679,0.0426372,9.24152,3.39404,1.05298,0.251194,0.872262
6655,541.943,2,4.75631,24.7385,13.5056,1.52987,0.0414233,9.17919,3.38615,1.06364,0.255037,0.865143
6656,538.51,2,4.81893,24.5848,13.8149,1.52589,0.0412213,9.10847,3.37924,1.08771,0.255929,0.861576
6657,537.986,2,4.82454,24.52,13.855,1.53372,0.0408645,9.09982,3.38496,1.10362,0.252678,0.852465
6658,537.908,2,4.86412,24.2621,13.997,1.54026,0.0409361,9.04581,3.36948,1.08854,0.249043,0.859802
6659,543.56,2,4.92325,24.018,13.9425,1.54172,0.0416533,8.96961,3.3489,1.06947,0.251531,0.865653
6660,548.416,2,5.03263,23.9776,14.0105,1.55697,0.0424643,8.86758,3.33812,1.06479,0.249259,0.862761
