iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
430,459.766,1,21.8959,24.4756,14.257,1.58296,0.0412883,1.00117,-0.469836,0.185325,1.13806,0.274565,0.873837
431,448.342,1,22.2639,24.6876,12.7412,1.58285,0.0360903,1.09489,-0.477033,0.192906,1.05384,0.27028,0.819045
432,445.091,1,22.2027,24.7792,13.0829,1.52507,0.0393285,1.04985,-0.483733,0.187987,1.05657,0.255743,0.773458
433,456.516,1,22.4227,24.1125,13.0943,1.57613,0.0446577,1.04495,-0.496399,0.184908,1.07264,0.238174,0.832003
434,452.217,1,22.6074,23.6225,12.6276,1.5761,0.0434746,1.06658,-0.496243,0.185214,0.979021,0.235976,0.870691
435,447.458,1,22.0183,23.4085,13.022,1.60058,0.0385628,1.11473,-0.46693,0.185059,1.05274,0.226513,0.826543
436,453.464,1,21.8161,23.7601,13.4764,1.63677,0.0393029,1.08046,-0.473426,0.176624,1.09495,0.238869,0.840394
437,453.927,1,22.4504,24.001,12.7299,1.53096,0.0427489,1.04403,-0.489079,0.191374,1.06694,0.246382,0.885215
438,454.428,1,22.4771,24.273,12.4305,1.5309,0.0416127,0.954188,-0.490631,0.191688,1.05333,0.259445,0.940252
439,452.813,1,22.4849,24.7843,12.0566,1.57843,0.043136,1.01539,-0.492137,0.193094,0.889344,0.244679,0.885942
440,450.785,1,22.829,25.0145,11.3396,1.58163,0.0400055,1.03256,-0.507947,0.190987,0.971522,0.229925,0.925096
441,445.836,1,22.4894,25.1274,12.765,1.53275,0.0399193,1.1187,-0.495252,0.187783,0.989309,0.231736,0.889469
442,450.268,1,21.6909,24.7731,13.2018,1.61331,0.0420949,0.976959,-0.462034,0.189418,0.899037,0.225553,0.851321
443,451.564,1,22.5547,24.5574,13.0532,1.52606,0.044657,1.10879,-0.492453,0.19326,1.00445,0.243945,0.808868
444,448.904,1,22.6231,24.2204,13.3605,1.59573,0.0397191,1.17829,-0.488092,0.198914,0.94731,0.245719,0.792599
445,449.499,1,22.6248,24.0138,12.7825,1.6405,0.0367588,1.14704,-0.486942,0.193769,0.922888,0.271992,0.786971
446,448.738,1,22.6978,23.7567,12.5484,1.58419,0.0376962,1.02043,-0.487634,0.191138,1.00951,0.261761,0.822047
447,447.766,1,21.6578,23.845,13.5577,1.52357,0.0358546,1.0185,-0.455276,0.192138,1.08563,0.285484,0.865512
448,447,1,22.3705,23.99,14.3595,1.53873,0.0393663,1.03348,-0.487095,0.195494,1.01049,0.263484,0.783524
449,454.074,1,21.53,23.6412,13.3564,1.67312,0.037002,0.964207,-0.455966,0.185963,0.966425,0.266334,0.829409
450,450.262,1,21.8598,23.6342,13.7309,1.71213,0.0269541,1.03369,-0.463121,0.185232,1.08115,0.287165,0.840241
451,447.921,1,21.7952,23.6127,13.668,1.71213,0.0281913,0.954235,-0.471009,0.181034,1.01262,0.30418,0.778453
452,445.114,1,22.3274,23.737,13.2103,1.60997,0.0349807,0.959562,-0.485291,0.185998,0.98165,0.305046,0.689211
453,447.555,1,22.5258,23.8386,13.3084,1.55406,0.039077,1.05334,-0.490207,0.1876,1.04201,0.302026,0.679934
454,446.273,1,22.1219,23.7336,13.8464,1.65506,0.0347843,1.1008,-0.479098,0.185613,0.937491,0.314548,0.646958
455,451.147,1,22.0735,24.0684,13.5517,1.61282,0.0403055,0.999028,-0.473161,0.184743,0.97895,0.277182,0.739973
456,456.012,1,21.8376,24.3979,13.4679,1.61278,0.0384259,1.00597,-0.470212,0.190976,1.02262,0.312433,0.774018
457,449.704,1,22.0377,24.3322,12.7724,1.50278,0.0397922,1.07208,-0.470584,0.19055,1.00489,0.286103,0.882422
458,456.932,1,22.1996,24.5564,10.8291,1.50292,0.0447121,1.09253,-0.475458,0.191905,0.877354,0.29754,0.962183
459,452.184,1,22.0044,24.3818,11.0164,1.50286,0.0425272,1.14178,-0.469594,0.187683,0.870882,0.284152,1.00342
460,454.038,1,22.4055,24.7271,10.2923,1.45353,0.0429526,1.15599,-0.492964,0.183925,0.944368,0.291562,1.05441
461,453.285,1,22.7459,25.1092,11.2476,1.55335,0.0378297,1.18928,-0.498932,0.182306,0.90682,0.294391,1.06321
462,448.54,1,23.1419,25.0148,11.5349,1.5074,0.0407906,1.14087,-0.511992,0.175276,0.897585,0.270841,1.03228
463,453.591,1,22.0943,25.3941,11.779,1.48925,0.0417223,1.14754,-0.474767,0.183682,0.873557,0.299882,1.08514
464,456.766,1,22.4511,25.2205,10.236,1.59463,0.0363241,1.18241,-0.490151,0.200042,0.85348,0.279418,1.15901
465,457.875,1,22.5546,24.8879,11.5917,1.68551,0.0329823,1.09666,-0.490328,0.194118,0.862377,0.285964,1.09425
466,455.362,1,22.4415,24.569,11.5696,1.68549,0.0322705,1.18,-0.493344,0.184095,0.901398,0.297925,0.997961
467,452.074,1,22.6956,24.7774,9.9523,1.62269,0.0340551,1.07868,-0.496333,0.191686,0.871985,0.277359,1.0506
468,454.428,1,22.4177,24.9194,10.2872,1.62267,0.0336033,1.05571,-0.486987,0.199164,0.979265,0.279173,0.990799
469,458.479,1,22.9918,25.4606,10.9066,1.60021,0.0397047,1.0712,-0.512842,0.194178,0.947034,0.283397,0.94855
470,455.473,1,22.8345,24.9588,11.5238,1.65727,0.0351801,1.02065,-0.510809,0.194204,0.999082,0.279036,0.866452
471,458.607,1,23.4765,25.2217,12.5372,1.62637,0.0381562,1.03694,-0.534173,0.195621,1.00343,0.2902,0.868233
472,455.167,1,22.18,25.1405,13.6041,1.62634,0.0389398,1.06081,-0.482109,0.185638,1.02697,0.276315,0.847867
473,457.578,1,23.106,24.5022,13.1305,1.67213,0.0388586,1.04765,-0.514901,0.194188,0.964174,0.255433,0.861118
474,456.723,1,22.8253,24.8118,13.7574,1.58869,0.0407731,1.09354,-0.503901,0.191627,1.00249,0.271386,0.881842
475,458.246,1,23.1604,24.7898,13.4626,1.6729,0.0380332,0.959295,-0.516413,0.185842,0.93651,0.266589,0.945434
476,454.328,1,22.3025,24.3961,13.1885,1.67283,0.0362846,1.04153,-0.47688,0.189864,0.926061,0.258269,0.958171
477,453.001,1,21.8177,24.8928,13.4412,1.63082,0.035725,1.00742,-0.462079,0.186365,1.01398,0.26211,0.921906
478,453.876,1,22.145,25.3773,12.7955,1.59898,0.0377727,1.01099,-0.474107,0.186506,0.916938,0.297557,0.917191
479,462.048,1,21.6866,25.1621,12.1251,1.57732,0.047265,0.96894,-0.462311,0.184999,0.930672,0.267806,0.908504
480,458.999,1,22.9537,24.6198,12.3224,1.46436,0.0542743,1.05037,-0.507953,0.190424,0.817507,0.275355,0.858386
481,462.87,1,22.1469,24.8735,12.0986,1.55254,0.0500948,1.01273,-0.477219,0.191622,0.779606,0.308611,0.881132
482,461.148,1,22.3868,24.7429,12.4949,1.61762,0.0480229,1.05217,-0.489153,0.184446,0.793324,0.313184,0.790177
483,453.381,1,22.2607,24.9868,12.1445,1.49735,0.0480067,1.17891,-0.484324,0.183219,0.821286,0.287682,0.854698
484,451.17,1,22.4714,25.3199,10.7429,1.49726,0.0439338,1.05999,-0.483698,0.190851,0.868634,0.313852,0.843075
485,458.443,1,22.3751,25.4455,11.6848,1.49734,0.0469804,1.02438,-0.489015,0.191641,0.934209,0.293923,0.876064
486,467.778,1,22.1953,24.6693,11.7583,1.56951,0.0488531,0.998032,-0.485321,0.185826,0.895484,0.312856,0.921317
487,465.933,1,21.6281,24.481,11.6162,1.56946,0.0476135,1.00266,-0.461343,0.174127,0.922773,0.347703,0.879852
488,455.168,1,22.1539,24.3608,11.5177,1.56686,0.0437667,1.04955,-0.481586,0.181678,0.897702,0.313407,0.784758
489,446.371,1,22.4593,24.4865,10.6896,1.56678,0.0392438,1.03824,-0.493225,0.17856,0.770594,0.306094,0.895589
490,449.613,1,22.5352,24.7131,11.9029,1.56675,0.0382938,1.06531,-0.486146,0.187312,0.856513,0.299358,0.906345
491,450.12,1,22.5079,25.2307,12.2858,1.4864,0.0415239,1.1204,-0.487055,0.184664,0.893492,0.308245,0.936845
492,452.969,1,22.7412,24.7388,11.9131,1.58307,0.0385745,1.12844,-0.498583,0.188557,0.864504,0.280125,0.994318
493,453.113,1,22.9682,25.0256,12.1017,1.60749,0.0366961,1.12368,-0.508083,0.1905,0.871311,0.292206,0.957573
494,455.062,1,22.7852,25.3373,11.9952,1.70344,0.036592,1.12328,-0.505622,0.18612,0.85773,0.269425,0.898334
495,464.035,1,22.2911,25.2092,10.4993,1.66915,0.0412185,1.04307,-0.479931,0.188054,0.942926,0.277873,0.946566
496,458.734,1,22.4616,25.3557,11.4739,1.63481,0.0415072,1.03582,-0.49313,0.189014,0.874981,0.302392,0.837011
497,464.562,1,22.2292,25.6341,11.6412,1.63488,0.0448094,0.987949,-0.48272,0.191124,0.837008,0.314887,0.879497
498,459.018,1,22.7178,25.5209,10.5562,1.63485,0.0449734,1.04291,-0.494646,0.187342,0.75714,0.299146,0.899602
499,455.349,1,22.1229,24.9184,10.2277,1.63484,0.0441659,1.10832,-0.48438,0.181703,0.697271,0.30917,0.847481
500,455.884,2,21.6911,24.8729,10.8731,1.60521,0.0416225,1.04527,-0.458381,0.182089,0.751382,0.33515,0.907996
501,461.206,2,22.3955,24.5916,11.1785,1.6563,0.0406137,1.06235,-0.489121,0.194596,0.792727,0.329425,0.888083
502,454.214,2,21.9544,24.6614,11.824,1.65625,0.037507,1.11897,-0.466338,0.187644,0.730501,0.333513,0.900131
503,450.239,2,22.5938,24.639,11.2599,1.62145,0.0384212,1.1016,-0.495835,0.185515,0.742723,0.314556,0.867925
504,447.01,2,22.2293,25.7077,10.9311,1.52897,0.0386616,0.988913,-0.480305,0.181158,0.867029,0.290273,0.945961
505,447.94,2,22.1869,25.7519,11.8037,1.49892,0.037772,1.03094,-0.474051,0.183184,0.946466,0.300215,0.975282
506,455.128,2,21.9201,26.108,11.7389,1.46183,0.041154,1.00384,-0.466912,0.186417,1.02401,0.289366,1.09246
507,459.641,2,22.2456,25.8317,11.6295,1.49255,0.0434804,1.09101,-0.471791,0.191174,0.96675,0.289036,1.08861
508,458.695,2,22.3443,25.6385,12.9836,1.55811,0.0415658,1.11137,-0.48264,0.186078,0.923046,0.286988,1.05111
509,464.684,2,22.491,25.9698,10.6353,1.55811,0.0408432,1.06387,-0.485011,0.197199,1.04374,0.283989,1.10625
510,475.134,2,22.5568,25.8917,12.0508,1.61916,0.0425813,1.14207,-0.486825,0.197429,1.06749,0.298756,1.14854
511,480.577,2,22.2286,25.465,11.3853,1.64619,0.0474773,1.07887,-0.481426,0.1942,1.13016,0.299965,0.989844
512,466.583,2,22.1105,24.9016,13.0535,1.60799,0.0467474,1.01011,-0.473752,0.189232,0.994423,0.282302,0.899274
513,461.655,2,22.8921,24.7634,12.3378,1.60795,0.0446241,1.02199,-0.509721,0.186948,0.999185,0.283587,0.843292
514,451.901,2,22.758,25.2265,12.0426,1.6053,0.0399913,1.05553,-0.500462,0.18318,0.894381,0.279881,0.867704
515,458.118,2,22.5565,25.3357,11.7687,1.60537,0.0429888,1.04891,-0.488962,0.187353,0.899147,0.276807,0.886773
516,451.912,2,23.204,25.6656,11.357,1.49998,0.0439554,1.10275,-0.509802,0.186453,0.929047,0.275006,0.917617
517,452.027,2,22.2076,26.1274,12.0936,1.41903,0.044434,1.05725,-0.480817,0.188069,0.967675,0.289461,0.98562
518,450.758,2,22.3532,26.0426,11.5897,1.53555,0.0367653,1.0231,-0.48438,0.184229,0.995855,0.307221,0.936202
519,451.698,2,22.0868,25.9044,11.0249,1.495,0.0393476,1.03117,-0.474618,0.185664,0.969549,0.30126,0.980482
520,459.517,2,22.5634,25.7106,11.4024,1.45584,0.0424257,1.05831,-0.492872,0.189241,1.01717,0.314523,1.07428
521,457.783,2,22.3335,25.623,12.0342,1.4164,0.0440003,1.08626,-0.483097,0.187794,1.00403,0.304603,1.1318
522,465.852,2,22.6297,25.5534,13.0453,1.52092,0.0447114,1.14762,-0.501765,0.186677,0.87535,0.309158,1.19237
523,461.676,2,22.2555,25.1654,13.3045,1.42204,0.048929,1.02673,-0.48598,0.190376,0.890192,0.306623,1.10544
524,465.894,2,22.4824,24.9364,11.1679,1.55529,0.0435648,1.05169,-0.482034,0.185826,0.976272,0.289285,1.13699
525,462.408,2,22.3058,25.0515,10.8077,1.50415,0.0472486,0.999693,-0.482573,0.182159,0.960276,0.275444,1.07519
526,458.616,2,22.6834,25.5237,10.8552,1.58944,0.039519,1.12706,-0.49416,0.190808,0.934403,0.294455,1.0084
527,453.368,2,22.1872,25.3561,10.7514,1.54707,0.0386377,1.10128,-0.474456,0.193117,0.909297,0.30345,0.976453
528,452.924,2,22.5405,25.4689,10.9545,1.54707,0.0387852,1.09257,-0.486616,0.196167,0.914058,0.293078,0.962039
529,468.046,2,22.2872,25.4218,11.3739,1.66381,0.0406768,1.04457,-0.483527,0.193125,0.957854,0.296884,0.951818
530,466.546,2,22.2604,25.9238,12.6182,1.63458,0.0415783,1.06561,-0.492575,0.181989,1.00336,0.301545,0.983455
531,467.241,2,22.6866,26.0606,11.7726,1.66906,0.0400599,1.07706,-0.502543,0.18788,1.00412,0.302922,0.952947
532,457.16,2,22.9438,25.6907,11.881,1.62865,0.0390225,1.14658,-0.504557,0.187328,0.963904,0.300636,0.883534
533,452.39,2,22.1497,25.8402,12.1364,1.59515,0.0349786,1.0348,-0.480046,0.194503,0.879672,0.319614,0.960418
534,452.68,2,22.511,25.8528,11.9479,1.67492,0.0306103,0.970715,-0.493843,0.197584,0.894573,0.295722,0.955663
535,458.951,2,22.9097,25.3535,11.0254,1.60092,0.0364524,1.05013,-0.497976,0.200681,0.921605,0.316608,0.968307
536,450.152,2,22.9482,24.9214,12.3223,1.60083,0.0341725,1.06247,-0.497,0.194866,0.88899,0.317208,0.964848
537,455.438,2,22.1359,25.4251,13.1681,1.63899,0.0363005,1.07054,-0.47487,0.187493,0.890122,0.301269,0.928561
538,455.359,2,21.9441,25.4642,12.5889,1.59409,0.0400045,1.00438,-0.467096,0.185454,0.852475,0.292381,0.974605
539,448.708,2,21.9082,25.3779,13.335,1.55223,0.0422744,1.00164,-0.463422,0.182518,0.855482,0.262645,0.928582
540,455.529,2,22.2342,25.7251,13.1672,1.55221,0.0414323,0.974397,-0.479894,0.179458,0.949332,0.275385,0.975676
541,456.419,2,22.1163,25.728,12.2151,1.53371,0.0416937,1.05571,-0.479923,0.183011,0.941318,0.279575,1.02762
542,452.498,2,22.3895,25.4225,11.8952,1.46744,0.0443221,1.04296,-0.483194,0.185321,0.953478,0.285429,0.949416
543,454.155,2,22.2515,25.0618,11.1211,1.47754,0.0470821,1.03173,-0.476595,0.182283,0.933628,0.26967,0.916784
544,455.795,2,22.613,24.8807,11.9265,1.47751,0.0466251,1.05093,-0.489812,0.191711,0.934322,0.273231,0.945275
545,451.527,2,22.19,24.9957,13.2031,1.45466,0.0446143,1.10558,-0.479371,0.188519,0.99301,0.256222,0.992527
546,446.247,2,21.9946,24.8622,14.5336,1.38134,0.0473519,1.15052,-0.472025,0.185367,0.982005,0.247422,0.951246
547,454.098,2,22.1659,24.5093,14.4897,1.40979,0.0480957,1.11839,-0.481767,0.194305,1.01238,0.234209,0.983972
548,462.332,2,22.1613,24.363,15.9084,1.49458,0.0448506,1.11877,-0.480261,0.193114,1.04483,0.249393,1.08871
549,453.003,2,22.3724,23.9964,13.7768,1.46061,0.0437386,1.11478,-0.490202,0.186051,1.08032,0.25269,1.02724
550,440.988,2,22.5391,23.6718,13.2369,1.49101,0.0426198,1.13725,-0.491025,0.175488,0.952441,0.223088,0.977887
551,441.48,2,22.5105,23.5061,12.8101,1.46734,0.0425612,1.11465,-0.49128,0.183191,0.970036,0.216977,0.926319
552,443.2,2,22.7718,24.0079,12.718,1.46736,0.0430805,1.14437,-0.501322,0.181233,0.98497,0.22731,0.894053
553,440.822,2,22.4675,24.1071,12.5004,1.44761,0.0447141,1.08844,-0.486982,0.180176,0.991602,0.223425,0.84084
554,445.568,2,22.3009,24.2104,12.581,1.503,0.0440112,1.0259,-0.483413,0.182855,1.01429,0.2201,0.809958
555,439.918,2,22.2231,24.0258,13.0227,1.52572,0.0398014,1.00975,-0.480968,0.189613,1.00419,0.232743,0.763791
556,446.183,2,22.2729,23.6939,13.3659,1.53904,0.039833,1.09115,-0.480195,0.19339,1.0754,0.226217,0.785603
557,436.148,2,22.4031,23.2971,13.9179,1.53899,0.0376308,1.09612,-0.486125,0.191505,1.04679,0.212968,0.787984
558,438.248,2,22.3129,23.3506,14.3112,1.55555,0.0351246,1.0982,-0.482957,0.193247,1.01573,0.224228,0.809851
559,442.77,2,22.5035,23.3334,13.5825,1.55558,0.0362042,0.999509,-0.49131,0.194332,1.05661,0.234836,0.783064
560,436.518,2,22.0713,23.374,14.2396,1.55558,0.0362254,1.04356,-0.480139,0.186501,1.03424,0.222093,0.769415
561,445.11,2,22.6505,23.3642,14.6714,1.58284,0.0376594,1.06246,-0.499554,0.190167,0.996831,0.222816,0.806961
562,449.512,2,22.5514,24.0277,13.9378,1.54906,0.0415786,1.05851,-0.496358,0.187556,1.04884,0.20992,0.883889
563,454.762,2,22.7656,23.9089,13.1388,1.58658,0.0426188,1.03363,-0.498103,0.188371,1.0121,0.223543,0.878587
564,456.188,2,22.5859,23.7147,11.8749,1.54964,0.046192,1.03198,-0.494682,0.185259,1.00265,0.22517,0.896405
565,447.419,2,22.6446,23.32,12.437,1.48293,0.0459537,1.02453,-0.495846,0.192562,0.954754,0.232182,0.887573
566,450.11,2,22.1956,23.4166,13.1904,1.48289,0.0444292,0.988437,-0.476372,0.192132,0.993447,0.244107,0.912298
567,447.519,2,22.2615,23.2415,13.8156,1.44234,0.04465,1.05128,-0.476193,0.196494,1.03257,0.235092,0.909529
568,462.465,2,22.2758,23.6383,13.4025,1.40893,0.051628,1.12536,-0.475345,0.193944,1.07378,0.222909,0.988374
569,461.997,2,22.1804,23.8174,13.0572,1.49062,0.0487664,1.08476,-0.473139,0.198495,1.08077,0.228161,0.956095
570,455.458,2,21.9805,23.9485,13.0269,1.46847,0.0478587,1.07675,-0.463081,0.198694,1.05907,0.230699,0.948669
571,457.173,2,22.0346,23.9952,13.2626,1.39731,0.0512061,1.09231,-0.470491,0.192288,1.05517,0.231235,0.994953
572,460.565,2,21.9211,24.2253,12.8918,1.42837,0.0509345,1.01592,-0.470746,0.187901,1.11321,0.233077,0.964393
573,463.246,2,22.1564,24.4381,12.5984,1.45347,0.0494857,1.02562,-0.481562,0.186137,1.11256,0.254145,0.976753
574,457.956,2,22.1533,24.538,11.786,1.45347,0.0493659,1.00295,-0.478318,0.182114,1.09652,0.244333,0.966082
575,462.539,2,21.9195,23.9157,12.0636,1.50984,0.0496071,1.00437,-0.473375,0.182947,1.13887,0.231412,0.903583
576,459.207,2,21.6404,23.4689,12.5408,1.48373,0.0505036,1.02846,-0.459625,0.183461,1.16004,0.220134,0.911933
577,460.971,2,21.9774,24.1521,13.1013,1.46648,0.0503783,1.0661,-0.47079,0.187085,1.15222,0.22677,0.943632
578,463.503,2,22.2927,24.4017,13.0683,1.39424,0.0514948,1.04433,-0.482516,0.187744,1.17554,0.234731,1.0838
579,463.362,2,22.3124,24.5441,13.6521,1.35622,0.0541161,0.994765,-0.484503,0.184014,1.18218,0.234026,1.08445
580,463.227,2,22.5101,24.8435,12.5044,1.35629,0.0567101,1.02048,-0.486229,0.1852,1.12827,0.246072,0.969854
581,460.816,2,22.2921,24.8998,12.2549,1.35624,0.0545667,1.00334,-0.476594,0.188551,1.22715,0.245452,0.937262
582,458.062,2,22.0472,24.959,12.1846,1.35625,0.0541997,1.02196,-0.46854,0.188733,1.15651,0.23728,0.938626
583,463.128,2,21.893,25.0136,12.5874,1.4693,0.0513676,1.0496,-0.464844,0.184881,1.14238,0.218478,0.979952
584,463.928,2,21.8019,24.6548,12.4953,1.53448,0.0480453,1.00704,-0.464213,0.189585,1.19151,0.213884,0.965343
585,467.097,2,22.0118,24.691,11.8057,1.54982,0.0476978,1.02989,-0.470764,0.190424,1.20386,0.220745,0.981993
586,460.121,2,22.3382,24.8589,12.0648,1.47789,0.0507029,1.07806,-0.481424,0.189774,1.16349,0.217232,0.980019
587,458.55,2,22.342,24.8453,11.519,1.49132,0.0492076,1.13357,-0.483396,0.187467,1.09777,0.212261,1.03732
588,452.703,2,22.1652,24.7534,11.3208,1.51086,0.0470089,1.11962,-0.478224,0.182693,1.04477,0.21554,1.00866
589,458.561,2,22.3848,24.9361,11.1237,1.51088,0.0482142,1.14539,-0.486265,0.181102,1.03793,0.218835,1.0174
590,457.918,2,22.6255,24.9433,11.2281,1.47715,0.0491408,1.10195,-0.492103,0.183864,1.02002,0.22378,1.04652
591,460.57,2,22.5114,25.0254,11.726,1.45695,0.0515631,1.12436,-0.485272,0.185075,0.975729,0.21817,1.1058
592,457.725,2,22.3086,24.7849,11.4268,1.43804,0.0490552,1.15107,-0.481674,0.181571,1.04628,0.228253,1.13942
593,461.272,2,21.9881,24.7011,11.4042,1.43804,0.0486551,1.13406,-0.471704,0.178786,1.10979,0.233473,1.1363
594,455.921,2,22.0461,24.5685,12.1943,1.50395,0.0457389,1.06863,-0.478064,0.185124,1.11236,0.224428,1.01896
595,461.378,2,22.1859,24.7372,12.2894,1.52799,0.0456279,1.08344,-0.482049,0.178882,1.19986,0.224776,0.991937
596,469.474,2,22.1208,24.7228,12.2451,1.54572,0.0470719,1.06904,-0.481194,0.180785,1.26372,0.225671,0.988479
597,460.921,2,22.7001,24.8841,12.2329,1.50555,0.0466563,1.0457,-0.50383,0.18418,1.2805,0.229364,0.982177
598,460.826,2,22.8677,24.8505,12.3471,1.49476,0.0474975,0.985187,-0.506213,0.187257,1.22128,0.222237,1.00368
599,456.812,2,22.4054,24.7888,12.8395,1.53987,0.0450586,0.991711,-0.484116,0.190902,1.21208,0.211381,0.953719
600,452.197,2,22.2695,24.7579,13.3633,1.45981,0.0462949,1.02394,-0.4806,0.191751,1.18886,0.217995,0.961848
601,456.542,2,22.0393,24.4277,13.2239,1.47374,0.0474616,0.993388,-0.474734,0.189039,1.13308,0.221373,0.935678
602,465.363,2,22.0697,24.366,13.4555,1.50724,0.0487487,1.01493,-0.47618,0.187417,1.23635,0.220091,0.889793
603,465.068,2,22.1808,24.2081,13.4442,1.50729,0.0508213,1.00268,-0.484704,0.182366,1.27951,0.214385,0.885896
604,460.062,2,22.1375,24.0881,14.0172,1.54792,0.0488943,0.973062,-0.480177,0.182499,1.21269,0.215387,0.873116
605,459.436,2,22.2584,24.1869,13.8528,1.50578,0.0488759,1.00351,-0.486066,0.186846,1.25338,0.222566,0.851299
606,456.979,2,21.9128,24.0946,14.4298,1.47595,0.0488367,1.03077,-0.472192,0.188926,1.26121,0.221082,0.855113
607,455.644,2,21.7453,23.9859,14.3545,1.45367,0.0492797,1.00542,-0.462034,0.191035,1.20973,0.220767,0.868196
608,455.738,2,21.9845,24.2373,14.3785,1.45367,0.0490739,1.046,-0.47074,0.189083,1.18537,0.22023,0.885929
609,458.707,2,22.2973,24.5708,13.9562,1.49962,0.0464057,1.06988,-0.481048,0.191013,1.19364,0.219886,0.915267
610,459.448,2,22.2245,24.1976,13.7315,1.49962,0.0462594,1.05172,-0.480671,0.189743,1.23398,0.222846,0.911094
611,454.446,2,22.1036,23.9922,13.7232,1.52169,0.0446455,1.01091,-0.477157,0.188175,1.19846,0.224902,0.89544
612,453.82,2,22.1609,24.009,13.8598,1.52002,0.0429869,0.993835,-0.482676,0.188083,1.18859,0.23622,0.89189
613,449.878,2,22.2279,23.97,13.9139,1.52903,0.0425091,1.01806,-0.480557,0.188169,1.16102,0.234203,0.85201
614,453.673,2,22.064,24.0762,13.691,1.48213,0.0454804,1.0515,-0.476541,0.187639,1.1525,0.22811,0.875593
615,459.545,2,22.0259,23.8331,13.8427,1.50168,0.0461065,1.06131,-0.476852,0.189122,1.19105,0.224943,0.865718
616,461.222,2,22.1141,23.7819,14.0834,1.5017,0.0466382,1.06889,-0.479614,0.184844,1.22774,0.228399,0.89504
617,455.365,2,22.0404,23.9919,14.3549,1.51867,0.0444729,1.07195,-0.477478,0.184894,1.25748,0.226004,0.890316
618,456.519,2,21.9865,24.0478,14.3904,1.51869,0.0448668,1.07549,-0.473566,0.185577,1.25061,0.227601,0.860909
619,447.726,2,21.9224,24.2315,13.796,1.49429,0.0434382,1.04606,-0.469489,0.18462,1.18458,0.230481,0.900397
620,447.536,2,22.1448,24.1642,13.6854,1.5157,0.0410833,1.06027,-0.475269,0.184436,1.19872,0.227631,0.882886
621,452.369,2,22.4434,23.9952,13.829,1.54734,0.0415401,1.10254,-0.486302,0.183596,1.15182,0.226652,0.863613
622,451.73,2,22.5238,24.0284,13.2432,1.54733,0.040759,1.07081,-0.492135,0.184287,1.12178,0.230678,0.899108
623,455.473,2,22.4343,24.0181,13.3535,1.54734,0.0410865,1.0309,-0.488792,0.182398,1.11952,0.233354,0.957093
624,451.885,2,21.984,23.9446,13.0546,1.5215,0.0409939,1.04131,-0.471258,0.182,1.11535,0.236181,0.999285
625,451.621,2,22.0259,23.8281,13.0432,1.49686,0.0432613,1.04681,-0.475476,0.182319,1.09154,0.227639,0.993187
626,454.366,2,22.0568,24.0111,12.4408,1.49685,0.0429313,1.06131,-0.4726,0.184689,1.14129,0.222681,1.00062
627,459.698,2,21.986,24.0825,12.1788,1.49686,0.0438131,1.05417,-0.470322,0.183949,1.12474,0.233963,1.03463
628,453.614,2,22.0334,24.2818,12.1091,1.49685,0.0432735,1.09603,-0.47238,0.184103,1.075,0.240013,1.04428
629,450.307,2,22.2642,24.4595,12.6109,1.49684,0.0430128,1.13498,-0.483785,0.184281,1.05303,0.242708,0.992522
630,458.12,2,22.3049,24.5976,12.8816,1.47836,0.0456318,1.10988,-0.486393,0.183007,1.03921,0.249742,0.973425
631,468.554,2,22.4972,24.6278,12.5271,1.50177,0.04777,1.06989,-0.493675,0.186127,1.04748,0.254968,0.949898
632,468.702,2,22.2866,24.2539,12.5374,1.55181,0.046643,1.065,-0.4864,0.192327,0.986251,0.259205,0.994628
633,472.414,2,21.8797,24.0014,12.4621,1.62667,0.0445607,1.08963,-0.465586,0.194311,0.955581,0.26577,1.0128
634,453.823,2,21.9898,24.0112,12.8063,1.60024,0.0426608,1.09368,-0.473195,0.189153,0.969057,0.272353,0.972615
635,447.591,2,21.9093,24.1398,13.0825,1.53724,0.0431196,1.05003,-0.474259,0.187129,0.941652,0.274965,0.949458
636,451.728,2,22.0338,24.2211,12.7623,1.52433,0.042862,1.0807,-0.476659,0.187414,0.940714,0.277584,0.932498
637,445.658,2,22.0314,24.3684,13.3832,1.47403,0.0429585,1.0618,-0.475449,0.187182,0.939621,0.279358,0.942938
638,454.803,2,22.0999,24.4271,13.0821,1.47407,0.0447763,1.07409,-0.47718,0.186322,0.91362,0.27425,0.951349
639,454.858,2,22.1909,24.5432,12.7767,1.46737,0.045917,1.07375,-0.481364,0.183716,0.898803,0.2838,0.944331
640,450.652,2,22.0945,24.658,13.0166,1.4857,0.0439105,1.07173,-0.479075,0.187949,0.906525,0.278937,0.94338
641,441.893,2,22.0229,24.5215,13.292,1.46785,0.0426323,1.05881,-0.478859,0.188236,0.906905,0.273871,0.932323
642,452.52,2,22.2008,24.3881,13.7155,1.49329,0.0421587,1.06508,-0.486123,0.186087,0.901323,0.272791,0.958978
643,444.905,2,22.2275,24.2661,13.0906,1.48384,0.0419277,1.05513,-0.48557,0.186001,0.90986,0.268342,0.940452
644,451.356,2,22.4253,24.244,12.8221,1.50508,0.0417524,1.02327,-0.489854,0.185179,0.924842,0.269759,0.925075
