iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
515,522.329,2,20.5746,26.6213,17.9192,0.160326,-0.399336,0.202508,1.80694,0.104291,1.13092
516,525.302,2,20.8633,27.1895,19.4136,0.160945,-0.40737,0.206164,1.94247,0.101863,1.17107
517,533.244,2,19.8006,27.1455,18.1994,0.161658,-0.376015,0.195944,1.8949,0.121315,1.1434
518,531.158,2,19.8335,27.6814,18.0242,0.162674,-0.370668,0.192886,1.91634,0.141081,0.957601
519,524.198,2,20.3104,27.1837,15.4889,0.153491,-0.382262,0.201298,1.78485,0.148767,1.12544
520,528.958,2,20.6412,26.9138,15.8167,0.153237,-0.400316,0.218471,1.97773,0.158954,1.00845
521,533.251,2,19.2879,26.9401,15.2334,0.153661,-0.344647,0.213678,1.98689,0.159667,1.08623
522,530.172,2,19.5346,27.027,14.9461,0.151293,-0.369288,0.215056,1.85165,0.157713,1.09068
523,530.405,2,19.3059,26.5768,16.3111,0.154283,-0.353586,0.209789,1.68713,0.1733,1.02638
524,532.014,2,19.7089,25.8315,14.0298,0.160152,-0.360239,0.210799,1.88534,0.160195,0.923266
525,529.397,2,20.2208,25.7084,14.6914,0.157753,-0.389851,0.213354,1.81141,0.161857,0.898415
526,531.788,2,20.1277,26.4542,15.0142,0.16693,-0.372092,0.203498,1.62832,0.182221,0.800361
527,524.161,2,19.8501,25.2675,15.6467,0.157294,-0.371419,0.211562,1.53232,0.185599,0.848691
528,525.035,2,19.8861,25.1313,15.7613,0.159194,-0.373409,0.21465,1.44159,0.175467,0.867797
529,523.103,2,19.9594,25.4522,16.4113,0.161292,-0.37366,0.211473,1.45219,0.155319,0.876539
530,529.423,2,20.0702,25.6671,15.3302,0.158291,-0.388018,0.200747,1.58395,0.173368,0.945991
531,524.166,2,19.9964,25.6398,15.5436,0.153206,-0.389656,0.205706,1.50809,0.168646,1.00247
532,515.174,2,19.6461,26.1821,15.9432,0.148766,-0.36848,0.206392,1.43322,0.164753,0.981776
533,517.201,2,20.1579,25.9499,13.8459,0.146447,-0.393172,0.211146,1.39606,0.169539,1.12719
534,520.065,2,19.9751,25.5283,14.1048,0.148529,-0.385983,0.210693,1.36856,0.169369,1.15919
535,527.288,2,19.8912,25.223,15.0134,0.152476,-0.379886,0.209469,1.43307,0.179502,1.10595
536,528.633,2,20.1956,25.0296,16.6432,0.151388,-0.392005,0.209425,1.56544,0.187605,1.10031
537,539.359,2,20.0888,25.1718,17.3208,0.156473,-0.39635,0.205811,1.73438,0.183819,1.14274
538,529.81,2,19.9741,25.4738,16.5489,0.150854,-0.382982,0.204713,1.61806,0.188832,1.27852
539,531.149,2,19.9781,26.0793,15.2713,0.151233,-0.380983,0.209585,1.54848,0.189458,1.32469
540,537.608,2,19.9565,26.0481,16.4561,0.154984,-0.382733,0.211522,1.63771,0.187644,1.27909
541,535.68,2,18.9966,25.8025,15.3241,0.155017,-0.35035,0.214232,1.58287,0.154848,1.36572
542,533.102,2,19.2792,25.3935,15.8741,0.156916,-0.356853,0.207534,1.50198,0.16402,1.30824
543,528.389,2,19.2429,25.1319,15.3891,0.155765,-0.352817,0.199067,1.46827,0.15567,1.30852
544,516.336,2,19.9872,24.8566,16.2318,0.150622,-0.387056,0.189176,1.51765,0.148209,1.21712
545,527.248,2,19.8895,25.327,16.0272,0.152124,-0.379338,0.188804,1.49189,0.16255,1.35309
546,519.042,2,19.5797,25.1693,16.0369,0.150971,-0.362554,0.201354,1.52453,0.144983,1.23919
547,520.639,2,20.1799,25.054,14.1848,0.151611,-0.399584,0.209245,1.45393,0.136545,1.24769
548,521.136,2,19.9297,25.2615,14.6191,0.149243,-0.391255,0.217961,1.49142,0.132098,1.29534
549,521.301,2,19.7735,24.8242,13.1745,0.150487,-0.38767,0.214077,1.44822,0.13642,1.26282
550,517.664,2,19.3306,24.4641,12.0716,0.155627,-0.355565,0.209256,1.45152,0.121948,1.17733
551,509.592,2,19.2958,24.155,13.4367,0.152846,-0.35257,0.199059,1.37623,0.123375,1.12054
552,518.84,2,19.521,24.6816,14.1146,0.154267,-0.360575,0.20178,1.52025,0.12635,1.11631
553,503.978,2,19.4354,25.064,14.6395,0.150205,-0.349333,0.199939,1.48304,0.120967,1.01809
554,515.566,2,19.5383,25.6207,14.448,0.156006,-0.346426,0.194605,1.53217,0.129619,0.981318
555,512.009,2,19.7101,25.6637,16.2,0.154103,-0.35982,0.196955,1.49855,0.135781,0.929993
556,524.956,2,19.9426,25.1993,17.5308,0.15587,-0.373713,0.199379,1.58241,0.148954,1.02575
557,522.627,2,20.3208,25.1114,17.7282,0.154426,-0.396175,0.206881,1.68477,0.143944,1.02675
558,517.563,2,20.2198,25.2315,18.8386,0.150416,-0.39415,0.214281,1.62275,0.136745,1.08229
559,520.414,2,20.6978,25.1648,18.0748,0.151366,-0.409968,0.207438,1.61051,0.152486,1.09026
560,517.959,2,19.8372,25.5,17.7052,0.150237,-0.377996,0.208619,1.54532,0.151336,1.03804
561,519.945,2,19.5798,25.31,17.6845,0.148086,-0.365368,0.214279,1.63475,0.153834,1.05424
562,522.38,2,19.7303,25.9163,16.0775,0.148372,-0.369594,0.208865,1.84681,0.148696,1.09107
563,527.233,2,19.9222,25.8823,15.2293,0.152984,-0.37801,0.207128,1.66298,0.156744,1.12
564,531.718,2,20.1824,26.1417,13.8439,0.153153,-0.391312,0.205635,1.67676,0.164283,1.22693
565,532.698,2,20.2641,26.2496,13.4591,0.153637,-0.396492,0.205444,1.66808,0.169875,1.18957
566,522.584,2,20.119,26.1944,13.3577,0.149283,-0.387735,0.211865,1.57319,0.160469,1.28745
567,523.927,2,19.897,26.0323,13.1462,0.149153,-0.376913,0.214217,1.55889,0.155646,1.28172
568,524.823,2,19.7219,26.2793,13.9726,0.148336,-0.3713,0.210524,1.65834,0.143893,1.37336
569,527.114,2,19.7935,25.9522,14.078,0.150102,-0.377304,0.210881,1.61647,0.149246,1.31395
570,513.331,2,19.922,26.1307,13.5883,0.143958,-0.380538,0.209902,1.56419,0.159314,1.25512
571,512.656,2,19.9106,26.0557,14.2441,0.142936,-0.37965,0.213712,1.46993,0.151156,1.26673
572,524.816,2,20,26.1844,13.9578,0.147934,-0.380901,0.209324,1.64939,0.152566,1.19518
573,518.845,2,20.0371,26.141,14.9648,0.145134,-0.386621,0.206697,1.74271,0.165234,1.10331
574,522.237,2,20.056,25.8562,17.3681,0.146278,-0.394165,0.205555,1.72499,0.16832,1.08604
575,524.979,2,20.3739,25.6125,18.4088,0.147965,-0.405086,0.209364,1.89603,0.166947,1.04493
576,522.045,2,20.0189,25.293,19.3776,0.147034,-0.386287,0.212706,2.00187,0.15417,1.07496
577,533.649,2,20.6381,25.7947,20.0948,0.15339,-0.410434,0.209199,2.11982,0.149186,1.06216
578,526.342,2,21.1235,25.9307,22.665,0.153417,-0.423508,0.208266,1.9414,0.161413,1.03506
579,527.488,2,20.7353,26.162,22.3599,0.150906,-0.409206,0.203813,1.98316,0.171128,1.02839
580,523.384,2,20.657,26.1375,20.9961,0.151535,-0.399655,0.203794,1.96131,0.173038,0.964561
581,521.796,2,20.676,26.065,18.2768,0.150874,-0.405451,0.210713,1.94732,0.164575,0.92034
582,517.936,2,20.3766,25.9287,18.7876,0.147947,-0.394241,0.210955,1.86774,0.16008,0.998037
583,526.95,2,20.8114,26.2149,18.9244,0.151342,-0.411054,0.213022,1.74412,0.165441,1.04722
584,519.607,2,19.8363,26.2295,18.3196,0.150565,-0.370083,0.209345,1.73909,0.167972,0.931432
585,521.927,2,19.891,26.2965,18.1595,0.14964,-0.369882,0.206366,1.80383,0.175789,0.925241
586,521.719,2,20.2265,26.6413,20.8038,0.147759,-0.386635,0.205262,1.89585,0.17524,0.959346
587,523.023,2,20.1444,26.7139,20.3367,0.14725,-0.387571,0.212339,1.84774,0.167921,1.04137
588,524.844,2,20.2336,27.0566,18.9431,0.149669,-0.395874,0.204549,1.86633,0.154772,1.06565
589,520.98,2,20.1645,27.4131,19.3902,0.145524,-0.395342,0.20782,1.89455,0.158312,1.10454
590,525.957,2,20.537,27.563,19.5975,0.147507,-0.401232,0.209906,2.01334,0.166388,1.03686
591,523.676,2,20.6157,27.5189,20.3229,0.149289,-0.401094,0.206937,1.95739,0.164402,1.03208
592,524.457,2,20.4693,27.088,20.3935,0.149824,-0.396758,0.20027,1.98994,0.16757,0.997959
593,527.955,2,20.1515,26.4823,19.6665,0.148735,-0.387101,0.203663,1.96373,0.172518,1.04862
594,526.025,2,20.0647,26.253,20.7382,0.146318,-0.387007,0.207531,1.96925,0.187697,1.00128
595,523.146,2,20.3257,26.4813,19.1077,0.147589,-0.399734,0.201883,1.94007,0.178375,1.00838
596,519.315,2,20.2204,26.5319,19.1754,0.146028,-0.394114,0.203929,1.89901,0.177208,1.00152
597,523.843,2,20.4532,26.6086,17.8499,0.148294,-0.404284,0.206477,1.87351,0.170833,0.996715
598,525.693,2,20.2365,26.3018,17.4129,0.153229,-0.390547,0.205523,1.80091,0.16473,0.961708
599,526.99,2,20.0609,26.1483,18.0887,0.155877,-0.378403,0.203826,1.79108,0.16349,0.944161
600,532.042,2,20.2472,25.7647,18.6974,0.153925,-0.396223,0.20425,1.83097,0.173241,0.975329
601,536.395,2,20.0397,25.345,19.6673,0.158905,-0.385625,0.197538,1.81566,0.1696,1.01402
602,534.751,2,19.5514,25.247,17.1854,0.160105,-0.363017,0.19408,1.84613,0.172817,0.981
603,528.841,2,19.3032,24.9879,17.2753,0.157179,-0.350607,0.19468,1.88291,0.176293,0.952153
604,524.543,2,19.4144,25.1158,17.4614,0.154861,-0.355351,0.19681,1.82309,0.1717,0.968387
605,518.958,2,19.7011,25.4351,16.6184,0.149864,-0.371346,0.203247,1.7573,0.1774,0.971684
606,522.919,2,19.8129,25.3625,17.1264,0.150233,-0.377545,0.206297,1.68588,0.172392,1.00634
607,512.607,2,19.8259,25.2469,15.4994,0.150133,-0.380568,0.203895,1.61867,0.154048,0.986332
608,517.892,2,20.0483,25.5101,15.0876,0.150775,-0.391811,0.20699,1.53379,0.150458,1.02508
609,512.467,2,20.3179,25.7051,14.9522,0.151203,-0.395202,0.208088,1.51525,0.139861,1.05304
610,521.605,2,20.8294,25.6312,15.2986,0.15433,-0.418395,0.20873,1.44713,0.145984,1.02722
611,524.865,2,20.9042,25.6874,15.9251,0.155551,-0.426712,0.206176,1.41452,0.153649,1.04053
612,522.356,2,20.9936,25.8163,15.0769,0.154372,-0.428419,0.210628,1.44089,0.162892,1.02431
613,516.13,2,20.368,25.8841,14.8603,0.152516,-0.396711,0.206292,1.50061,0.161268,1.0091
614,514.886,2,20.161,26.1011,14.6857,0.150664,-0.389842,0.2074,1.43296,0.160401,1.0262
615,530.404,2,19.7262,25.9765,14.5663,0.153602,-0.370736,0.206383,1.53948,0.163763,1.03529
616,533.82,2,19.9112,25.8797,14.2033,0.155623,-0.3813,0.2036,1.58492,0.160034,1.12881
617,527.122,2,19.6553,25.8424,14.5555,0.155224,-0.370996,0.200223,1.60474,0.159385,1.11191
618,521.744,2,19.9515,25.7571,14.9408,0.154436,-0.385514,0.200155,1.55235,0.16492,1.04269
619,528.369,2,19.7355,26.1775,14.6916,0.156762,-0.373042,0.20373,1.50397,0.158545,1.07335
620,525.373,2,19.8969,26.3607,14.6233,0.158355,-0.372152,0.199522,1.51705,0.158559,1.0394
621,515.14,2,19.9664,26.1017,14.8499,0.155335,-0.374041,0.200915,1.48324,0.156301,1.03028
622,518.886,2,20.2007,26.3255,14.969,0.154372,-0.38751,0.203268,1.48074,0.156097,1.01143
623,524.069,2,20.1427,26.4134,14.9324,0.157429,-0.385359,0.200104,1.42615,0.154754,1.02522
624,522.257,2,20.093,26.4227,14.9301,0.15886,-0.377892,0.199798,1.45413,0.149449,1.01339
625,523.108,2,19.9857,26.1308,14.9535,0.15912,-0.371922,0.199359,1.45043,0.153419,1.00813
626,520.41,2,19.8221,25.9058,15.0441,0.157187,-0.363317,0.201704,1.46336,0.158538,1.0058
627,516.538,2,19.9441,25.5906,15.2858,0.156377,-0.37126,0.202676,1.41906,0.161032,0.95761
628,514.776,2,20.032,25.5523,15.333,0.154926,-0.378134,0.205821,1.39608,0.156577,0.952569
629,508.677,2,20.1379,25.5533,15.7874,0.152537,-0.381621,0.210949,1.36719,0.155017,0.928978
630,513.27,2,20.3777,25.6367,15.2852,0.152888,-0.392658,0.211358,1.31876,0.153817,0.952646
631,523.851,2,20.243,25.5897,14.4259,0.155517,-0.390368,0.209726,1.30525,0.156551,0.972754
632,525.8,2,20.1378,25.5317,14.6196,0.156231,-0.383576,0.208486,1.28924,0.164878,1.05331
633,532.531,2,19.7674,25.4852,14.9398,0.158042,-0.367565,0.212344,1.32913,0.164279,1.09096
634,527.007,2,20.1071,25.6374,15.5343,0.156565,-0.385178,0.213084,1.3334,0.168347,1.12284
635,522.381,2,19.976,25.6957,14.9967,0.157304,-0.377379,0.211678,1.26904,0.1677,1.11215
636,513.025,2,20.1486,25.818,14.9582,0.156463,-0.383975,0.211838,1.24088,0.16035,1.06061
637,515.068,2,20.0947,25.9729,15.3501,0.154257,-0.381154,0.212388,1.25009,0.169098,1.00837
638,512.059,2,20.0462,25.856,15.1116,0.154176,-0.377842,0.212439,1.21418,0.165304,0.987569
639,522.325,2,20.1507,25.9445,14.7802,0.155497,-0.380466,0.212579,1.21321,0.168597,1.01186
640,517.72,2,20.0069,25.856,14.9011,0.153874,-0.379986,0.21272,1.24356,0.168315,1.00172
641,526.229,2,20.0436,25.7982,14.8041,0.154368,-0.382954,0.213207,1.2953,0.171516,1.0333
642,525.639,2,20.2294,25.7704,15.0814,0.154995,-0.395922,0.212299,1.35431,0.165089,1.06216
643,524.831,2,20.1718,25.8711,14.2789,0.155088,-0.394178,0.208281,1.35405,0.170046,1.0804
644,524.916,2,20.1313,25.7675,14.086,0.156542,-0.393578,0.206163,1.36885,0.158448,1.10427
645,522.609,2,20.2497,25.6301,14.2056,0.158104,-0.396531,0.208247,1.35167,0.152261,1.07113
646,517.637,2,20.4124,25.8797,14.2622,0.156716,-0.400922,0.208183,1.34035,0.148917,1.09017
647,522.57,2,20.462,25.9964,14.7642,0.158436,-0.398968,0.208402,1.34319,0.146603,1.05273
648,518.019,2,20.3597,25.7664,15.3076,0.158328,-0.395221,0.207586,1.34971,0.142585,1.02862
649,526.064,2,20.1502,25.7833,15.4971,0.158808,-0.385659,0.204409,1.40054,0.143236,1.06106
650,517.709,2,20.3556,25.8143,15.3848,0.156426,-0.394034,0.205139,1.42851,0.142666,1.08391
651,523.64,2,20.2423,25.9176,15.3658,0.155761,-0.390751,0.204123,1.48955,0.138743,1.13041
652,519.017,2,20.503,26.1707,14.9954,0.155486,-0.40265,0.204656,1.46299,0.136118,1.1437
653,524.919,2,20.1268,26.308,14.9403,0.156333,-0.383075,0.205084,1.42407,0.141354,1.20165
654,521.775,2,20.0838,26.4595,14.9212,0.155947,-0.38327,0.204181,1.38811,0.142053,1.20211
655,515.296,2,20.186,26.449,15.1531,0.154561,-0.385143,0.201819,1.41854,0.139788,1.1972
656,516.948,2,20.4622,26.5564,14.9104,0.153721,-0.39704,0.198795,1.46417,0.136187,1.22388
657,523.057,2,20.409,26.4906,14.3642,0.153958,-0.397112,0.195881,1.48107,0.137255,1.24882
658,517.554,2,20.2995,26.3079,13.6967,0.154374,-0.392509,0.194543,1.47341,0.13404,1.23498
659,523.309,2,20.1613,26.39,13.7846,0.155249,-0.3829,0.195975,1.53961,0.133229,1.21367
660,522.172,2,20.1295,26.5139,13.8296,0.154673,-0.383033,0.196404,1.57686,0.13163,1.22954
661,520.129,2,20.1655,26.5289,14.1366,0.153351,-0.391296,0.198682,1.53943,0.126295,1.29498
662,523.607,2,19.9253,26.3634,13.8554,0.152923,-0.384413,0.202434,1.55327,0.128064,1.27618
663,527.751,2,19.7425,26.2851,14.6487,0.152913,-0.376865,0.202506,1.58909,0.129628,1.30623
664,529.817,2,19.5554,26.2121,15.0679,0.153731,-0.366975,0.201313,1.59669,0.1365,1.28282
665,519.929,2,19.8396,26.1337,15.545,0.153064,-0.376058,0.202906,1.56941,0.138688,1.26312
666,530.219,2,19.8643,26.1932,15.4409,0.153693,-0.376023,0.204169,1.58719,0.144965,1.24017
667,530.048,2,19.9173,26.3466,14.956,0.155248,-0.374008,0.205617,1.61004,0.14524,1.22384
668,529.833,2,19.8125,26.3828,14.3731,0.156253,-0.373361,0.207729,1.63215,0.13759,1.22666
669,524.253,2,19.9421,26.512,14.376,0.155218,-0.377416,0.208012,1.65003,0.137199,1.23214
670,521.868,2,19.8265,26.3903,14.2175,0.155049,-0.372608,0.208718,1.60938,0.136655,1.20636
671,519.388,2,19.9378,26.4376,14.248,0.154669,-0.377409,0.206986,1.54037,0.140068,1.18872
672,520.071,2,19.9051,26.5156,14.7246,0.155055,-0.37416,0.20972,1.52123,0.135672,1.17508
673,527.253,2,19.9337,26.5446,14.5555,0.158056,-0.373861,0.207147,1.49036,0.134642,1.14327
674,523.654,2,19.9007,26.468,14.7248,0.158911,-0.370638,0.207996,1.50003,0.137246,1.08583
675,526.414,2,20.0491,26.391,15.052,0.158934,-0.379518,0.207192,1.54863,0.13938,1.04387
676,536.559,2,20.135,26.343,15.5871,0.159656,-0.382427,0.210297,1.62037,0.143751,1.04278
677,529.229,2,20.3596,26.3425,16.1421,0.159552,-0.391422,0.210635,1.64347,0.149784,1.01306
678,526.018,2,20.2374,26.3453,16.5007,0.159004,-0.385809,0.209226,1.63463,0.152224,1.00172
679,529.253,2,20.2791,26.3194,16.4995,0.15955,-0.386905,0.210497,1.6001,0.156574,1.00061
680,529.771,2,20.1564,26.3307,16.6212,0.159175,-0.381213,0.20866,1.64077,0.159129,0.99423
681,540.557,2,20.0679,26.2588,16.1878,0.159844,-0.376657,0.209409,1.73604,0.164052,0.987496
682,537.508,2,19.9196,26.0624,15.8359,0.162004,-0.371683,0.206187,1.73831,0.163115,0.969427
683,527.813,2,20.1789,25.8564,15.7863,0.161898,-0.383072,0.201413,1.6644,0.16788,0.975169
684,527.544,2,20.3768,25.688,15.285,0.162518,-0.391026,0.198175,1.64549,0.167192,0.966579
685,526.006,2,20.3211,25.6409,15.3147,0.160443,-0.390785,0.198147,1.62276,0.166288,0.997511
686,516.586,2,20.1088,25.6338,15.4124,0.158256,-0.381442,0.200368,1.59009,0.161872,0.99207
687,529.188,2,19.9027,25.5581,15.6091,0.159924,-0.371097,0.198719,1.56411,0.158649,1.00854
688,527.34,2,19.7107,25.6541,15.2183,0.159464,-0.36125,0.199474,1.56279,0.157619,1.03216
689,526.087,2,19.8909,25.9252,15.0065,0.157939,-0.368462,0.202293,1.54642,0.159096,1.07711
690,522.75,2,20.0936,26.0815,15.1522,0.156629,-0.378358,0.203895,1.53361,0.155462,1.11215
691,524.603,2,19.9924,26.1376,15.127,0.156992,-0.373223,0.205892,1.52475,0.15207,1.11016
692,526.773,2,20.0784,26.127,14.97,0.157414,-0.37666,0.210199,1.54391,0.146745,1.12832
693,526.007,2,19.9816,26.0789,14.8786,0.159253,-0.372813,0.211113,1.50535,0.142185,1.10445
694,528.856,2,20.0272,26.1539,14.3982,0.160911,-0.376315,0.211744,1.49353,0.136951,1.10365
695,525.087,2,20.1918,26.1508,14.3049,0.161488,-0.383566,0.208963,1.47762,0.137164,1.09217
696,524.548,2,20.1491,26.1564,13.6196,0.162239,-0.382056,0.206007,1.43712,0.138106,1.08099
697,527.705,2,19.9532,26.1569,13.4769,0.163357,-0.370635,0.205881,1.42764,0.137779,1.07917
698,528.944,2,19.9402,26.1774,13.5646,0.164874,-0.367471,0.205982,1.39143,0.140397,1.06615
699,529.917,2,19.9386,26.0862,13.6902,0.165803,-0.366752,0.202887,1.39055,0.144306,1.04771
700,524.023,2,19.9589,25.796,14.242,0.164362,-0.368742,0.201655,1.35248,0.151346,1.04428
701,518.852,2,19.8474,25.9509,13.658,0.163874,-0.365474,0.200074,1.30619,0.147459,1.04612
702,517.876,2,19.9635,25.8645,13.409,0.163554,-0.373113,0.200163,1.27779,0.142782,1.04527
703,524.181,2,20.1702,25.7782,13.4854,0.16397,-0.384228,0.20105,1.27466,0.144033,1.02169
704,522.201,2,20.1705,25.5585,13.6962,0.162355,-0.384526,0.200255,1.34882,0.144531,1.0169
705,523.833,2,20.1121,25.4804,13.883,0.162301,-0.380889,0.199883,1.35149,0.147064,1.00624
706,518.62,2,20.0614,25.6576,13.911,0.16203,-0.377137,0.199211,1.33301,0.14827,0.992213
707,515.605,2,19.9598,25.689,14.0499,0.159913,-0.371813,0.201538,1.37198,0.146086,1.00185
708,520.183,2,20.0388,25.7585,14.2536,0.159099,-0.376837,0.205498,1.3739,0.14531,1.00092
709,514.292,2,20.092,25.7823,14.0513,0.157482,-0.381092,0.205209,1.39731,0.147329,0.979446
710,516.956,2,20.0394,25.7656,14.245,0.15578,-0.380783,0.20651,1.43144,0.152296,0.949627
711,518.771,2,20.0006,25.722,14.5464,0.155496,-0.379809,0.2069,1.43878,0.152861,0.937427
712,519.305,2,19.9741,25.6954,14.499,0.155464,-0.380012,0.207074,1.42134,0.154015,0.932831
713,528.457,2,19.8862,25.788,14.101,0.156942,-0.37759,0.206531,1.40896,0.152665,0.944648
714,523.641,2,19.8541,25.8315,14.0649,0.156725,-0.377732,0.207934,1.4246,0.150423,0.959768
715,518.493,2,19.8431,25.7777,14.0724,0.155523,-0.377309,0.20935,1.44527,0.151448,0.963335
716,524.988,2,19.8288,25.7665,14.3328,0.155712,-0.376588,0.209527,1.45525,0.152365,0.96865
717,531.664,2,19.7206,25.7621,14.4614,0.156877,-0.370831,0.208691,1.46081,0.155996,0.974782
718,527.611,2,19.6816,25.8235,14.464,0.156783,-0.368964,0.207281,1.44824,0.162639,0.981305
719,525.207,2,19.6789,25.8551,14.4223,0.156965,-0.36889,0.206725,1.45046,0.162714,0.980585
720,532.351,2,19.7346,25.7689,14.6538,0.157566,-0.375058,0.205495,1.45506,0.164358,0.977876
721,523.979,2,19.7988,25.7423,14.8762,0.157195,-0.379703,0.20422,1.47874,0.16091,0.98068
722,523.319,2,19.6931,25.722,14.9379,0.157594,-0.373293,0.203127,1.48948,0.157294,0.978088
723,521.691,2,19.6391,25.6886,15.0108,0.157773,-0.371401,0.200541,1.47814,0.156505,0.966785
724,525.951,2,19.8297,25.6471,15.191,0.157692,-0.378671,0.199715,1.50933,0.156979,0.981557
725,525.59,2,20.0103,25.8469,15.5472,0.156997,-0.385549,0.199339,1.55094,0.156865,0.991418
726,520.156,2,20.0444,25.9235,15.6563,0.15621,-0.385847,0.20013,1.54855,0.158348,0.989737
727,527.139,2,19.9904,25.9733,15.8246,0.155963,-0.382216,0.200849,1.54314,0.16,1.02014
728,520.744,2,20.0106,25.9615,15.9159,0.154936,-0.384021,0.200424,1.56981,0.158552,1.02871
729,526.842,2,19.983,25.9119,15.7702,0.153788,-0.385723,0.202225,1.58569,0.160401,1.04786
730,522.902,2,19.9635,25.8185,15.8414,0.153662,-0.383988,0.201442,1.59206,0.158754,1.0654
731,526.399,2,20.112,25.6623,16.1068,0.154779,-0.389135,0.201347,1.58705,0.1558,1.06473
732,518.392,2,20.1131,25.6768,16.515,0.154591,-0.388027,0.199784,1.57017,0.154544,1.06672
733,517.421,2,20.1452,25.7306,16.4527,0.154246,-0.38903,0.2001,1.53317,0.156851,1.05479
734,520.934,2,20.067,25.8643,16.4637,0.154269,-0.385609,0.198643,1.51138,0.156132,1.06799
735,529.589,2,20.0061,25.9635,16.6944,0.154782,-0.380687,0.198006,1.51741,0.158455,1.09384
736,517.654,2,20.0995,25.9136,16.5324,0.15429,-0.385186,0.20019,1.52041,0.15721,1.07068
737,521.912,2,20.1953,25.8453,16.089,0.154608,-0.390358,0.201546,1.52426,0.156391,1.04314
738,528.585,2,20.1609,25.9353,15.7401,0.155255,-0.388484,0.201879,1.53362,0.157608,1.04258
739,524.735,2,20.1186,25.9601,15.6206,0.155204,-0.387245,0.202738,1.54736,0.158262,1.02914
740,533.078,2,20.0523,26.0108,15.7023,0.15535,-0.384661,0.203241,1.57392,0.162161,1.02249
741,531.473,2,19.9834,26.0652,15.7869,0.155758,-0.383302,0.201607,1.57219,0.163873,1.02683
742,532.644,2,20.016,25.9283,16.2991,0.15553,-0.385597,0.199903,1.61239,0.16565,1.04047
743,526.983,2,19.9596,25.9721,16.5998,0.155005,-0.382851,0.200589,1.63365,0.164538,1.05498
744,519.282,2,20.0071,26.0168,16.8588,0.153282,-0.385337,0.203447,1.63823,0.163998,1.06125
745,524.732,2,20.0309,26.0909,16.8949,0.152844,-0.386439,0.204759,1.6253,0.162448,1.07945
746,525.306,2,20.0521,26.2362,16.84,0.153289,-0.384977,0.204912,1.61221,0.160986,1.09511
747,528.487,2,20.0267,26.3364,16.9244,0.153375,-0.382308,0.205196,1.59788,0.161496,1.1202
748,526.13,2,20.0913,26.3166,17.2154,0.154227,-0.383366,0.205207,1.60246,0.158334,1.12139
749,525.354,2,20.1973,26.3977,17.5173,0.154906,-0.387736,0.204237,1.62238,0.157362,1.08991
750,529.501,2,20.208,26.3626,17.8447,0.156376,-0.387632,0.203437,1.61429,0.154917,1.07886
751,524.232,2,20.2827,26.2955,17.824,0.157079,-0.390637,0.202996,1.63497,0.148472,1.07562
752,523.998,2,20.2991,26.3504,17.509,0.157199,-0.390973,0.203139,1.64015,0.146393,1.06837
753,524.469,2,20.2159,26.2788,17.1398,0.157824,-0.387656,0.203468,1.63136,0.143814,1.05545
754,518.437,2,20.0948,26.2336,17.0235,0.157324,-0.382834,0.204425,1.62531,0.141877,1.04311
755,516.659,2,20.0514,26.2333,16.919,0.156277,-0.380319,0.205179,1.61878,0.143567,1.03467
756,521.162,2,20.0412,26.1735,16.6998,0.156539,-0.379162,0.20521,1.62299,0.144047,1.01762
757,520.548,2,20.1311,26.0406,17.1734,0.155555,-0.384765,0.2058,1.63384,0.14583,1.01399
758,520.259,2,20.1877,26.0011,17.0882,0.15613,-0.386733,0.204483,1.62015,0.144233,1.01929
759,528.196,2,20.165,25.9919,16.8862,0.156165,-0.386263,0.20374,1.62625,0.145302,1.0339
760,533.562,2,20.1243,26.0119,16.2685,0.155984,-0.385606,0.204973,1.64263,0.14775,1.04258
761,515.396,2,20.0935,25.9463,15.8752,0.154602,-0.385009,0.207411,1.6284,0.148442,1.03944
762,522.92,2,20.2061,25.9425,15.5983,0.155256,-0.388834,0.207899,1.6124,0.146652,1.04478
763,523.897,2,20.0852,25.9396,15.5461,0.155679,-0.382884,0.208811,1.60173,0.147487,1.0246
764,523.348,2,19.9503,25.891,15.5239,0.155371,-0.377478,0.210671,1.58647,0.15173,1.00433
765,522.666,2,19.8359,25.9016,15.4654,0.154982,-0.372549,0.210347,1.57038,0.154796,0.999635
766,509.606,2,19.8953,25.9402,15.7094,0.154284,-0.37447,0.210334,1.55492,0.152549,0.995233
767,509.962,2,19.9117,26.0487,15.7355,0.153662,-0.373925,0.208854,1.54068,0.151979,0.995474
768,524.104,2,19.8677,26.1037,15.7667,0.154488,-0.371238,0.208266,1.52811,0.151365,0.993708
769,523.061,2,19.8876,26.0346,15.5804,0.154623,-0.371965,0.207162,1.5106,0.152355,1.01549
770,528.015,2,19.7618,26.0454,15.4531,0.155496,-0.365779,0.206376,1.50771,0.150936,1.0248
771,530.464,2,19.7884,26.1058,15.0751,0.155753,-0.368008,0.206918,1.50467,0.152355,1.03912
772,534.648,2,19.7596,26.1663,15.079,0.156054,-0.368348,0.207278,1.51972,0.152127,1.0594
773,531.108,2,19.8053,26.0944,15.0187,0.156455,-0.372402,0.205841,1.5284,0.151093,1.07438
