iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
8514,465.077,2,13.3903,24.3622,12.7134,1.53282,0.0435245,-0.335622,0.238629,0.989859,0.270437,0.895982
8515,468.512,2,13.3918,24.3608,12.7197,1.53388,0.0435007,-0.335737,0.238798,0.989009,0.270684,0.897033
8516,462.394,2,13.3923,24.3691,12.7238,1.53491,0.0434273,-0.335634,0.238883,0.987854,0.271127,0.896556
8517,475.056,2,13.3943,24.3729,12.7254,1.53538,0.0435066,-0.335551,0.2388,0.988554,0.271868,0.896147
8518,472.031,2,13.393,24.381,12.7201,1.53657,0.0434897,-0.335102,0.238596,0.989166,0.272334,0.897552
8519,460.47,2,13.3917,24.3859,12.7165,1.53657,0.0434553,-0.334821,0.238642,0.988853,0.272642,0.896842
8520,466.085,2,13.3927,24.3947,12.7178,1.53657,0.0434955,-0.334221,0.238484,0.987909,0.273089,0.897537
8521,465.297,2,13.3928,24.398,12.7062,1.53712,0.0434901,-0.33388,0.238399,0.986545,0.273451,0.898054
8522,453.227,2,13.3922,24.3959,12.7152,1.53598,0.0434225,-0.333967,0.238316,0.986092,0.27364,0.898117
8523,455.713,2,13.3925,24.3932,12.7159,1.53507,0.0433673,-0.33413,0.238151,0.987233,0.273624,0.898299
8524,465.017,2,13.3948,24.3879,12.7181,1.53448,0.0433605,-0.334331,0.238096,0.988869,0.273892,0.899072
8525,458.065,2,13.3949,24.3827,12.7247,1.53448,0.0433464,-0.334368,0.237961,0.986527,0.273967,0.899398
8526,457.522,2,13.3938,24.3772,12.725,1.53448,0.0432837,-0.334061,0.237821,0.9855,0.274371,0.899073
8527,472.011,2,13.3957,24.3779,12.733,1.53448,0.0433464,-0.333877,0.237912,0.98637,0.274707,0.89887
8528,460.858,2,13.3967,24.3728,12.7173,1.53519,0.0433168,-0.333668,0.238123,0.984951,0.274513,0.898431
8529,462.869,2,13.3974,24.3706,12.7234,1.53658,0.0433193,-0.333433,0.238259,0.983913,0.273987,0.897286
8530,462.98,2,13.4007,24.3635,12.7318,1.53805,0.0432497,-0.333055,0.238414,0.983345,0.273826,0.89728
8531,452.631,2,13.4015,24.3577,12.7171,1.53749,0.0432084,-0.332837,0.238438,0.98269,0.273466,0.896574
8532,459.165,2,13.403,24.345,12.7151,1.53691,0.0431886,-0.332976,0.238355,0.983566,0.273161,0.897595
8533,463.968,2,13.4058,24.3358,12.7123,1.5361,0.0432478,-0.333043,0.238315,0.984153,0.272835,0.898645
8534,467.193,2,13.4059,24.3353,12.7052,1.53878,0.043147,-0.332728,0.238493,0.982241,0.272726,0.899857
8535,466.825,2,13.4052,24.3389,12.6945,1.54159,0.0429958,-0.332845,0.238601,0.982714,0.272827,0.899548
8536,453.801,2,13.4065,24.341,12.6905,1.54202,0.042922,-0.333473,0.238584,0.98116,0.272543,0.899245
8537,467.638,2,13.4081,24.3369,12.6974,1.54216,0.042989,-0.333317,0.238472,0.981377,0.272502,0.899166
8538,470.289,2,13.4084,24.3384,12.6924,1.54421,0.0429338,-0.333251,0.238391,0.981588,0.272651,0.899942
8539,472.478,2,13.4082,24.3542,12.6832,1.54703,0.0427978,-0.333504,0.238364,0.979986,0.273044,0.903436
8540,474.851,2,13.4075,24.3662,12.6823,1.54817,0.042832,-0.333392,0.238408,0.979928,0.273316,0.904568
8541,466.21,2,13.409,24.3828,12.6802,1.54817,0.0428675,-0.333482,0.238348,0.981044,0.273214,0.904083
8542,456.765,2,13.408,24.4016,12.6622,1.54864,0.042785,-0.333366,0.238271,0.979317,0.273167,0.904935
8543,454.404,2,13.4065,24.4188,12.663,1.54725,0.0428206,-0.333694,0.238188,0.977098,0.272966,0.905129
8544,453.258,2,13.4057,24.4363,12.6317,1.54605,0.0428145,-0.333949,0.238201,0.975021,0.272956,0.904889
8545,463.622,2,13.4063,24.4573,12.6128,1.54605,0.0427957,-0.334113,0.238227,0.973086,0.273051,0.907644
8546,470.379,2,13.4082,24.4708,12.5859,1.54625,0.0428732,-0.334369,0.2381,0.971549,0.273542,0.908278
8547,461.384,2,13.4081,24.482,12.5703,1.54721,0.0428214,-0.33457,0.238007,0.969808,0.273858,0.90817
8548,462.251,2,13.4101,24.502,12.5381,1.54721,0.0428099,-0.334744,0.23814,0.969365,0.274571,0.905987
8549,470.729,2,13.4117,24.5123,12.5221,1.54831,0.042815,-0.335059,0.238201,0.968296,0.275193,0.906012
8550,465.824,2,13.4122,24.5159,12.5022,1.54932,0.0427183,-0.335543,0.238459,0.968216,0.27621,0.904521
8551,466.398,2,13.4097,24.5327,12.5038,1.55069,0.0427228,-0.335787,0.238413,0.965744,0.276963,0.902764
8552,462.735,2,13.4076,24.5353,12.5119,1.55002,0.0427502,-0.335597,0.238395,0.964968,0.277189,0.902939
8553,466.419,2,13.4084,24.5357,12.5152,1.54897,0.0427905,-0.335412,0.238435,0.966172,0.277481,0.903249
8554,470.129,2,13.408,24.5324,12.5198,1.54947,0.0428302,-0.334612,0.238359,0.964475,0.277811,0.904788
8555,461.987,2,13.4104,24.5407,12.5234,1.54991,0.0428062,-0.334532,0.238485,0.963619,0.277572,0.905421
8556,469.35,2,13.4107,24.5458,12.525,1.54991,0.0427984,-0.334277,0.238655,0.964822,0.277708,0.906451
8557,464.886,2,13.4087,24.5446,12.526,1.55079,0.0427635,-0.334457,0.23858,0.965576,0.27735,0.907021
8558,474.502,2,13.4091,24.5387,12.534,1.55079,0.0429117,-0.334309,0.23852,0.966367,0.277154,0.906456
8559,462.871,2,13.4112,24.5392,12.5345,1.55018,0.0429297,-0.334554,0.238669,0.966755,0.277107,0.906243
8560,465.324,2,13.4107,24.536,12.5346,1.55054,0.0428994,-0.334908,0.238733,0.966997,0.277333,0.906365
8561,463.474,2,13.411,24.5304,12.5217,1.55113,0.0428172,-0.334945,0.238621,0.969142,0.277397,0.906364
8562,463.285,2,13.4115,24.5212,12.5222,1.55113,0.0427843,-0.334783,0.238549,0.9701,0.277611,0.906727
8563,461.882,2,13.411,24.5142,12.5329,1.5517,0.0427432,-0.335122,0.238547,0.969859,0.277621,0.906303
8564,461.787,2,13.4105,24.4995,12.5349,1.55363,0.0426444,-0.334905,0.238699,0.970447,0.277141,0.904848
8565,462.317,2,13.4105,24.4827,12.5428,1.55365,0.0426684,-0.334649,0.238837,0.9703,0.276565,0.904641
8566,469.017,2,13.4107,24.4817,12.5652,1.55365,0.0427291,-0.334089,0.238814,0.971478,0.276171,0.905714
8567,457.491,2,13.4076,24.4674,12.5936,1.55218,0.0427427,-0.334172,0.238701,0.971551,0.275863,0.906612
8568,459.941,2,13.4056,24.4524,12.6037,1.55271,0.0426771,-0.3344,0.238859,0.972388,0.275474,0.90601
8569,465.147,2,13.4051,24.4255,12.6117,1.55375,0.0426971,-0.33442,0.238742,0.972139,0.275463,0.904295
8570,458.229,2,13.4061,24.4095,12.6211,1.55393,0.0426658,-0.334335,0.238658,0.970168,0.275864,0.903468
8571,454.751,2,13.4058,24.4047,12.6376,1.55209,0.0427147,-0.334319,0.238771,0.968249,0.275989,0.902299
8572,444.151,2,13.4034,24.3932,12.6703,1.54941,0.0427053,-0.334228,0.238652,0.96723,0.275727,0.901243
8573,451.669,2,13.4013,24.3864,12.7147,1.54903,0.0426324,-0.333928,0.238531,0.965517,0.275679,0.901597
8574,452.822,2,13.3995,24.3808,12.7505,1.54794,0.042606,-0.3337,0.238532,0.964056,0.275632,0.901629
8575,466.024,2,13.3966,24.37,12.7603,1.5474,0.0427314,-0.33378,0.238461,0.96407,0.275509,0.899341
8576,453.343,2,13.395,24.3609,12.7651,1.5474,0.0426993,-0.3336,0.23843,0.963802,0.275341,0.897435
8577,460.91,2,13.3939,24.3592,12.758,1.5474,0.0427418,-0.333268,0.238511,0.962738,0.27511,0.896361
8578,464.516,2,13.3957,24.3542,12.7491,1.54819,0.0427722,-0.332944,0.238501,0.961443,0.274859,0.896485
8579,459.063,2,13.3959,24.3603,12.7389,1.54743,0.0427488,-0.33325,0.238564,0.962408,0.274365,0.897976
8580,458.854,2,13.3958,24.3716,12.7407,1.54678,0.0427612,-0.333215,0.238422,0.962868,0.274295,0.897711
8581,476.677,2,13.3944,24.3729,12.7746,1.54679,0.0429066,-0.33318,0.238399,0.963583,0.274383,0.897811
8582,476.549,2,13.3936,24.3708,12.8011,1.54607,0.043006,-0.333034,0.238244,0.96457,0.275021,0.899691
8583,471.497,2,13.3939,24.3613,12.8138,1.54542,0.043038,-0.332862,0.238121,0.966379,0.275708,0.900835
8584,463.833,2,13.3921,24.3534,12.817,1.54559,0.0430077,-0.332871,0.238019,0.967094,0.276212,0.900034
8585,463.34,2,13.3911,24.3478,12.8227,1.54615,0.0429925,-0.332936,0.237938,0.967601,0.276005,0.899994
8586,465.226,2,13.3883,24.3467,12.8328,1.54697,0.0430369,-0.333029,0.237598,0.967376,0.275615,0.899864
8587,462.744,2,13.3869,24.3405,12.854,1.54804,0.0429672,-0.332836,0.237663,0.969132,0.275302,0.898943
8588,473.814,2,13.3846,24.3377,12.8578,1.55052,0.0429431,-0.333152,0.237582,0.969764,0.275418,0.898362
8589,469.919,2,13.3843,24.3362,12.839,1.55052,0.0429538,-0.333333,0.23753,0.971792,0.275724,0.898636
8590,463.845,2,13.3841,24.3386,12.8376,1.55052,0.042949,-0.333395,0.237413,0.971946,0.276025,0.89839
8591,465.759,2,13.3826,24.342,12.8597,1.55052,0.0429168,-0.333382,0.237278,0.973546,0.276176,0.899712
8592,463.383,2,13.3827,24.3506,12.8857,1.54989,0.0429298,-0.33358,0.237339,0.974376,0.276423,0.899007
8593,461.537,2,13.3822,24.3594,12.8523,1.5505,0.0428831,-0.333294,0.237386,0.97478,0.276299,0.898451
8594,465.138,2,13.381,24.3616,12.8373,1.55297,0.0427973,-0.333624,0.237342,0.974336,0.276019,0.898093
8595,466.512,2,13.3805,24.3646,12.8457,1.55507,0.0426842,-0.333755,0.237331,0.976822,0.275841,0.897304
8596,458.15,2,13.3799,24.3645,12.8516,1.55669,0.0425133,-0.333766,0.237277,0.975986,0.275983,0.89768
8597,468.087,2,13.3797,24.3578,12.8554,1.55669,0.0425002,-0.334054,0.237387,0.977717,0.276199,0.897814
8598,467.766,2,13.3811,24.3541,12.8542,1.55669,0.0424683,-0.333863,0.237561,0.977922,0.27669,0.899432
8599,473.107,2,13.3822,24.3575,12.8607,1.55669,0.0424859,-0.333999,0.237553,0.979942,0.276785,0.901196
8600,465.873,2,13.3836,24.3535,12.8762,1.55601,0.0424509,-0.334167,0.237628,0.982883,0.277116,0.901285
8601,463.145,2,13.384,24.3493,12.8733,1.55673,0.0423943,-0.334774,0.237608,0.984058,0.277405,0.899669
8602,462.021,2,13.3841,24.348,12.8597,1.5561,0.0423976,-0.334546,0.237681,0.983166,0.277804,0.899394
8603,460.987,2,13.3829,24.3424,12.8527,1.55517,0.042356,-0.334392,0.237801,0.983788,0.278136,0.899741
8604,463.073,2,13.3821,24.3259,12.8764,1.55567,0.0423011,-0.334213,0.237763,0.985182,0.278481,0.898307
8605,470.057,2,13.3829,24.3179,12.8811,1.55763,0.0422179,-0.333762,0.237784,0.985476,0.278661,0.898984
8606,479.491,2,13.3847,24.3144,12.8589,1.55813,0.0422897,-0.333661,0.23778,0.986334,0.278976,0.900639
8607,471.061,2,13.3879,24.3105,12.8462,1.55986,0.0422,-0.333571,0.237911,0.988338,0.279295,0.900175
8608,471.15,2,13.387,24.3073,12.8412,1.55919,0.0422544,-0.333409,0.237911,0.989825,0.279338,0.901201
8609,460.148,2,13.3878,24.3071,12.8356,1.5594,0.0421742,-0.3334,0.237933,0.989263,0.279537,0.901775
8610,462.761,2,13.3881,24.305,12.8408,1.5594,0.0421431,-0.333783,0.238017,0.989131,0.279748,0.902048
8611,459.58,2,13.3876,24.2962,12.8476,1.5594,0.0421536,-0.33364,0.238075,0.988402,0.279391,0.901095
8612,453.209,2,13.3864,24.2862,12.8636,1.55939,0.0421036,-0.333614,0.23799,0.987959,0.279063,0.899988
8613,461.748,2,13.3856,24.2824,12.8653,1.55851,0.0421833,-0.333935,0.237921,0.987684,0.278679,0.899157
8614,463.922,2,13.3867,24.2818,12.8751,1.55704,0.0422625,-0.333832,0.237993,0.98752,0.278587,0.899436
8615,471.997,2,13.3866,24.2799,12.8891,1.55811,0.0423327,-0.334133,0.238007,0.988931,0.277735,0.899281
8616,467.585,2,13.3879,24.2732,12.8951,1.55811,0.0423501,-0.334304,0.238108,0.990963,0.277157,0.899863
8617,464.496,2,13.3889,24.2741,12.914,1.55718,0.0424681,-0.334262,0.238054,0.99046,0.27656,0.899812
8618,453.467,2,13.3881,24.2781,12.9167,1.55668,0.042421,-0.334196,0.23802,0.990628,0.27616,0.89915
8619,457.142,2,13.3876,24.2785,12.9196,1.55683,0.0423496,-0.334402,0.237978,0.990588,0.275831,0.899736
8620,459.215,2,13.3861,24.2728,12.9217,1.55683,0.0423564,-0.334454,0.237932,0.988629,0.275595,0.899773
8621,459.296,2,13.3892,24.2588,12.9347,1.55562,0.0423693,-0.334348,0.238005,0.988452,0.275776,0.899637
8622,464.712,2,13.3878,24.2543,12.9349,1.55522,0.0424213,-0.334039,0.237949,0.987928,0.276007,0.898915
8623,465.112,2,13.3895,24.2514,12.9395,1.55616,0.042358,-0.334239,0.237936,0.988598,0.276091,0.899309
8624,457.941,2,13.3891,24.2515,12.9319,1.55492,0.0423573,-0.334128,0.238002,0.988253,0.27641,0.898557
8625,456.409,2,13.3881,24.2536,12.9175,1.55492,0.0423049,-0.334402,0.238052,0.987902,0.276553,0.89757
8626,460.112,2,13.3892,24.2616,12.9096,1.55492,0.0422139,-0.3349,0.238238,0.988183,0.276508,0.898751
8627,463.603,2,13.3893,24.2677,12.8934,1.55347,0.0422109,-0.334952,0.238386,0.989533,0.27626,0.901277
8628,462.966,2,13.3916,24.2806,12.8959,1.55271,0.042154,-0.335183,0.238508,0.990047,0.276331,0.904093
8629,467.945,2,13.3926,24.2849,12.8884,1.55381,0.0421086,-0.335346,0.238569,0.990777,0.276073,0.905519
8630,460.482,2,13.3937,24.2754,12.861,1.55509,0.0420677,-0.335398,0.238625,0.989944,0.275548,0.905029
8631,466.097,2,13.3943,24.2698,12.8356,1.55597,0.0420687,-0.335161,0.238611,0.990567,0.275105,0.905123
8632,463.042,2,13.3956,24.2781,12.813,1.55711,0.0420053,-0.334552,0.238651,0.990424,0.274814,0.905847
8633,465.893,2,13.3956,24.2873,12.7842,1.55711,0.0419992,-0.334651,0.238788,0.992003,0.274536,0.906429
8634,468.47,2,13.3959,24.2876,12.7814,1.55617,0.0420175,-0.334989,0.238793,0.994594,0.27464,0.907576
8635,470.377,2,13.3969,24.2896,12.7791,1.55473,0.0421074,-0.334772,0.238924,0.997239,0.274416,0.90808
8636,458.348,2,13.3977,24.294,12.7696,1.55443,0.0420626,-0.334584,0.238865,0.998752,0.274161,0.90796
8637,465.014,2,13.3963,24.2954,12.7723,1.55553,0.0420364,-0.334899,0.23886,0.998889,0.273993,0.907385
8638,465.259,2,13.3971,24.3017,12.7925,1.55589,0.0420209,-0.334797,0.238971,1.00049,0.273904,0.906547
8639,458.799,2,13.3971,24.2988,12.8,1.55634,0.0419257,-0.334985,0.238987,1.00146,0.27397,0.905897
8640,464.089,2,13.3949,24.2898,12.8242,1.55621,0.0419163,-0.334832,0.238841,1.00373,0.273958,0.905379
8641,458.518,2,13.3937,24.2839,12.8234,1.55592,0.0419296,-0.334686,0.238687,1.00337,0.273459,0.905843
8642,461.638,2,13.3932,24.2737,12.8358,1.55536,0.0419175,-0.334154,0.23869,1.00584,0.273001,0.90614
8643,466.086,2,13.392,24.2599,12.8474,1.5537,0.0420086,-0.33422,0.238592,1.00735,0.272401,0.908051
8644,468.443,2,13.3931,24.2418,12.8301,1.55419,0.0420175,-0.334534,0.238733,1.00854,0.271858,0.909113
8645,463.221,2,13.3939,24.2309,12.8263,1.55488,0.0419348,-0.334617,0.238734,1.01059,0.271193,0.911044
8646,455.663,2,13.3919,24.225,12.8178,1.55459,0.0418763,-0.334419,0.238687,1.01096,0.270686,0.911925
8647,459.636,2,13.3899,24.218,12.8208,1.55551,0.0418127,-0.334427,0.238563,1.0121,0.270028,0.912137
8648,455.497,2,13.3884,24.2118,12.8383,1.5548,0.0418299,-0.334868,0.238457,1.01246,0.26917,0.912365
8649,459.86,2,13.3884,24.2099,12.8274,1.5537,0.0418646,-0.335134,0.238332,1.01491,0.268562,0.912426
8650,468.797,2,13.3889,24.2135,12.8249,1.55498,0.0418104,-0.334929,0.238439,1.01639,0.268316,0.913174
8651,457.2,2,13.3889,24.2026,12.8259,1.55397,0.0418014,-0.334774,0.238433,1.01669,0.268158,0.913458
8652,461.442,2,13.39,24.1915,12.8289,1.55397,0.041785,-0.334607,0.238386,1.01749,0.267993,0.913444
8653,464.407,2,13.3906,24.1809,12.836,1.5546,0.0417642,-0.334649,0.238351,1.01862,0.267749,0.913495
8654,463.936,2,13.3903,24.1624,12.8437,1.55459,0.0417361,-0.334729,0.23843,1.021,0.267644,0.913243
8655,466.496,2,13.3893,24.1318,12.8343,1.55404,0.0417978,-0.334889,0.238318,1.02192,0.267733,0.912558
8656,458.319,2,13.3883,24.1107,12.8499,1.55313,0.0417365,-0.334689,0.238332,1.02559,0.267805,0.911311
8657,459.021,2,13.3868,24.0949,12.8533,1.55201,0.0417586,-0.33446,0.238281,1.02617,0.267854,0.910501
8658,459.858,2,13.386,24.084,12.8536,1.55166,0.0417384,-0.334489,0.238246,1.02804,0.267905,0.90906
8659,465.855,2,13.3855,24.0638,12.8663,1.55026,0.0418279,-0.334118,0.238335,1.02918,0.267891,0.90815
8660,463.446,2,13.3852,24.0561,12.8844,1.54847,0.0419259,-0.333971,0.238227,1.03122,0.267545,0.90804
8661,458.219,2,13.3844,24.0426,12.8937,1.54764,0.0419041,-0.333896,0.238186,1.03257,0.26711,0.909116
8662,460.986,2,13.3842,24.0291,12.9047,1.54764,0.0418898,-0.333663,0.238176,1.03298,0.266925,0.909171
8663,461.03,2,13.385,24.0259,12.9176,1.5461,0.0419679,-0.3338,0.238185,1.03331,0.266619,0.909351
8664,461.01,2,13.3844,24.0075,12.9328,1.5461,0.0419549,-0.333781,0.238093,1.03356,0.266384,0.909929
8665,460.565,2,13.385,23.9921,12.9404,1.5468,0.041916,-0.333368,0.238106,1.03293,0.266309,0.9097
8666,462.416,2,13.3857,23.9772,12.9473,1.54776,0.0418202,-0.33327,0.238196,1.0337,0.266006,0.911012
8667,458.107,2,13.386,23.964,12.9629,1.54776,0.0417933,-0.332811,0.238114,1.03385,0.265763,0.910998
8668,464.772,2,13.3858,23.9505,12.9541,1.54776,0.0417901,-0.332614,0.238247,1.036,0.265455,0.91114
8669,454.746,2,13.3861,23.9502,12.9548,1.54788,0.0417627,-0.332287,0.238071,1.03515,0.265283,0.910588
8670,455.266,2,13.3865,23.9536,12.9456,1.54828,0.0416724,-0.331869,0.237967,1.03526,0.264976,0.911307
8671,461.957,2,13.3864,23.955,12.9458,1.54794,0.0416182,-0.331834,0.238023,1.03629,0.264867,0.913323
8672,461.256,2,13.3876,23.9517,12.946,1.54844,0.0416266,-0.332002,0.238035,1.03585,0.264368,0.913368
8673,467.394,2,13.3895,23.9564,12.9626,1.55051,0.04161,-0.332141,0.238072,1.03507,0.264032,0.912993
8674,472.936,2,13.3885,23.9571,12.968,1.55156,0.0416264,-0.332002,0.23815,1.03831,0.26367,0.912368
8675,456.066,2,13.3903,23.9606,12.9781,1.55145,0.0415556,-0.332396,0.238075,1.03859,0.26335,0.913806
8676,459.106,2,13.3898,23.9622,12.9696,1.55097,0.0415505,-0.332304,0.238008,1.03967,0.262805,0.914808
8677,472.519,2,13.3909,23.9656,12.9644,1.55055,0.0416514,-0.332229,0.237887,1.04013,0.262528,0.91682
8678,460.572,2,13.3893,23.9632,12.9862,1.54933,0.041648,-0.332158,0.237884,1.04117,0.262408,0.91825
8679,459.386,2,13.389,23.9659,13.0134,1.54933,0.0416399,-0.332297,0.237807,1.04146,0.262185,0.917611
8680,459.639,2,13.3902,23.9666,13.024,1.54793,0.0416884,-0.332439,0.237812,1.04282,0.262186,0.91629
8681,465.749,2,13.3915,23.9728,13.0151,1.54929,0.0416081,-0.332747,0.237757,1.04353,0.262335,0.916793
8682,469.226,2,13.3932,23.9758,13.0134,1.55052,0.041552,-0.33256,0.237834,1.04492,0.262561,0.916732
8683,476.064,2,13.3942,23.9763,13.015,1.55184,0.0415769,-0.332477,0.237845,1.04649,0.262572,0.916928
8684,468.856,2,13.396,23.9694,13.035,1.55302,0.0415271,-0.332281,0.238062,1.0478,0.262967,0.915388
8685,463.964,2,13.3948,23.9676,13.0412,1.55377,0.0415149,-0.332151,0.238099,1.04792,0.263036,0.913963
8686,462.104,2,13.3949,23.9608,13.0525,1.55288,0.0415144,-0.33211,0.23815,1.04858,0.263025,0.914972
8687,466.851,2,13.3934,23.9574,13.0555,1.55335,0.0414951,-0.332179,0.238314,1.04852,0.262961,0.915886
8688,464.943,2,13.3916,23.9539,13.0615,1.55223,0.0415704,-0.332285,0.238414,1.0486,0.262833,0.915832
8689,462.999,2,13.3901,23.9566,13.0585,1.55223,0.0415414,-0.332421,0.238322,1.04998,0.262888,0.915691
8690,454.345,2,13.389,23.9627,13.0691,1.55223,0.0414971,-0.33258,0.238313,1.04858,0.262817,0.915007
8691,452.47,2,13.3894,23.968,13.0647,1.55179,0.041442,-0.332818,0.238324,1.04816,0.262658,0.914525
8692,452.595,2,13.3898,23.9705,13.051,1.55109,0.0413982,-0.332427,0.238366,1.04724,0.262321,0.915376
8693,462.703,2,13.39,23.9749,13.0257,1.55212,0.0413548,-0.332283,0.238407,1.04568,0.262134,0.916564
8694,461.773,2,13.3891,23.9792,13.0098,1.55385,0.0412531,-0.332011,0.238343,1.04418,0.262056,0.917691
8695,458.835,2,13.3872,23.9821,13.0167,1.55317,0.0412942,-0.332091,0.238243,1.0425,0.262071,0.917644
8696,451.596,2,13.387,23.9784,13.0312,1.55246,0.0412305,-0.332108,0.238277,1.04282,0.261846,0.917433
8697,454.403,2,13.3893,23.9802,13.0254,1.55188,0.0412285,-0.332215,0.238328,1.04237,0.261905,0.915725
8698,459.079,2,13.3884,23.9786,13.0233,1.55124,0.0412343,-0.332009,0.23835,1.04441,0.261655,0.914505
8699,458.215,2,13.3881,23.9656,13.0181,1.55124,0.0412289,-0.332009,0.238325,1.04558,0.261407,0.912722
8700,460.508,2,13.39,23.956,13.0277,1.55108,0.0412914,-0.331911,0.238346,1.04453,0.261512,0.910478
8701,457.556,2,13.3905,23.9473,13.0237,1.55108,0.0412844,-0.332551,0.238385,1.04359,0.261517,0.909256
8702,452.999,2,13.3912,23.9421,13.0247,1.55102,0.0412219,-0.332973,0.238282,1.04261,0.261741,0.908563
8703,453.053,2,13.3914,23.9403,13.0284,1.55032,0.0412055,-0.33279,0.238245,1.0412,0.261801,0.908415
8704,464.329,2,13.3911,23.9324,13.0262,1.55001,0.0412662,-0.332962,0.238122,1.04084,0.261696,0.908737
8705,471.983,2,13.3905,23.9328,13.0138,1.551,0.0413302,-0.33285,0.238046,1.03939,0.261788,0.909043
8706,455.95,2,13.3901,23.9295,13.0231,1.55064,0.0413003,-0.332989,0.237838,1.03878,0.261838,0.909784
8707,454.801,2,13.3899,23.9167,13.0255,1.55063,0.0412554,-0.333197,0.237755,1.03715,0.26209,0.909709
8708,468.725,2,13.39,23.9099,13.0605,1.55109,0.0412534,-0.332877,0.23779,1.03707,0.261973,0.912171
8709,457.927,2,13.3891,23.9038,13.0863,1.55172,0.0411617,-0.332741,0.237888,1.03663,0.261744,0.913264
8710,460.056,2,13.389,23.8982,13.1122,1.55109,0.0411337,-0.332542,0.237902,1.03754,0.261889,0.913862
8711,449.345,2,13.3903,23.8992,13.1268,1.55016,0.0410309,-0.332586,0.238003,1.03891,0.26173,0.913796
8712,448.946,2,13.39,23.9028,13.1433,1.55003,0.0409163,-0.332561,0.237928,1.03971,0.261572,0.913351
8713,456.451,2,13.3914,23.8988,13.165,1.5486,0.0409503,-0.332422,0.238028,1.03923,0.261559,0.913402
8714,457.426,2,13.3898,23.8921,13.1839,1.5486,0.0409411,-0.332036,0.238012,1.03916,0.261308,0.913221
8715,455.749,2,13.3881,23.8914,13.1848,1.54792,0.0409478,-0.331708,0.23787,1.03871,0.261406,0.91271
8716,456,2,13.3873,23.8977,13.1834,1.54792,0.040909,-0.331854,0.237752,1.0387,0.261735,0.911961
8717,454.908,2,13.3864,23.9016,13.1837,1.54646,0.040908,-0.331557,0.237717,1.03857,0.261822,0.912619
8718,450.245,2,13.3868,23.9062,13.1795,1.54616,0.0408505,-0.331696,0.237622,1.03737,0.262042,0.911923
8719,467.561,2,13.3884,23.9078,13.1797,1.54586,0.0409159,-0.331538,0.237707,1.0374,0.262116,0.912056
8720,451.614,2,13.39,23.9041,13.1727,1.54575,0.0408237,-0.331521,0.237848,1.03666,0.262306,0.911465
8721,457.845,2,13.3903,23.9103,13.1653,1.54575,0.0408002,-0.331627,0.237931,1.03634,0.26246,0.910722
8722,462.176,2,13.3918,23.9166,13.1513,1.54575,0.0408218,-0.331454,0.238105,1.03516,0.262572,0.910726
8723,460.925,2,13.3927,23.9167,13.1454,1.54699,0.0407931,-0.331282,0.238169,1.03365,0.26264,0.9098
8724,459.564,2,13.3933,23.9246,13.132,1.54834,0.0407212,-0.331291,0.238243,1.033,0.262872,0.908332
8725,461.573,2,13.3935,23.9287,13.1198,1.54917,0.0407416,-0.331167,0.238359,1.03013,0.26291,0.907728
8726,467.155,2,13.393,23.9347,13.0941,1.54996,0.040793,-0.331116,0.238286,1.02939,0.263031,0.906597
8727,458.319,2,13.3943,23.9411,13.0803,1.55066,0.0407538,-0.331488,0.238141,1.02798,0.263274,0.906473
8728,467.105,2,13.3922,23.9465,13.0745,1.55161,0.0407845,-0.33167,0.237995,1.02589,0.263747,0.906098
8729,475.624,2,13.3914,23.953,13.0516,1.55341,0.040781,-0.33175,0.237945,1.02392,0.264507,0.907118
8730,474.716,2,13.392,23.9569,13.0279,1.55487,0.0407629,-0.33144,0.237951,1.02222,0.265367,0.9085
8731,465.171,2,13.392,23.9508,13.0062,1.55549,0.0407443,-0.331068,0.237896,1.02084,0.266293,0.907603
8732,471.669,2,13.3925,23.9517,13.006,1.55669,0.0407857,-0.331113,0.237943,1.02009,0.266636,0.906558
8733,462.894,2,13.3937,23.9489,13.0151,1.55727,0.0408055,-0.331381,0.238046,1.019,0.266727,0.905313
8734,456.706,2,13.3954,23.9557,13.0272,1.55655,0.0408204,-0.331508,0.238107,1.0195,0.266634,0.904257
8735,459.707,2,13.3962,23.956,13.0428,1.5553,0.0408933,-0.33186,0.238024,1.02098,0.266454,0.902924
8736,465.845,2,13.3947,23.9495,13.0625,1.55301,0.0410113,-0.331893,0.237933,1.02222,0.266665,0.902748
8737,465.665,2,13.3952,23.9502,13.097,1.55236,0.0410723,-0.331781,0.237904,1.02251,0.266673,0.903359
8738,458.108,2,13.3949,23.953,13.1073,1.55203,0.0410493,-0.33189,0.237823,1.02256,0.266907,0.9032
8739,460.881,2,13.3957,23.9546,13.1163,1.55236,0.0410232,-0.332059,0.237756,1.02157,0.267425,0.902681
8740,464.107,2,13.3956,23.9596,13.1161,1.55374,0.0410169,-0.33239,0.237624,1.01957,0.267555,0.90251
8741,453.938,2,13.3955,23.9685,13.1063,1.55474,0.0409252,-0.332611,0.237525,1.01871,0.267509,0.901838
8742,448.446,2,13.3972,23.9769,13.106,1.55492,0.0408785,-0.33272,0.237465,1.01647,0.267437,0.90067
